// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B4381A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw
63951,NaN,-3.385556,6.060363,6.400984,-0.688055,0.314206,-0.400438,-0.005518,-0.015980,0.046037,0.215717,-0.148667,0.392287,0.881746,44.085432,25.557675,162.999213
63952,NaN,-3.427557,6.160854,6.336901,-0.700927,0.200429,-0.361281,0.003688,0.240572,0.003872,0.215289,-0.149719,0.392620,0.881524,44.140330,25.659063,163.102374
63953,NaN,-3.457507,6.277648,6.303183,-0.754618,0.114313,-0.298978,-0.003915,0.532284,-0.061160,0.214570,-0.152186,0.393171,0.881031,44.232997,25.905459,163.304656
63954,NaN,-3.544382,6.193144,6.406352,-0.694924,0.249405,-0.251646,-0.017249,0.820657,-0.129004,0.213562,-0.156082,0.393920,0.880259,44.363046,26.297896,163.607146
63955,NaN,-3.894593,6.214962,6.419385,-0.473705,0.196673,-0.079323,-0.009797,0.998166,-0.238454,0.212696,-0.160951,0.394794,0.879200,44.513065,26.805204,163.939813
63956,NaN,-4.266491,6.405675,6.424537,-0.331291,0.041329,0.207196,-0.016548,1.074889,-0.237662,0.211663,-0.166161,0.395718,0.878064,44.680588,27.343114,164.311084
63957,NaN,-4.601339,6.349287,6.343673,-0.088216,-0.019213,0.272901,-0.055464,1.064724,-0.183202,0.210373,-0.171252,0.396486,0.877049,44.838573,27.853532,164.705744
63958,NaN,-5.246764,6.112191,6.388974,0.501920,0.051959,0.456258,-0.037329,0.883761,-0.165664,0.209390,-0.175465,0.397159,0.876146,44.977158,28.280505,165.026110
63959,NaN,-6.410190,5.935557,6.228137,1.550637,-0.193941,0.801868,0.055165,0.453813,-0.123563,0.209140,-0.177638,0.397807,0.875474,45.085266,28.517710,165.172394
63960,NaN,-6.807684,6.070715,6.068930,1.827375,-0.469456,0.979456,0.121335,-0.093740,-0.026235,0.209633,-0.177109,0.398270,0.875253,45.133284,28.490365,165.107059
63961,NaN,-6.436170,6.311543,6.124760,1.403320,-0.493271,0.983597,0.160102,-0.530118,0.029475,0.210762,-0.174560,0.398481,0.875398,45.119267,28.267464,164.869999
63962,NaN,-6.180894,6.654940,6.157311,1.055373,-0.640800,1.090492,0.171037,-0.842090,0.031083,0.212532,-0.170594,0.398413,0.875782,45.046025,27.914718,164.487479
63963,NaN,-5.866675,6.966250,6.185867,0.690021,-0.771908,1.148099,0.136292,-1.067667,0.049192,0.214618,-0.165671,0.397953,0.876428,44.911830,27.465430,164.015744
63964,NaN,-5.063332,6.967852,6.269558,0.065520,-0.562979,0.825628,0.091271,-1.121060,0.039425,0.216819,-0.160559,0.397227,0.877166,44.744585,26.995848,163.517009
63965,NaN,-4.326236,6.709958,6.560889,-0.400676,-0.046437,0.513106,0.094603,-0.966617,-0.040213,0.219049,-0.156292,0.396599,0.877667,44.598017,26.621511,163.056496
63966,NaN,-4.130426,6.465095,6.974528,-0.437825,0.434060,0.537271,0.142736,-0.718010,-0.161438,0.221356,-0.153297,0.396359,0.877725,44.508017,26.396374,162.653949
63967,NaN,-4.273174,6.328330,7.252039,-0.243364,0.674464,0.693772,0.238309,-0.477468,-0.244531,0.223618,-0.151419,0.396730,0.877310,44.504396,26.302793,162.322553
63968,NaN,-4.407959,6.402558,7.575496,-0.181840,0.848275,1.006662,0.373165,-0.272377,-0.314160,0.225862,-0.150447,0.397855,0.876392,44.604064,26.322468,162.053781
63969,NaN,-4.321782,6.684008,7.676790,-0.410712,0.819137,1.207612,0.543494,-0.041767,-0.394781,0.228143,-0.150432,0.399933,0.874857,44.831652,26.467945,161.849672
63970,NaN,-3.807027,6.955196,7.840935,-1.029300,0.995872,1.246091,0.639836,0.311846,-0.530731,0.230343,-0.152178,0.402708,0.872703,45.156484,26.816436,161.750654
63971,NaN,-3.172655,6.796359,8.148935,-1.572966,1.592512,1.033947,0.636627,0.805563,-0.728600,0.232440,-0.156421,0.405893,0.869917,45.543418,27.441174,161.784080
63972,NaN,-3.751183,6.544251,8.537557,-1.085856,2.000175,1.350007,0.806829,1.248349,-0.708819,0.233645,-0.162385,0.410311,0.866421,46.130097,28.237113,162.043058
63973,NaN,-4.169541,6.146317,8.419826,-0.628000,2.163555,1.186274,0.849104,1.377157,-0.699112,0.234589,-0.168784,0.415056,0.862675,46.782472,29.074532,162.374482
63974,NaN,-4.449369,5.876513,8.235886,-0.342072,2.241256,1.004757,0.915660,1.216551,-0.676843,0.235786,-0.174391,0.419874,0.858894,47.449489,29.839160,162.655997
63975,NaN,-5.642717,5.881456,7.626836,0.624048,1.578956,1.219819,1.030768,0.704072,-0.611397,0.237888,-0.177476,0.424627,0.855338,48.080714,30.373283,162.723195
63976,NaN,-6.412922,5.887809,6.649239,1.324489,0.685896,1.039920,1.069461,-0.116344,-0.466598,0.241117,-0.176718,0.428664,0.852573,48.562047,30.533783,162.456188
63977,NaN,-6.121035,5.513918,5.416997,1.437580,-0.009904,-0.058342,1.082189,-0.995862,-0.332239,0.245678,-0.171873,0.431810,0.850671,48.860601,30.304002,161.807538
63978,NaN,-5.201679,5.107101,4.107927,1.077310,-0.633525,-1.539076,1.158598,-1.655477,-0.252407,0.251348,-0.163961,0.434479,0.849217,49.056706,29.794322,160.868052
63979,NaN,-3.667258,4.972678,3.109248,0.017445,-0.960898,-2.962882,1.296860,-1.918989,-0.237104,0.257629,-0.154685,0.437390,0.847579,49.283176,29.181956,159.804541
63980,NaN,-3.250220,5.298824,2.794396,-0.447451,-1.244863,-3.126881,1.448978,-1.862949,-0.286933,0.264044,-0.145597,0.440879,0.845404,49.606478,28.620117,158.756125
