// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B4381A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
39810,NaN,-8.162090,4.617612,3.958981,-0.187334,-0.216770,0.362451,0.099170,0.220842,-0.120647,-0.295765,-0.557949,0.073191,0.771919,50.387852,54.893923,-110.609607,NaN,NaN,NaN,NaN,NaN,NaN
39811,NaN,-8.198929,4.611788,3.924049,-0.173309,-0.203069,0.376416,0.117617,0.248575,-0.124540,-0.294982,-0.559133,0.072948,0.771385,50.545956,55.042451,-110.505860,NaN,NaN,NaN,NaN,NaN,NaN
39812,NaN,-8.291281,4.614892,3.940267,-0.194253,-0.179771,0.458540,0.131307,0.276031,-0.140127,-0.294108,-0.560448,0.072672,0.770790,50.722384,55.207971,-110.389548,NaN,NaN,NaN,NaN,NaN,NaN
39813,NaN,-8.435057,4.716213,3.942322,-0.157865,-0.208839,0.621205,0.130897,0.291332,-0.160831,-0.293162,-0.561826,0.072315,0.770181,50.898948,55.387780,-110.272995,NaN,NaN,NaN,NaN,NaN,NaN
39814,NaN,-8.583925,4.741865,3.952990,-0.155558,-0.178532,0.757979,0.114565,0.263772,-0.194821,-0.292118,-0.563086,0.071838,0.769702,51.031818,55.572831,-110.198407,NaN,NaN,NaN,NaN,NaN,NaN
39815,NaN,-8.511781,4.817653,3.906782,-0.119894,-0.297850,0.714419,0.067366,0.200204,-0.252776,-0.290963,-0.564050,0.071111,0.769501,51.066368,55.760475,-110.210229,NaN,NaN,NaN,NaN,NaN,NaN
39816,NaN,-8.604759,4.849630,3.707591,0.080606,-0.265301,0.733877,0.004964,0.142145,-0.319746,-0.289702,-0.564723,0.070037,0.769582,50.991336,55.957299,-110.311296,NaN,NaN,NaN,NaN,NaN,NaN
39817,NaN,-8.709106,4.937593,3.637777,0.193772,-0.308278,0.832924,-0.081273,0.155484,-0.376875,-0.288471,-0.565339,0.068452,0.769734,50.843762,56.183952,-110.439923,NaN,NaN,NaN,NaN,NaN,NaN
39818,NaN,-8.909252,4.871706,3.542254,0.295376,-0.175720,0.936151,-0.151787,0.197531,-0.390410,-0.287397,-0.566018,0.066495,0.769808,50.674551,56.431939,-110.545708,NaN,NaN,NaN,NaN,NaN,NaN
39819,NaN,-8.940842,4.716095,3.598938,0.191772,-0.094353,0.915157,-0.198001,0.256515,-0.386365,-0.286490,-0.566851,0.064288,0.769721,50.518547,56.699063,-110.603549,NaN,NaN,NaN,NaN,NaN,NaN
39820,NaN,-9.072433,4.558891,3.626692,0.128339,0.042143,0.968171,-0.208383,0.338940,-0.402205,-0.285574,-0.567990,0.061877,0.769419,50.402178,57.003530,-110.606830,NaN,NaN,NaN,NaN,NaN,NaN
39821,NaN,-9.261314,4.454670,3.693254,0.052696,0.148701,1.106603,-0.187953,0.416256,-0.433269,-0.284504,-0.569458,0.059346,0.768930,50.331975,57.349652,-110.569037,NaN,NaN,NaN,NaN,NaN,NaN
39822,NaN,-9.245175,4.387115,3.717251,-0.017435,0.123928,1.074088,-0.171390,0.494698,-0.464311,-0.283285,-0.571256,0.056677,0.768247,50.307823,57.738483,-110.488125,NaN,NaN,NaN,NaN,NaN,NaN
39823,NaN,-9.132508,4.306757,3.649451,-0.034012,0.078395,0.923305,-0.148027,0.573975,-0.490156,-0.281921,-0.573390,0.053911,0.767358,50.338836,58.167454,-110.358166,NaN,NaN,NaN,NaN,NaN,NaN
39824,NaN,-9.060331,4.214477,3.695826,-0.157894,0.031031,0.840200,-0.144240,0.655544,-0.527642,-0.280418,-0.575844,0.050936,0.766274,50.410949,58.642966,-110.183258,NaN,NaN,NaN,NaN,NaN,NaN
39825,NaN,-9.167823,4.121789,3.752502,-0.262316,0.062672,0.913257,-0.155120,0.684710,-0.584326,-0.278732,-0.578395,0.047714,0.765174,50.467454,59.153764,-110.020051,NaN,NaN,NaN,NaN,NaN,NaN
39826,NaN,-9.654573,4.080685,4.124702,-0.567291,0.145073,1.435965,-0.172341,0.644186,-0.654399,-0.276811,-0.580774,0.044279,0.764275,50.443941,59.681008,-109.939369,NaN,NaN,NaN,NaN,NaN,NaN
39827,NaN,-10.156158,4.028065,4.523198,-0.888543,0.226029,1.976745,-0.194823,0.475308,-0.697361,-0.274750,-0.582472,0.040866,0.763917,50.251162,60.165278,-110.039595,NaN,NaN,NaN,NaN,NaN,NaN
39828,NaN,-10.554905,3.926740,4.574870,-0.907767,0.385944,2.302632,-0.206408,0.228540,-0.730015,-0.272541,-0.583210,0.037652,0.764310,49.834301,60.573073,-110.389753,NaN,NaN,NaN,NaN,NaN,NaN
39829,NaN,-10.497494,3.949885,4.442529,-0.766957,0.280973,2.223388,-0.225717,0.049781,-0.758957,-0.270241,-0.583231,0.034523,0.765258,49.235937,60.925095,-110.933617,NaN,NaN,NaN,NaN,NaN,NaN
39830,NaN,-10.281192,3.923102,4.305393,-0.654223,0.150904,1.984705,-0.244043,-0.012624,-0.799939,-0.267820,-0.582989,0.031288,0.766431,48.537194,61.268642,-111.578648,NaN,NaN,NaN,NaN,NaN,NaN
39831,NaN,-10.123237,3.761254,4.090579,-0.508587,0.179658,1.722819,-0.245113,0.027052,-0.898341,-0.265029,-0.582897,0.027708,0.767609,47.782083,61.664915,-112.284578,NaN,NaN,NaN,NaN,NaN,NaN
39832,NaN,-10.346563,3.519751,3.792920,-0.255118,0.452621,1.743912,-0.229614,0.161237,-1.049279,-0.261622,-0.583351,0.023569,0.768570,47.011574,62.172831,-113.015311,NaN,NaN,NaN,NaN,NaN,NaN
39833,NaN,-10.430703,3.518144,3.515874,0.028812,0.429598,1.735086,-0.210401,0.418170,-1.186856,-0.257654,-0.584810,0.018766,0.768934,46.324697,62.834344,-113.660068,NaN,NaN,NaN,NaN,NaN,NaN
39834,NaN,-10.114879,3.525360,3.160827,0.278020,0.223537,1.349733,-0.220058,0.968703,-1.338357,-0.253167,-0.588358,0.012773,0.767840,45.933138,63.774550,-113.963665,NaN,NaN,NaN,NaN,NaN,NaN
39835,NaN,-9.813440,3.586006,2.865632,0.441903,-0.070546,1.011805,-0.287302,1.717909,-1.502392,-0.248271,-0.594646,0.005090,0.764678,45.991421,65.080024,-113.722867,NaN,NaN,NaN,NaN,NaN,NaN
39836,NaN,-10.023914,3.366194,3.020319,0.122418,-0.088934,1.182822,-0.359440,2.376724,-1.686403,-0.242860,-0.603266,-0.004235,0.759652,46.484590,66.722531,-112.963392,NaN,NaN,NaN,NaN,NaN,NaN
39837,NaN,-10.922623,3.107596,3.257398,-0.232425,0.091655,1.998176,-0.349756,2.706138,-1.905058,-0.236522,-0.612994,-0.014581,0.753713,47.212965,68.581883,-111.965476,NaN,NaN,NaN,NaN,NaN,NaN
39838,NaN,-11.635930,2.897512,3.158828,-0.327132,0.199364,2.581142,-0.283747,2.719571,-2.069117,-0.229295,-0.622665,-0.025194,0.747715,47.984548,70.510983,-110.974750,NaN,NaN,NaN,NaN,NaN,NaN
39839,NaN,-11.857752,2.824470,2.800073,-0.193889,0.082078,2.691952,-0.277725,2.508611,-2.118991,-0.221825,-0.631370,-0.035689,0.742221,48.606294,72.376362,-110.157168,NaN,NaN,NaN,NaN,NaN,NaN
39840,NaN,-12.178334,2.656486,2.280453,0.093397,0.135873,2.857350,-0.321540,2.127083,-2.145261,-0.214406,-0.638449,-0.045999,0.737764,48.756073,74.107148,-109.814399,NaN,NaN,NaN,NaN,NaN,NaN
39841,NaN,-12.447675,2.361285,1.844337,0.293849,0.273349,2.983817,-0.349721,1.703798,-2.147800,-0.207122,-0.643799,-0.055957,0.734501,48.229264,75.678357,-110.158392,NaN,NaN,NaN,NaN,NaN,NaN
39842,NaN,-12.379068,2.056992,1.816950,0.130697,0.217718,2.864109,-0.366997,1.284650,-2.101250,-0.200144,-0.647496,-0.065385,0.732405,46.893622,77.066486,-111.322201,NaN,NaN,NaN,NaN,NaN,NaN
39843,NaN,-12.367113,1.773284,2.168799,-0.327962,0.045694,2.863150,-0.315157,0.959072,-2.089822,-0.193118,-0.649959,-0.074251,0.731263,44.672833,78.310551,-113.416164,NaN,NaN,NaN,NaN,NaN,NaN
39844,NaN,-11.993239,1.630022,2.265564,-0.498761,-0.214210,2.488794,-0.222917,0.761520,-2.113587,-0.185753,-0.651697,-0.082656,0.730722,41.541353,79.459531,-116.483039,NaN,NaN,NaN,NaN,NaN,NaN
39845,NaN,-11.319586,1.538583,2.496064,-0.780556,-0.596045,1.838929,-0.155151,0.643155,-2.189342,-0.177916,-0.652947,-0.090940,0.730573,37.253980,80.543059,-120.751840,NaN,NaN,NaN,NaN,NaN,NaN
39846,NaN,-11.162933,1.393589,2.471046,-0.789237,-0.741902,1.653777,-0.133789,0.501102,-2.314315,-0.169592,-0.653553,-0.099415,0.730906,31.219302,81.529445,-126.789009,NaN,NaN,NaN,NaN,NaN,NaN
39847,NaN,-11.410568,1.063179,2.158865,-0.546010,-0.562161,1.822237,-0.115885,0.299824,-2.390977,-0.161006,-0.653304,-0.107890,0.731868,23.076233,82.309905,-134.952015,NaN,NaN,NaN,NaN,NaN,NaN
39848,NaN,-11.079297,0.841596,1.942279,-0.377280,-0.569979,1.446012,-0.116285,0.034050,-2.399741,-0.152508,-0.651985,-0.116166,0.733596,13.030217,82.756300,-145.022058,NaN,NaN,NaN,NaN,NaN,NaN
39849,NaN,-10.081071,0.636868,1.609688,-0.148864,-0.563589,0.399074,-0.123370,-0.187677,-2.357295,-0.144297,-0.649775,-0.124142,0.735907,2.206469,82.827611,-155.866085,NaN,NaN,NaN,NaN,NaN,NaN
39850,NaN,-9.204621,0.383839,1.315254,0.031863,-0.468400,-0.518712,-0.099290,-0.247755,-2.315768,-0.136177,-0.647300,-0.131835,0.738294,-8.216055,82.613374,-166.321281,NaN,NaN,NaN,NaN,NaN,NaN
39851,NaN,-8.391973,0.274138,1.250641,0.041628,-0.548919,-1.341656,-0.051557,-0.172982,-2.261611,-0.128035,-0.645080,-0.139209,0.740338,-17.608622,82.222504,-175.772316,NaN,NaN,NaN,NaN,NaN,NaN
39852,NaN,-8.035366,0.149643,1.028330,0.229464,-0.521094,-1.730597,0.001847,-0.083742,-2.191307,-0.119903,-0.643195,-0.146200,0.741990,-25.779827,81.708825,175.968942,NaN,NaN,NaN,NaN,NaN,NaN
39853,NaN,-8.142090,0.010872,0.752760,0.515200,-0.451522,-1.664765,0.034352,-0.018877,-2.114388,-0.111891,-0.641549,-0.152842,0.743327,-32.740141,81.101556,168.904073,NaN,NaN,NaN,NaN,NaN,NaN
39854,NaN,-8.396258,-0.155441,0.699135,0.603920,-0.446287,-1.419612,0.099247,0.073130,-2.067429,-0.103761,-0.640248,-0.159130,0.744308,-38.767812,80.437831,162.734124,NaN,NaN,NaN,NaN,NaN,NaN
39855,NaN,-8.201301,-0.257084,0.944630,0.364532,-0.592939,-1.582678,0.158596,0.131537,-2.012372,-0.095590,-0.639169,-0.165031,0.745044,-43.922942,79.726832,157.402815,NaN,NaN,NaN,NaN,NaN,NaN
39856,NaN,-8.162918,-0.359591,1.049644,0.272541,-0.686678,-1.608026,0.198362,0.156394,-1.926630,-0.087580,-0.638212,-0.170508,0.745615,-48.236617,78.988116,152.892292,NaN,NaN,NaN,NaN,NaN,NaN
39857,NaN,-7.952895,-0.446978,1.067075,0.232802,-0.738498,-1.813585,0.223735,0.171965,-1.856223,-0.079732,-0.637323,-0.175654,0.746062,-51.875875,78.230150,149.043290,NaN,NaN,NaN,NaN,NaN,NaN
39858,NaN,-7.532658,-0.583281,0.900738,0.303118,-0.642197,-2.237285,0.219890,0.203171,-1.778519,-0.072150,-0.636564,-0.180566,0.746308,-55.007594,77.475185,145.705178,NaN,NaN,NaN,NaN,NaN,NaN
39859,NaN,-7.109152,-0.708590,0.629805,0.465134,-0.499202,-2.673215,0.225772,0.266238,-1.670952,-0.064891,-0.636088,-0.185121,0.746265,-57.750147,76.756670,142.753135,NaN,NaN,NaN,NaN,NaN,NaN
39860,NaN,-6.766320,-0.746883,0.384026,0.639419,-0.438793,-3.038763,0.197143,0.310690,-1.547746,-0.058134,-0.635842,-0.189394,0.745960,-60.161747,76.082907,140.150097,NaN,NaN,NaN,NaN,NaN,NaN
39861,NaN,-6.807557,-0.778041,0.249597,0.776640,-0.472246,-3.016850,0.158382,0.382122,-1.469417,-0.051724,-0.635883,-0.193569,0.745324,-62.418478,75.444007,137.722208,NaN,NaN,NaN,NaN,NaN,NaN
39862,NaN,-6.957272,-0.813058,0.419011,0.643637,-0.627629,-2.853434,0.106012,0.471534,-1.388679,-0.045689,-0.636288,-0.197698,0.744288,-64.605118,74.846552,135.391201,NaN,NaN,NaN,NaN,NaN,NaN
39863,NaN,-7.705889,-0.867910,0.682984,0.519361,-0.913479,-2.099370,0.096178,0.559528,-1.325323,-0.039834,-0.637046,-0.201668,0.742910,-66.735796,74.281128,133.117538,NaN,NaN,NaN,NaN,NaN,NaN
39864,NaN,-8.092422,-0.882445,0.923839,0.351665,-1.171945,-1.711991,0.141737,0.667326,-1.260228,-0.033963,-0.638247,-0.205276,0.741181,-68.839318,73.751345,130.838989,NaN,NaN,NaN,NaN,NaN,NaN
39865,NaN,-7.885866,-1.048142,0.834431,0.326708,-1.053800,-1.890340,0.188680,0.724772,-1.176033,-0.028197,-0.639721,-0.208437,0.739267,-70.825387,73.256539,128.648785,NaN,NaN,NaN,NaN,NaN,NaN
39866,NaN,-7.926473,-1.372874,0.276183,0.730399,-0.679046,-1.825543,0.220103,0.821022,-1.111169,-0.022465,-0.641593,-0.211281,0.737030,-72.808690,72.792617,126.437283,NaN,NaN,NaN,NaN,NaN,NaN
39867,NaN,-7.771604,-1.785584,-0.180794,0.973028,-0.215214,-1.899109,0.269609,0.961044,-1.048229,-0.016660,-0.644020,-0.213741,0.734354,-74.864694,72.363694,124.114367,NaN,NaN,NaN,NaN,NaN,NaN
39868,NaN,-7.498868,-2.097684,-0.397197,0.998803,0.109510,-2.080897,0.302926,1.002084,-0.954316,-0.011045,-0.646668,-0.215774,0.731533,-76.830403,71.968055,121.861080,NaN,NaN,NaN,NaN,NaN,NaN
39869,NaN,-7.153524,-2.397650,-0.548381,0.959392,0.432040,-2.321722,0.372338,0.990070,-0.850545,-0.005601,-0.649356,-0.217201,0.728786,-78.608274,71.607309,119.758696,NaN,NaN,NaN,NaN,NaN,NaN
39870,NaN,-6.998607,-2.586174,-0.668727,0.958869,0.603358,-2.407830,0.409191,0.994415,-0.752134,-0.000388,-0.652138,-0.218170,0.726028,-80.269963,71.282320,117.752523,NaN,NaN,NaN,NaN,NaN,NaN
39871,NaN,-7.211264,-2.549987,-0.292142,0.606921,0.318122,-2.189038,0.439980,0.987804,-0.648264,0.004538,-0.654984,-0.218674,0.723296,-81.814847,70.998396,115.847441,NaN,NaN,NaN,NaN,NaN,NaN
39872,NaN,-7.597128,-2.367501,0.008520,0.384634,-0.118393,-1.865422,0.403629,0.951856,-0.553942,0.008968,-0.657778,-0.218999,0.720616,-83.253117,70.748859,114.074270,NaN,NaN,NaN,NaN,NaN,NaN
39873,NaN,-7.707631,-2.382243,0.345487,0.025432,-0.299594,-1.743541,0.343275,0.984984,-0.485482,0.012986,-0.660748,-0.219302,0.717740,-84.726902,70.526249,112.297499,NaN,NaN,NaN,NaN,NaN,NaN
39874,NaN,-7.573032,-2.600066,0.544953,-0.297320,-0.175397,-1.794681,0.286338,1.064443,-0.449759,0.016777,-0.664022,-0.219683,0.714516,-86.319284,70.311304,110.427135,NaN,NaN,NaN,NaN,NaN,NaN
39875,NaN,-7.203083,-2.974239,0.585016,-0.544817,0.216002,-2.019830,0.275162,1.266582,-0.393404,0.020547,-0.668055,-0.219887,0.710585,-88.196319,70.115897,108.258627,NaN,NaN,NaN,NaN,NaN,NaN
39876,NaN,-7.135306,-3.176938,0.493225,-0.596296,0.395606,-2.019365,0.283912,1.498157,-0.379764,0.024556,-0.672888,-0.219983,0.705852,-90.390263,69.903345,105.744830,NaN,NaN,NaN,NaN,NaN,NaN
