// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw
38199,NaN,2.166217,11.357866,-1.915254,3.861241,3.845473,0.563432,-0.042987,-0.198276,1.035863,-0.585666,-0.651996,-0.444777,-0.184580,104.839776,16.277576,56.041113
38200,NaN,1.615812,11.348334,-1.898523,3.513892,3.303852,0.757823,-0.098218,-0.157316,1.142451,-0.585268,-0.654417,-0.440441,-0.187647,104.710084,15.661444,55.772308
38201,NaN,0.893590,11.007510,-1.815727,2.990088,2.558100,0.664653,-0.141069,-0.229299,1.236934,-0.585060,-0.656958,-0.435544,-0.190822,104.545493,15.005674,55.450758
38202,NaN,0.892530,10.631463,-1.654153,2.900984,2.335967,0.320763,-0.127867,-0.302571,1.328099,-0.584852,-0.659784,-0.430109,-0.194009,104.377971,14.305501,55.076335
38203,NaN,0.726084,10.559375,-1.617375,2.729955,2.072514,0.330972,-0.111119,-0.368075,1.410577,-0.584623,-0.662859,-0.424223,-0.197152,104.214330,13.571170,54.656040
38204,NaN,0.287266,10.399973,-1.875461,2.147478,1.764606,0.386922,-0.105178,-0.420552,1.482757,-0.584378,-0.666126,-0.417906,-0.200334,104.050137,12.799165,54.198567
38205,NaN,-0.367851,10.471822,-1.933803,1.657958,1.171129,0.647312,-0.093644,-0.457259,1.562978,-0.584056,-0.669581,-0.411219,-0.203565,103.893484,11.990137,53.712821
38206,NaN,-0.987648,10.575714,-1.828023,1.301145,0.502752,0.874444,-0.171590,-0.440234,1.630438,-0.583847,-0.672891,-0.404226,-0.207223,103.699010,11.135833,53.231034
38207,NaN,-1.157270,10.241472,-1.605734,1.143062,0.114057,0.554729,-0.254810,-0.399453,1.705945,-0.583717,-0.676009,-0.397003,-0.211364,103.468234,10.236208,52.767010
38208,NaN,-1.417545,10.238790,-1.467501,0.954508,-0.290327,0.579506,-0.319883,-0.314495,1.758763,-0.583530,-0.678905,-0.389727,-0.216086,103.214440,9.289946,52.348877
38209,NaN,-1.643731,10.231864,-1.493814,0.647180,-0.563681,0.622096,-0.441142,-0.209842,1.812992,-0.583447,-0.681374,-0.382429,-0.221512,102.907891,8.301905,51.988856
38210,NaN,-2.598571,9.963062,-2.112360,-0.628732,-1.018568,0.629604,-0.517856,-0.229333,1.772922,-0.583651,-0.683511,-0.375069,-0.226909,102.562618,7.332685,51.629270
