// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
44399,NaN,2.046103,-9.308704,-1.115140,-1.587913,0.241686,-0.352130,-0.151076,0.086400,-0.087398,-0.590524,0.697059,-0.152305,0.377086,-91.109871,-20.232035,-44.502072,NaN,NaN,NaN,NaN,NaN,NaN
44400,NaN,3.533852,-9.715302,-0.430678,-0.205359,-0.132676,0.531436,-0.099124,0.055649,-0.135059,-0.589910,0.697348,-0.152170,0.377566,-91.154730,-20.307367,-44.529753,NaN,NaN,NaN,NaN,NaN,NaN
44401,NaN,4.326964,-9.600907,0.173771,0.768614,-0.242848,0.688763,-0.027103,0.125399,-0.184984,-0.589395,0.697329,-0.151945,0.378494,-91.143901,-20.411443,-44.600856,NaN,NaN,NaN,NaN,NaN,NaN
44402,NaN,4.093176,-9.268788,0.469987,0.882560,0.044880,0.291987,0.003963,0.154643,-0.213490,-0.588917,0.697186,-0.151631,0.379627,-91.108746,-20.532872,-44.687835,NaN,NaN,NaN,NaN,NaN,NaN
44403,NaN,4.048664,-9.326878,0.061309,0.530554,-0.189564,0.339584,0.034838,0.093633,-0.209249,-0.588595,0.697062,-0.151110,0.380562,-91.069014,-20.650432,-44.739441,NaN,NaN,NaN,NaN,NaN,NaN
44404,NaN,3.826555,-9.458971,-0.392639,0.010145,-0.322141,0.393434,0.099242,0.047159,-0.170686,-0.588604,0.696806,-0.150458,0.381274,-91.001868,-20.746080,-44.763218,NaN,NaN,NaN,NaN,NaN,NaN
44405,NaN,3.383644,-9.526612,-0.409167,-0.331033,-0.021054,0.299817,0.110201,0.018718,-0.155727,-0.588701,0.696560,-0.149759,0.381847,-90.934769,-20.832151,-44.769805,NaN,NaN,NaN,NaN,NaN,NaN
44406,NaN,3.269541,-9.898096,-0.277440,-0.421738,0.248464,0.603624,0.083984,0.031514,-0.169659,-0.588678,0.696380,-0.149080,0.382477,-90.879629,-20.926981,-44.781823,NaN,NaN,NaN,NaN,NaN,NaN
44407,NaN,3.574314,-9.649637,-0.198525,-0.125577,0.042221,0.478718,0.139485,0.081181,-0.194812,-0.588755,0.695956,-0.148372,0.383403,-90.782050,-21.035948,-44.826618,NaN,NaN,NaN,NaN,NaN,NaN
44408,NaN,3.906486,-9.064555,-0.226511,0.192193,-0.349505,0.052349,0.171251,0.096070,-0.176440,-0.588970,0.695397,-0.147699,0.384347,-90.662493,-21.134997,-44.879763,NaN,NaN,NaN,NaN,NaN,NaN
44409,NaN,4.026626,-8.951376,-0.137989,0.338046,-0.398251,-0.010291,0.155364,0.112490,-0.147293,-0.589168,0.694830,-0.147218,0.385253,-90.548426,-21.216764,-44.944622,NaN,NaN,NaN,NaN,NaN,NaN
44410,NaN,4.086999,-8.979283,-0.130637,0.352656,-0.430641,0.038113,0.185075,0.132385,-0.123659,-0.589512,0.694122,-0.146792,0.386163,-90.412428,-21.285577,-45.018203,NaN,NaN,NaN,NaN,NaN,NaN
44411,NaN,3.891235,-8.714576,-0.022708,0.345386,-0.301003,-0.279790,0.183502,0.026311,-0.109059,-0.589944,0.693608,-0.146135,0.386677,-90.301145,-21.344867,-45.030648,NaN,NaN,NaN,NaN,NaN,NaN
44412,NaN,3.779374,-9.059437,0.072074,0.233811,-0.076222,0.000658,0.188546,-0.022701,-0.072059,-0.590509,0.693149,-0.145430,0.386903,-90.197580,-21.383412,-45.010202,NaN,NaN,NaN,NaN,NaN,NaN
44413,NaN,3.674842,-9.092951,0.138794,0.188482,0.041500,-0.006147,0.177753,-0.031013,-0.055773,-0.591064,0.692723,-0.144799,0.387055,-90.102326,-21.412042,-44.987694,NaN,NaN,NaN,NaN,NaN,NaN
44414,NaN,3.814053,-9.188487,0.024992,0.161193,-0.112839,0.134030,0.170470,-0.032708,-0.049804,-0.591614,0.692317,-0.144181,0.387171,-90.011295,-21.437821,-44.962128,NaN,NaN,NaN,NaN,NaN,NaN
