// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B4381A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
44399,NaN,-1.360965,5.925331,6.624198,-0.608092,5.206958,-2.507963,-0.075537,-0.734913,0.577502,0.729496,0.113069,-0.397945,-0.544693,42.300685,-27.220919,-84.197871,NaN,NaN,NaN,NaN,NaN,NaN
44400,NaN,-0.471515,5.651986,5.315586,0.201738,4.042596,-3.176533,-0.144478,-1.245923,0.643182,0.728790,0.107919,-0.402489,-0.543343,42.336401,-27.994432,-84.439317,NaN,NaN,NaN,NaN,NaN,NaN
44401,NaN,0.487091,4.673475,4.493415,0.172987,2.679295,-3.891531,-0.143032,-1.483708,0.612179,0.727478,0.102187,-0.407865,-0.542199,42.434538,-28.856232,-84.803069,NaN,NaN,NaN,NaN,NaN,NaN
44402,NaN,2.271505,4.222730,4.676220,-0.147524,1.094573,-3.206826,0.038199,-1.639617,0.541012,0.725512,0.096830,-0.414232,-0.540988,42.694890,-29.755065,-85.276605,NaN,NaN,NaN,NaN,NaN,NaN
44403,NaN,4.582299,4.577284,5.737593,-0.530578,-0.318601,-1.182277,0.259595,-1.750815,0.474481,0.722971,0.092105,-0.421538,-0.539569,43.135826,-30.672235,-85.843447,NaN,NaN,NaN,NaN,NaN,NaN
44404,NaN,7.028827,5.291996,7.263220,-1.043102,-1.482414,1.451186,0.274453,-1.772022,0.432929,0.720206,0.087456,-0.428904,-0.538234,43.615374,-31.577718,-86.454052,NaN,NaN,NaN,NaN,NaN,NaN
44405,NaN,9.258988,5.763239,8.580058,-1.629448,-2.554581,3.728952,-0.005135,-1.625599,0.394756,0.717718,0.082269,-0.434942,-0.537530,43.923464,-32.404077,-87.028036,NaN,NaN,NaN,NaN,NaN,NaN
44406,NaN,9.788043,4.862930,8.356993,-2.151846,-3.274586,3.375864,0.031692,-1.061605,0.375499,0.716354,0.078766,-0.439023,-0.536556,44.123815,-32.988213,-87.353235,NaN,NaN,NaN,NaN,NaN,NaN
44407,NaN,8.658427,4.480223,7.780028,-2.110620,-2.579878,2.206390,0.340922,-0.713297,0.299414,0.715409,0.077473,-0.442648,-0.535024,44.436209,-33.397828,-87.554391,NaN,NaN,NaN,NaN,NaN,NaN
44408,NaN,6.501068,4.864117,7.068231,-1.476078,-0.810737,0.819653,0.644300,-0.538196,0.236490,0.714555,0.077866,-0.446423,-0.532968,44.895242,-33.709834,-87.705565,NaN,NaN,NaN,NaN,NaN,NaN
44409,NaN,4.888616,5.429461,6.386793,-0.718330,0.565656,-0.151827,0.683096,-0.486591,0.201740,0.713692,0.078616,-0.450097,-0.530920,45.375275,-33.985593,-87.852270,NaN,NaN,NaN,NaN,NaN,NaN
44410,NaN,4.056866,5.600226,5.828978,-0.288663,1.163084,-0.848249,0.640820,-0.472687,0.169202,0.712781,0.079318,-0.453585,-0.529068,45.837543,-34.241689,-88.010731,NaN,NaN,NaN,NaN,NaN,NaN
44411,NaN,3.612802,5.422869,5.569937,-0.298091,1.394939,-1.359944,0.698066,-0.498598,0.134997,0.711682,0.080237,-0.457299,-0.527208,46.352437,-34.492587,-88.202046,NaN,NaN,NaN,NaN,NaN,NaN
44412,NaN,3.756620,5.436747,5.428622,-0.252421,1.271646,-1.359353,0.728826,-0.759344,0.106456,0.709885,0.080637,-0.461995,-0.525472,46.969858,-34.832683,-88.542441,NaN,NaN,NaN,NaN,NaN,NaN
44413,NaN,4.606958,5.234358,5.320664,-0.372171,0.499541,-1.063798,0.789299,-0.877246,0.151877,0.707886,0.080840,-0.467276,-0.523465,47.650652,-35.234383,-88.928501,NaN,NaN,NaN,NaN,NaN,NaN
44414,NaN,5.527578,5.206151,5.174327,-0.361346,-0.256191,-0.634759,0.884386,-0.960546,0.151565,0.705627,0.081156,-0.473077,-0.521251,48.417372,-35.663695,-89.365819,NaN,NaN,NaN,NaN,NaN,NaN
44415,NaN,6.438348,5.342973,4.965139,-0.210181,-0.948305,-0.132423,0.934048,-0.898096,0.132225,0.703412,0.081854,-0.478763,-0.518938,49.207363,-36.056364,-89.788964,NaN,NaN,NaN,NaN,NaN,NaN
44416,NaN,6.966121,5.528604,4.834682,-0.099931,-1.283094,0.227673,1.025383,-0.752579,0.044195,0.701253,0.083454,-0.484114,-0.516637,50.033328,-36.351824,-90.182148,NaN,NaN,NaN,NaN,NaN,NaN
44417,NaN,7.055572,5.918376,4.656084,0.169596,-1.203630,0.434683,1.095364,-0.623577,-0.069808,0.699050,0.085910,-0.489131,-0.514489,50.894229,-36.545048,-90.563174,NaN,NaN,NaN,NaN,NaN,NaN
44418,NaN,7.020749,6.310605,4.471809,0.440321,-1.036709,0.572005,1.096780,-0.536777,-0.138608,0.696858,0.088753,-0.493795,-0.512522,51.747889,-36.672061,-90.930478,NaN,NaN,NaN,NaN,NaN,NaN
44419,NaN,7.085062,6.586838,4.395755,0.553877,-0.968319,0.754322,1.032910,-0.444727,-0.155431,0.694850,0.091654,-0.497954,-0.510711,52.541445,-36.754592,-91.256346,NaN,NaN,NaN,NaN,NaN,NaN
44420,NaN,7.083256,6.608423,4.293459,0.538773,-0.979055,0.724288,0.957135,-0.368107,-0.143519,0.693079,0.094448,-0.501640,-0.508997,53.262736,-36.812967,-91.534635,NaN,NaN,NaN,NaN,NaN,NaN
44421,NaN,7.095056,6.666189,4.081999,0.640363,-1.027890,0.674124,0.918265,-0.342259,-0.139070,0.691383,0.097166,-0.505129,-0.507339,53.953431,-36.861512,-91.797558,NaN,NaN,NaN,NaN,NaN,NaN
44422,NaN,7.042437,6.816971,4.101459,0.620077,-0.894525,0.756303,0.894585,-0.329141,-0.128221,0.689744,0.099800,-0.508504,-0.505685,54.623147,-36.908643,-92.048885,NaN,NaN,NaN,NaN,NaN,NaN
44423,NaN,7.054472,6.951414,3.930467,0.740757,-0.892093,0.779337,0.890490,-0.329288,-0.134627,0.688071,0.102439,-0.511856,-0.504051,55.293601,-36.950033,-92.304043,NaN,NaN,NaN,NaN,NaN,NaN
44424,NaN,7.031709,7.097267,3.649695,0.955822,-0.897576,0.742706,0.916679,-0.347226,-0.164111,0.686251,0.105190,-0.515307,-0.502448,55.992460,-36.981351,-92.582227,NaN,NaN,NaN,NaN,NaN,NaN
44425,NaN,6.823538,7.116534,3.235044,1.211969,-0.864324,0.456417,0.920657,-0.360420,-0.166316,0.684369,0.107930,-0.518800,-0.500837,56.700055,-37.012560,-92.869981,NaN,NaN,NaN,NaN,NaN,NaN
