// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
36326,NaN,3.573706,-9.133664,-0.276484,-0.081166,0.063245,-0.001416,-0.048843,-0.020031,0.046153,0.364235,-0.134025,-0.704737,0.593899,-91.791438,-20.743526,138.346355,NaN,NaN,NaN,NaN,NaN,NaN
36327,NaN,3.563248,-9.211894,-0.307525,-0.041615,0.059580,0.068861,-0.047333,-0.018172,0.058786,0.363929,-0.134266,-0.704871,0.593873,-91.822030,-20.705983,138.359439,NaN,NaN,NaN,NaN,NaN,NaN
36328,NaN,3.520031,-9.115934,-0.294925,-0.051612,0.049030,-0.036555,-0.051622,-0.015373,0.067406,0.363606,-0.134551,-0.705005,0.593848,-91.853977,-20.663719,138.370723,NaN,NaN,NaN,NaN,NaN,NaN
36329,NaN,3.497677,-9.089986,-0.288525,-0.055850,0.038039,-0.068958,-0.056844,-0.017329,0.075834,0.363208,-0.134821,-0.705164,0.593840,-91.889934,-20.616914,138.390830,NaN,NaN,NaN,NaN,NaN,NaN
36330,NaN,3.462679,-9.040496,-0.304708,-0.042995,0.042557,-0.127137,-0.061338,-0.023176,0.094699,0.362769,-0.135197,-0.705322,0.593835,-91.928890,-20.558859,138.406268,NaN,NaN,NaN,NaN,NaN,NaN
36331,NaN,3.474494,-9.054823,-0.307177,-0.058598,0.050475,-0.109580,-0.058973,-0.041658,0.116916,0.362194,-0.135584,-0.705495,0.593894,-91.970567,-20.487774,138.433816,NaN,NaN,NaN,NaN,NaN,NaN
36332,NaN,3.544760,-9.098166,-0.263817,-0.140648,0.054320,-0.045968,-0.056133,-0.057064,0.130292,0.361534,-0.135975,-0.705674,0.593994,-92.013442,-20.408642,138.469103,NaN,NaN,NaN,NaN,NaN,NaN
36333,NaN,3.580500,-9.166244,-0.256569,-0.169460,0.058149,0.029758,-0.047684,-0.059410,0.146000,0.360812,-0.136382,-0.705825,0.594160,-92.051933,-20.320707,138.507894,NaN,NaN,NaN,NaN,NaN,NaN
36334,NaN,3.538553,-9.237033,-0.292771,-0.114657,0.047035,0.082487,-0.035353,-0.059192,0.161639,0.360065,-0.136840,-0.705923,0.594391,-92.082958,-20.223539,138.543638,NaN,NaN,NaN,NaN,NaN,NaN
36335,NaN,3.475565,-9.275478,-0.281536,-0.084609,-0.002172,0.096204,-0.019177,-0.055223,0.169260,0.359300,-0.137287,-0.705969,0.594696,-92.104458,-20.122028,138.580206,NaN,NaN,NaN,NaN,NaN,NaN
36336,NaN,3.377991,-9.241590,-0.334503,-0.003311,-0.005118,0.032597,-0.003059,-0.053683,0.174325,0.358556,-0.137748,-0.705952,0.595059,-92.115569,-20.017688,138.612185,NaN,NaN,NaN,NaN,NaN,NaN
36337,NaN,3.350169,-9.223406,-0.358062,0.013389,0.010678,0.006821,0.004247,-0.045586,0.180218,0.357819,-0.138226,-0.705897,0.595457,-92.120786,-19.910432,138.640977,NaN,NaN,NaN,NaN,NaN,NaN
36338,NaN,3.260760,-9.139115,-0.466761,0.115437,0.068959,-0.098999,0.004324,-0.031295,0.187078,0.357120,-0.138785,-0.705808,0.595852,-92.122806,-19.799258,138.658972,NaN,NaN,NaN,NaN,NaN,NaN
36339,NaN,3.161491,-9.163810,-0.527487,0.217668,0.058136,-0.107127,0.005098,-0.031353,0.182207,0.356396,-0.139277,-0.705733,0.596259,-92.125134,-19.691199,138.684786,NaN,NaN,NaN,NaN,NaN,NaN
36340,NaN,3.076122,-9.131841,-0.506540,0.242079,0.009315,-0.166397,-0.005077,-0.040534,0.190569,0.355647,-0.139837,-0.705684,0.596633,-92.134323,-19.577827,138.708279,NaN,NaN,NaN,NaN,NaN,NaN
36341,NaN,3.158907,-9.211085,-0.504971,0.184600,0.051141,-0.063787,-0.015679,-0.041955,0.191598,0.354883,-0.140418,-0.705670,0.596968,-92.150198,-19.463774,138.732329,NaN,NaN,NaN,NaN,NaN,NaN
36342,NaN,3.221408,-9.220432,-0.498398,0.121412,0.093271,-0.034202,-0.030079,-0.039882,0.189865,0.354120,-0.141021,-0.705694,0.597250,-92.173464,-19.350808,138.755342,NaN,NaN,NaN,NaN,NaN,NaN
