// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B4381A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
39058,NaN,8.272731,4.257599,0.561525,0.579119,-0.220728,-0.512353,0.199303,0.712063,0.033680,-0.479715,0.289591,0.604460,0.566249,75.983194,-65.216583,-152.557820,NaN,NaN,NaN,NaN,NaN,NaN
39059,NaN,8.168895,4.165911,0.680500,0.514653,-0.148097,-0.633265,0.240793,0.629871,-0.006740,-0.481922,0.287157,0.603696,0.566430,75.382101,-65.118219,-151.735858,NaN,NaN,NaN,NaN,NaN,NaN
39060,NaN,8.237833,4.186082,1.056781,0.412698,0.164737,-0.522672,0.240066,0.561221,-0.053783,-0.483775,0.284773,0.603164,0.566621,74.885639,-65.000005,-151.028464,NaN,NaN,NaN,NaN,NaN,NaN
39061,NaN,8.255414,4.251810,1.347572,0.384268,0.417853,-0.446614,0.221667,0.476394,-0.109841,-0.485191,0.282504,0.602852,0.566879,74.499996,-64.861931,-150.454876,NaN,NaN,NaN,NaN,NaN,NaN
39062,NaN,8.399985,4.171022,1.356133,0.244303,0.349749,-0.346211,0.239856,0.389254,-0.176283,-0.486170,0.280232,0.602900,0.567115,74.256433,-64.698662,-150.025536,NaN,NaN,NaN,NaN,NaN,NaN
39063,NaN,8.551084,4.346749,1.425490,0.306986,0.392880,-0.127720,0.255750,0.341910,-0.224120,-0.486898,0.277914,0.603165,0.567350,74.094313,-64.516416,-149.676229,NaN,NaN,NaN,NaN,NaN,NaN
39064,NaN,8.612075,4.576523,1.566511,0.426369,0.535075,0.041152,0.206820,0.335389,-0.254724,-0.487442,0.275635,0.603353,0.567795,73.928072,-64.317214,-149.352306,NaN,NaN,NaN,NaN,NaN,NaN
39065,NaN,8.761059,4.531508,1.549756,0.311173,0.448360,0.156991,0.131219,0.330918,-0.268047,-0.487834,0.273516,0.603345,0.568492,73.729428,-64.111647,-149.040528,NaN,NaN,NaN,NaN,NaN,NaN
39066,NaN,8.835821,4.511046,1.428111,0.275528,0.280568,0.202602,0.114806,0.335851,-0.256362,-0.488242,0.271452,0.603266,0.569213,73.518392,-63.910441,-148.724314,NaN,NaN,NaN,NaN,NaN,NaN
39067,NaN,8.724345,4.591450,1.240337,0.419382,0.110990,0.114331,0.112289,0.369859,-0.259118,-0.488747,0.269292,0.603091,0.569992,73.270669,-63.702378,-148.368844,NaN,NaN,NaN,NaN,NaN,NaN
39068,NaN,8.766785,4.664620,1.267988,0.439630,0.105922,0.188229,0.071972,0.408437,-0.257625,-0.489307,0.267118,0.602708,0.570937,72.964122,-63.487127,-147.972246,NaN,NaN,NaN,NaN,NaN,NaN
39069,NaN,8.602113,4.579749,1.099257,0.456565,-0.073081,-0.016522,0.039496,0.428236,-0.263041,-0.489873,0.264955,0.602180,0.572017,72.622608,-63.265387,-147.557186,NaN,NaN,NaN,NaN,NaN,NaN
39070,NaN,8.662189,4.492904,0.911570,0.392794,-0.324301,-0.025398,0.054432,0.420524,-0.267870,-0.490410,0.262755,0.601724,0.573049,72.308171,-63.040402,-147.161438,NaN,NaN,NaN,NaN,NaN,NaN
39071,NaN,8.989697,4.502335,0.829968,0.282049,-0.522265,0.258163,0.074537,0.453997,-0.259110,-0.491104,0.260440,0.601220,0.574040,71.970020,-62.814169,-146.725958,NaN,NaN,NaN,NaN,NaN,NaN
39072,NaN,9.113359,4.481898,0.877537,0.186129,-0.558951,0.363928,0.090854,0.520042,-0.256062,-0.492015,0.257897,0.600601,0.575055,71.579809,-62.575642,-146.219770,NaN,NaN,NaN,NaN,NaN,NaN
39073,NaN,9.034923,4.510168,1.117142,0.154972,-0.360874,0.339401,0.051403,0.603912,-0.268239,-0.493095,0.255176,0.599663,0.576322,71.089699,-62.314203,-145.625943,NaN,NaN,NaN,NaN,NaN,NaN
39074,NaN,8.725262,4.399860,1.304425,0.107126,-0.186891,0.043465,0.037807,0.672368,-0.273291,-0.494334,0.252269,0.598526,0.577721,70.536744,-62.033837,-144.967638,NaN,NaN,NaN,NaN,NaN,NaN
39075,NaN,8.511104,4.340940,1.536879,0.053710,0.012659,-0.135848,0.037447,0.700776,-0.294094,-0.495599,0.249219,0.597326,0.579201,69.971889,-61.734570,-144.295058,NaN,NaN,NaN,NaN,NaN,NaN
