// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
48783,NaN,3.125430,-9.245705,-0.053004,0.234983,-0.129055,-0.056545,-0.034358,0.018145,0.008352,0.612816,-0.695138,0.150325,-0.344445,-90.697223,-17.135407,-41.335987,NaN,NaN,NaN,NaN,NaN,NaN
48784,NaN,3.118139,-9.186712,0.029189,0.299284,-0.074115,-0.116077,-0.033909,0.025137,0.014621,0.612722,-0.695182,0.150500,-0.344447,-90.710792,-17.126249,-41.349039,NaN,NaN,NaN,NaN,NaN,NaN
48785,NaN,3.095665,-9.202384,0.049959,0.296868,-0.041082,-0.108065,-0.034278,0.025963,0.022645,0.612646,-0.695221,0.150715,-0.344408,-90.725116,-17.110166,-41.361566,NaN,NaN,NaN,NaN,NaN,NaN
48786,NaN,3.014736,-9.203793,0.028187,0.227433,-0.006122,-0.130360,-0.032428,0.022308,0.027732,0.612585,-0.695256,0.150920,-0.344357,-90.738294,-17.093431,-41.372202,NaN,NaN,NaN,NaN,NaN,NaN
48787,NaN,3.031809,-9.258419,0.008440,0.219179,-0.021038,-0.072986,-0.031484,0.007208,0.032248,0.612549,-0.695312,0.151106,-0.344226,-90.754302,-17.071713,-41.373569,NaN,NaN,NaN,NaN,NaN,NaN
48788,NaN,2.993609,-9.348768,-0.032785,0.149303,-0.009595,0.002599,-0.026583,-0.004460,0.029971,0.612537,-0.695376,0.151216,-0.344070,-90.768864,-17.053566,-41.366495,NaN,NaN,NaN,NaN,NaN,NaN
48789,NaN,2.962402,-9.401997,-0.043201,0.113343,0.012533,0.044403,-0.025655,-0.009869,0.037162,0.612543,-0.695440,0.151357,-0.343868,-90.784518,-17.028901,-41.357680,NaN,NaN,NaN,NaN,NaN,NaN
48790,NaN,2.899638,-9.491676,-0.079992,0.029609,0.042474,0.112207,-0.029239,-0.014109,0.035919,0.612543,-0.695526,0.151455,-0.343652,-90.802275,-17.007232,-41.343599,NaN,NaN,NaN,NaN,NaN,NaN
48791,NaN,2.944384,-9.459869,-0.095629,0.063368,-0.004533,0.095068,-0.028632,-0.018588,0.040320,0.612550,-0.695611,0.151586,-0.343408,-90.821141,-16.980682,-41.329606,NaN,NaN,NaN,NaN,NaN,NaN
48792,NaN,2.958885,-9.395641,-0.143438,0.060734,-0.062698,0.038507,-0.036273,-0.014669,0.036924,0.612524,-0.695717,0.151706,-0.343189,-90.842998,-16.958406,-41.316588,NaN,NaN,NaN,NaN,NaN,NaN
48793,NaN,2.965232,-9.409880,-0.095151,0.100014,-0.027834,0.053250,-0.034840,-0.012981,0.039575,0.612504,-0.695812,0.151862,-0.342962,-90.864425,-16.932320,-41.305970,NaN,NaN,NaN,NaN,NaN,NaN
48794,NaN,2.966808,-9.289271,-0.092111,0.133812,-0.051087,-0.061765,-0.038240,-0.016356,0.040302,0.612481,-0.695926,0.151983,-0.342718,-90.887719,-16.908178,-41.290696,NaN,NaN,NaN,NaN,NaN,NaN
48795,NaN,3.034754,-9.292819,-0.110521,0.175764,-0.107113,-0.038432,-0.041916,-0.006476,0.042099,0.612436,-0.696030,0.152180,-0.342500,-90.912046,-16.880697,-41.284021,NaN,NaN,NaN,NaN,NaN,NaN
48796,NaN,3.056571,-9.379590,-0.095322,0.189319,-0.092020,0.050584,-0.039237,-0.003969,0.045432,0.612401,-0.696117,0.152377,-0.342298,-90.933682,-16.853631,-41.279101,NaN,NaN,NaN,NaN,NaN,NaN
