// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw
05329,NaN,0.103996,-9.559992,0.027254,2.282641,-2.714209,-0.934200,-0.340437,0.540931,0.104344,0.301528,-0.073577,-0.743595,0.592228,-97.189179,-21.178836,149.975740
05330,NaN,-0.648249,-9.536149,0.320462,2.697918,-3.322988,-1.260499,-0.305633,0.455343,0.195923,0.302515,-0.076092,-0.743732,0.591234,-97.257211,-21.100422,149.685841
05331,NaN,-1.368154,-9.614428,0.696522,3.055263,-4.012602,-1.484517,-0.287447,0.375558,0.307693,0.302854,-0.078782,-0.743891,0.590507,-97.330624,-20.949093,149.436121
05332,NaN,-1.513776,-9.988802,1.506617,2.774434,-4.873626,-1.275263,-0.290566,0.347406,0.374039,0.302912,-0.081620,-0.744064,0.589874,-97.409602,-20.761637,149.198076
05333,NaN,1.017076,-9.841998,1.848777,0.471058,-3.908603,-0.548882,-0.315441,0.263846,0.293993,0.302859,-0.083970,-0.744470,0.589058,-97.524808,-20.610479,149.017356
05334,NaN,2.857417,-9.776201,1.604691,-0.928712,-2.804731,0.065815,-0.285545,0.086617,0.276996,0.302229,-0.085672,-0.745052,0.588401,-97.659879,-20.458762,148.944893
05335,NaN,3.672590,-9.958229,1.425195,-1.481311,-2.321037,0.536409,-0.251780,-0.061208,0.247995,0.301126,-0.086798,-0.745775,0.587885,-97.809257,-20.309444,148.964440
05336,NaN,3.523979,-9.667076,1.222522,-1.350555,-2.146856,0.233817,-0.189456,-0.178701,0.244855,0.299641,-0.087454,-0.746481,0.587650,-97.945463,-20.155412,149.054365
05337,NaN,3.172290,-9.125453,0.393803,-0.766795,-1.482125,-0.288634,-0.216747,-0.308814,0.261247,0.297588,-0.087848,-0.747462,0.587388,-98.125294,-19.978652,149.221461
05338,NaN,2.784019,-8.755154,-0.424074,-0.125373,-0.896199,-0.660405,-0.274364,-0.394120,0.293995,0.295115,-0.088181,-0.748708,0.586999,-98.351659,-19.778523,149.435666
05339,NaN,3.159739,-9.136760,-1.957903,0.439483,0.421567,0.032442,-0.374777,-0.431051,0.287836,0.292453,-0.088548,-0.750310,0.586230,-98.644280,-19.575084,149.672002
05340,NaN,3.573654,-9.289284,-2.629386,0.447461,1.114283,0.411471,-0.234303,-0.315290,0.310934,0.290238,-0.089117,-0.751305,0.585971,-98.829173,-19.370433,149.834892
05341,NaN,5.037136,-9.186058,-3.635380,-0.274452,2.656970,0.950087,-0.380444,-0.230940,0.257109,0.288410,-0.089960,-0.752634,0.585038,-99.084087,-19.200460,149.951839
05342,NaN,4.750633,-10.166858,-4.235678,0.433541,2.704646,1.865122,-0.337338,-0.101476,0.252933,0.287120,-0.091085,-0.753639,0.584203,-99.286560,-19.047066,149.990365
