// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw
35015,NaN,1.362074,9.665278,-1.463355,0.057855,0.014528,0.056998,-0.005891,0.011633,-0.012516,0.530101,0.543630,-0.524989,-0.384508,98.260805,-7.962998,-81.108093
35016,NaN,1.345113,9.674103,-1.405749,-0.001913,0.022093,0.055100,-0.006340,0.012082,-0.002382,0.530131,0.543625,-0.524974,-0.384494,98.258390,-7.965030,-81.104971
35017,NaN,1.323538,9.687977,-1.381780,-0.030364,0.041166,0.062299,-0.008325,0.010098,0.000684,0.530168,0.543602,-0.524967,-0.384485,98.254658,-7.968443,-81.103171
35018,NaN,1.292399,9.643782,-1.435942,0.025029,0.076878,0.022363,-0.004089,0.000471,0.006963,0.530179,0.543555,-0.525013,-0.384473,98.254522,-7.974840,-81.107666
35019,NaN,1.370502,9.674952,-1.407391,0.004036,0.000194,0.059684,-0.005141,0.000439,0.008186,0.530197,0.543502,-0.525058,-0.384461,98.253468,-7.981712,-81.112018
35020,NaN,1.395868,9.641497,-1.415723,0.021426,-0.025577,0.031604,-0.006768,-0.007306,0.013117,0.530207,0.543417,-0.525136,-0.384461,98.252432,-7.990951,-81.121329
35021,NaN,1.420780,9.676275,-1.413644,0.017456,-0.044933,0.068860,-0.004782,-0.005321,0.010050,0.530212,0.543350,-0.525202,-0.384459,98.252065,-7.998406,-81.129135
35022,NaN,1.443497,9.662398,-1.436460,0.045116,-0.063347,0.061672,-0.002434,-0.001536,0.013200,0.530228,0.543290,-0.525270,-0.384429,98.253051,-8.008115,-81.134562
35023,NaN,1.439176,9.667444,-1.469935,0.075995,-0.051511,0.070783,-0.002220,0.006898,0.004726,0.530248,0.543267,-0.525294,-0.384402,98.253118,-8.013557,-81.134929
35024,NaN,1.428439,9.670885,-1.379148,-0.014999,-0.055416,0.059759,0.000004,0.005041,0.002902,0.530253,0.543249,-0.525325,-0.384378,98.254795,-8.018049,-81.136523
