// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B4381A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
11838,NaN,-8.057562,4.904384,2.987204,0.297681,0.228262,0.074674,0.076490,0.229013,0.001296,-0.309202,-0.568519,0.100640,0.755680,56.504866,52.844564,-105.593949,NaN,NaN,NaN,NaN,NaN,NaN
11839,NaN,-8.051236,4.979806,2.880261,0.398295,0.179097,0.072959,0.105039,0.234156,-0.005553,-0.308932,-0.569580,0.100675,0.754986,56.711198,52.924969,-105.418244,NaN,NaN,NaN,NaN,NaN,NaN
11840,NaN,-8.054609,5.080112,2.969914,0.326642,0.075983,0.156872,0.118328,0.235674,-0.017090,-0.308582,-0.570670,0.100725,0.754299,56.921692,53.010715,-105.246890,NaN,NaN,NaN,NaN,NaN,NaN
11841,NaN,-8.010680,5.088637,3.016863,0.255075,0.025863,0.142256,0.113262,0.215453,-0.021908,-0.308216,-0.571680,0.100773,0.753677,57.115615,53.092385,-105.092994,NaN,NaN,NaN,NaN,NaN,NaN
11842,NaN,-7.841461,5.102247,2.998706,0.227434,-0.088455,0.008416,0.114678,0.210427,-0.041030,-0.307773,-0.572680,0.100780,0.753099,57.299547,53.181132,-104.952615,NaN,NaN,NaN,NaN,NaN,NaN
11843,NaN,-7.846293,5.144865,2.943250,0.271780,-0.119647,0.016272,0.115585,0.223320,-0.071200,-0.307218,-0.573746,0.100683,0.752527,57.481040,53.288419,-104.816264,NaN,NaN,NaN,NaN,NaN,NaN
11844,NaN,-7.860439,5.152350,2.878229,0.313532,-0.118992,0.011002,0.104801,0.250007,-0.096524,-0.306612,-0.574905,0.100432,0.751922,57.663801,53.415624,-104.670692,NaN,NaN,NaN,NaN,NaN,NaN
11845,NaN,-7.777828,5.189756,2.812813,0.349932,-0.200783,-0.056805,0.083225,0.296537,-0.108260,-0.306046,-0.576213,0.099994,0.751209,57.861344,53.562717,-104.491754,NaN,NaN,NaN,NaN,NaN,NaN
11846,NaN,-7.835430,5.150665,2.733976,0.390820,-0.140853,-0.054345,0.061722,0.357154,-0.108906,-0.305570,-0.577712,0.099381,0.750333,58.087537,53.727875,-104.262165,NaN,NaN,NaN,NaN,NaN,NaN
11847,NaN,-7.977125,5.086130,2.679845,0.409331,-0.019209,0.011608,0.046360,0.392746,-0.105663,-0.305166,-0.579319,0.098665,0.749352,58.332370,53.901907,-103.999212,NaN,NaN,NaN,NaN,NaN,NaN
11848,NaN,-7.959320,5.031884,2.661196,0.374468,-0.004299,-0.034537,0.033629,0.394220,-0.092415,-0.304850,-0.580902,0.097937,0.748350,58.578436,54.068978,-103.726161,NaN,NaN,NaN,NaN,NaN,NaN
11849,NaN,-7.892726,4.938203,2.688835,0.277204,0.005561,-0.125901,0.023617,0.387200,-0.085365,-0.304582,-0.582439,0.097202,0.747359,58.819514,54.230090,-103.452879,NaN,NaN,NaN,NaN,NaN,NaN
11850,NaN,-7.944617,4.878134,2.689219,0.234277,0.062925,-0.112889,0.034835,0.363621,-0.080674,-0.304288,-0.583899,0.096559,0.746423,59.054801,54.381003,-103.195062,NaN,NaN,NaN,NaN,NaN,NaN
11851,NaN,-7.908547,4.880614,2.731853,0.162679,0.012901,-0.127554,0.046785,0.338826,-0.075425,-0.303965,-0.585282,0.096012,0.745541,59.284251,54.521701,-102.953418,NaN,NaN,NaN,NaN,NaN,NaN
