// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
11838,NaN,-2.672148,9.405684,-0.971859,0.054320,0.013916,0.013229,0.041043,-0.080467,0.096318,0.594106,0.723599,-0.153599,-0.315990,95.632989,15.949669,-38.439219,NaN,NaN,NaN,NaN,NaN,NaN
11839,NaN,-2.712237,9.402473,-1.107501,0.102749,0.146355,0.034002,0.040632,-0.079579,0.087335,0.594034,0.723518,-0.154259,-0.315991,95.641797,15.901248,-38.495634,NaN,NaN,NaN,NaN,NaN,NaN
11840,NaN,-2.735110,9.417973,-1.098724,0.075273,0.153487,0.054279,0.034142,-0.071819,0.082765,0.593982,0.723433,-0.154869,-0.315984,95.648394,15.855219,-38.547232,NaN,NaN,NaN,NaN,NaN,NaN
11841,NaN,-2.638042,9.394378,-1.149820,0.171086,0.143255,0.010036,0.037556,-0.055891,0.065579,0.593905,0.723396,-0.155375,-0.315966,95.659706,15.817881,-38.588322,NaN,NaN,NaN,NaN,NaN,NaN
11842,NaN,-2.532012,9.500191,-0.996959,0.162471,-0.061071,0.068027,0.042995,-0.033067,0.055648,0.593808,0.723419,-0.155785,-0.315891,95.678133,15.785139,-38.615364,NaN,NaN,NaN,NaN,NaN,NaN
11843,NaN,-2.519570,9.494835,-0.908795,0.109165,-0.133283,0.051204,0.024726,-0.016401,0.035024,0.593760,0.723430,-0.156043,-0.315831,95.688985,15.763002,-38.631264,NaN,NaN,NaN,NaN,NaN,NaN
11844,NaN,-2.578549,9.491401,-0.852254,0.024739,-0.139150,0.058582,0.013097,-0.013707,0.020201,0.593730,0.723423,-0.156221,-0.315815,95.693984,15.749375,-38.644751,NaN,NaN,NaN,NaN,NaN,NaN
11845,NaN,-2.771897,9.474003,-0.875361,-0.110188,-0.000226,0.096614,0.009731,-0.027620,0.012646,0.593692,0.723389,-0.156407,-0.315874,95.694806,15.740637,-38.665976,NaN,NaN,NaN,NaN,NaN,NaN
11846,NaN,-2.941875,9.387280,-1.081790,-0.118479,0.281009,0.079376,0.009550,-0.061801,0.001453,0.593608,0.723309,-0.156654,-0.316090,95.690345,15.740431,-38.706843,NaN,NaN,NaN,NaN,NaN,NaN
11847,NaN,-2.703057,9.401768,-1.154570,0.110987,0.189631,0.035384,0.011799,-0.094528,-0.003276,0.593484,0.723188,-0.156985,-0.316436,95.681856,15.744566,-38.766762,NaN,NaN,NaN,NaN,NaN,NaN
