// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw
57548,NaN,0.993812,9.796283,-0.973748,-0.003463,0.068868,0.081668,0.000240,-0.004916,-0.006059,-0.541251,-0.634539,-0.380914,-0.399139,95.502964,-5.405161,66.862900
57549,NaN,0.983805,9.816218,-0.903999,0.058251,0.030543,0.093820,0.000733,-0.002635,-0.002121,-0.541253,-0.634569,-0.380897,-0.399106,95.505753,-5.405150,66.857978
57550,NaN,0.952836,9.802998,-0.895971,0.053002,0.000348,0.077036,0.000000,0.000000,0.000000,-0.541256,-0.634572,-0.380884,-0.399110,95.505065,-5.406254,66.857095
57551,NaN,0.977367,9.805675,-0.944391,0.018216,0.041314,0.086623,-0.003339,-0.003882,-0.005014,-0.541278,-0.634587,-0.380864,-0.399073,95.505573,-5.404524,66.851619
57552,NaN,0.998521,9.807034,-0.933013,0.037090,0.056234,0.088875,-0.001933,-0.000411,-0.005420,-0.541290,-0.634599,-0.380850,-0.399052,95.506056,-5.403910,66.848194
57553,NaN,0.998224,9.807062,-0.933031,0.037356,0.055867,0.088876,0.001959,-0.002989,-0.000303,-0.541285,-0.634636,-0.380828,-0.399021,95.509575,-5.404916,66.842968
57554,NaN,0.985409,9.817758,-0.963355,0.005238,0.054244,0.101166,-0.003339,-0.003882,-0.005014,-0.541313,-0.634656,-0.380794,-0.398984,95.509571,-5.404048,66.835985
57555,NaN,1.007311,9.763294,-0.893379,0.075578,0.054341,0.042567,-0.000707,-0.000765,-0.003602,-0.541318,-0.634676,-0.380783,-0.398956,95.511426,-5.403295,66.832216
57556,NaN,0.997211,9.807180,-0.932874,0.037841,0.054551,0.088881,0.001924,0.002351,-0.002190,-0.541313,-0.634704,-0.380764,-0.398935,95.513937,-5.404504,66.828312
57557,NaN,1.009501,9.796536,-0.902584,0.070351,0.055331,0.076592,0.000269,0.005737,-0.003336,-0.541303,-0.634713,-0.380772,-0.398927,95.516001,-5.404260,66.828253
57558,NaN,0.994080,9.774031,-0.923718,0.043801,0.051844,0.054862,-0.001780,0.006813,-0.001921,-0.541292,-0.634718,-0.380768,-0.398938,95.516338,-5.405962,66.828906
57559,NaN,0.990163,9.828518,-0.922450,0.046352,0.040876,0.108366,-0.001566,0.005298,-0.002257,-0.541287,-0.634725,-0.380768,-0.398935,95.517381,-5.406309,66.828536
57560,NaN,0.987288,9.795350,-0.913210,0.052020,0.038550,0.074344,-0.000161,0.008768,-0.002663,-0.541273,-0.634731,-0.380769,-0.398942,95.518371,-5.407677,66.829248
57561,NaN,0.983961,9.817964,-0.962737,0.006595,0.051314,0.101181,0.000671,0.006106,0.001715,-0.541251,-0.634750,-0.380762,-0.398947,95.520672,-5.410333,66.829121
57562,NaN,0.965210,9.825920,-0.873514,0.081571,-0.001485,0.098756,-0.003096,0.005255,-0.002628,-0.541247,-0.634751,-0.380757,-0.398957,95.520347,-5.411598,66.829476
57563,NaN,0.952661,9.836610,-0.903604,0.049590,-0.002994,0.111047,-0.000984,0.009491,0.000569,-0.541226,-0.634757,-0.380760,-0.398973,95.521511,-5.413788,66.831352
57564,NaN,0.980866,9.816661,-0.902374,0.060631,0.024364,0.093823,-0.001870,0.004901,-0.000810,-0.541219,-0.634768,-0.380745,-0.398979,95.521857,-5.415974,66.830418
57565,NaN,0.996469,9.807379,-0.931577,0.039589,0.050714,0.088895,-0.000125,0.003428,-0.000776,-0.541209,-0.634786,-0.380738,-0.398971,95.523834,-5.417063,66.828895
57566,NaN,0.987045,9.795450,-0.912398,0.053148,0.035921,0.074348,0.001128,-0.000326,-0.004680,-0.541203,-0.634804,-0.380736,-0.398952,95.526284,-5.416867,66.826872
57567,NaN,1.039734,9.778160,-0.960031,0.029608,0.104402,0.066753,0.001494,0.005383,-0.001517,-0.541186,-0.634821,-0.380740,-0.398945,95.529079,-5.417641,66.826510
57568,NaN,1.014684,9.775526,-0.911545,0.064469,0.062910,0.057130,0.000698,0.002706,-0.004008,-0.541179,-0.634835,-0.380738,-0.398933,95.531055,-5.417886,66.825072
57569,NaN,1.008037,9.764999,-0.952060,0.024628,0.073861,0.049954,0.000297,0.002337,-0.009059,-0.541187,-0.634841,-0.380755,-0.398899,95.533289,-5.414191,66.823383
57570,NaN,1.004203,9.763691,-0.892536,0.078292,0.047772,0.042580,0.004152,0.005101,-0.005828,-0.541168,-0.634857,-0.380772,-0.398883,95.537128,-5.413517,66.823428
57571,NaN,1.009341,9.798299,-0.961598,0.019443,0.074822,0.083985,0.002042,0.000865,-0.009025,-0.541172,-0.634869,-0.380789,-0.398840,95.540442,-5.409759,66.820894
57572,NaN,0.992743,9.807672,-0.932465,0.040839,0.047610,0.088905,0.002346,0.001262,-0.010473,-0.541181,-0.634883,-0.380798,-0.398797,95.543267,-5.406214,66.817662
57573,NaN,0.976489,9.785212,-0.953957,0.014432,0.044298,0.067179,0.002435,0.003174,-0.011585,-0.541186,-0.634887,-0.380830,-0.398754,95.546667,-5.401124,66.816594
57574,NaN,1.021400,9.821112,-0.940916,0.046584,0.076396,0.105721,0.002309,0.006603,-0.012361,-0.541180,-0.634881,-0.380871,-0.398732,95.549292,-5.396967,66.818563
57575,NaN,0.976869,9.818601,-0.963461,0.009230,0.045232,0.101209,0.003927,0.008559,-0.013103,-0.541172,-0.634876,-0.380925,-0.398700,95.553249,-5.391310,66.820665
57576,NaN,1.003337,9.830619,-0.911943,0.068267,0.048815,0.110636,0.000651,0.009988,-0.013508,-0.541175,-0.634862,-0.380966,-0.398678,95.554738,-5.386416,66.822646
57577,NaN,0.977746,9.796218,-0.914166,0.055288,0.031237,0.074352,0.004142,0.007044,-0.013439,-0.541171,-0.634860,-0.381018,-0.398639,95.558899,-5.380484,66.823899
57578,NaN,0.998300,9.797645,-0.903002,0.074235,0.046125,0.076611,-0.002891,0.005679,-0.010577,-0.541178,-0.634843,-0.381043,-0.398630,95.558745,-5.377150,66.825544
57579,NaN,0.975508,9.796438,-0.914205,0.055685,0.030364,0.074352,0.004485,0.002101,-0.012999,-0.541181,-0.634853,-0.381080,-0.398576,95.563369,-5.371194,66.823941
57580,NaN,0.968366,9.785897,-0.955201,0.015702,0.041185,0.067191,0.005838,-0.001681,-0.010404,-0.541173,-0.634874,-0.381104,-0.398530,95.568577,-5.367684,66.821818
57581,NaN,0.989028,9.787265,-0.944607,0.034783,0.056212,0.069450,0.005622,-0.000165,-0.010068,-0.541170,-0.634897,-0.381129,-0.398475,95.573989,-5.363273,66.818755
57582,NaN,0.981934,9.776714,-0.985607,-0.005211,0.067077,0.062293,0.004612,-0.001327,-0.012223,-0.541179,-0.634917,-0.381144,-0.398416,95.578299,-5.358576,66.814522
57583,NaN,0.965292,9.786039,-0.956864,0.016336,0.039971,0.067195,0.007816,0.005986,-0.007984,-0.541153,-0.634938,-0.381182,-0.398381,95.584650,-5.355696,66.814866
57584,NaN,0.960825,9.840492,-0.956364,0.018759,0.028826,0.120687,0.003932,0.006620,-0.005493,-0.541134,-0.634952,-0.381199,-0.398368,95.588287,-5.355211,66.815127
57585,NaN,0.957755,9.807315,-0.947447,0.024586,0.026655,0.086659,0.000696,0.002706,-0.004009,-0.541129,-0.634968,-0.381202,-0.398347,95.590755,-5.354414,66.813370
57586,NaN,0.957639,9.807325,-0.947467,0.024692,0.026153,0.086660,0.000752,0.008020,0.000601,-0.541104,-0.634981,-0.381198,-0.398364,95.592468,-5.357626,66.814483
57587,NaN,0.907982,9.825876,-0.959770,-0.004830,-0.017454,0.101600,0.002194,0.006151,0.002084,-0.541076,-0.635005,-0.381194,-0.398367,95.595642,-5.360496,66.814358
57588,NaN,0.961013,9.840453,-0.956580,0.019518,0.027077,0.120690,-0.002299,0.005991,0.007471,-0.541045,-0.635025,-0.381163,-0.398407,95.595855,-5.367533,66.815138
57589,NaN,0.940216,9.839081,-0.967309,0.000959,0.011329,0.118429,-0.005752,0.003593,0.009290,-0.541033,-0.635046,-0.381113,-0.398438,95.594651,-5.374369,66.813143
57590,NaN,0.972061,9.852345,-0.974564,0.006462,0.040480,0.135262,-0.009332,0.004624,0.010332,-0.541026,-0.635057,-0.381049,-0.398490,95.590756,-5.382987,66.811932
57591,NaN,0.986175,9.809846,-0.993811,-0.008985,0.065071,0.096348,-0.009549,0.006140,0.010668,-0.541018,-0.635066,-0.380995,-0.398540,95.587247,-5.390752,66.811319
57592,NaN,0.987233,9.809873,-0.992496,-0.008867,0.064576,0.096351,-0.015884,0.007481,0.009520,-0.541028,-0.635052,-0.380929,-0.398610,95.579538,-5.398972,66.811756
57593,NaN,1.041409,9.768715,-0.929081,0.066848,0.094273,0.054539,-0.014699,0.012469,0.009450,-0.541027,-0.635032,-0.380884,-0.398686,95.572731,-5.406394,66.814839
57594,NaN,1.023231,9.800672,-0.947736,0.042598,0.080195,0.086309,-0.015315,0.013618,0.004735,-0.541033,-0.634999,-0.380852,-0.398762,95.565060,-5.412185,66.819133
57595,NaN,1.042766,9.768878,-0.925835,0.067248,0.093411,0.054544,-0.015227,0.015531,0.003623,-0.541039,-0.634960,-0.380834,-0.398833,95.557754,-5.416454,66.824296
57596,NaN,1.036405,9.790247,-0.914166,0.075202,0.080440,0.074003,-0.013358,0.012574,-0.003178,-0.541063,-0.634923,-0.380819,-0.398875,95.550999,-5.417690,66.827008
57597,NaN,1.005450,9.777116,-0.904697,0.070045,0.050422,0.057164,-0.013880,0.013692,-0.001394,-0.541078,-0.634881,-0.380814,-0.398924,95.544537,-5.418996,66.831398
57598,NaN,1.020482,9.799797,-0.882003,0.096837,0.052793,0.078883,-0.011613,0.011102,-0.003143,-0.541090,-0.634846,-0.380810,-0.398968,95.538996,-5.420304,66.835345
57599,NaN,0.992450,9.788053,-0.932777,0.038179,0.048448,0.069479,-0.005458,0.007878,-0.007380,-0.541102,-0.634828,-0.380826,-0.398966,95.537642,-5.417873,66.836738
57600,NaN,0.976005,9.797457,-0.902683,0.059569,0.021177,0.074354,-0.009487,0.001287,-0.008393,-0.541135,-0.634807,-0.380818,-0.398961,95.533944,-5.415543,66.835642
57601,NaN,1.014962,9.822918,-0.928962,0.051860,0.064731,0.105778,-0.008266,0.002879,-0.014184,-0.541179,-0.634778,-0.380836,-0.398931,95.531216,-5.408956,66.834548
57602,NaN,0.976191,9.831062,-0.910153,0.054429,0.022110,0.108384,-0.005959,-0.005054,-0.014048,-0.541229,-0.634772,-0.380831,-0.398877,95.529876,-5.402894,66.828921
57603,NaN,0.962390,9.841920,-0.939963,0.022457,0.020652,0.120699,-0.006481,-0.003936,-0.012264,-0.541276,-0.634766,-0.380828,-0.398827,95.528549,-5.397025,66.823816
57604,NaN,0.967738,9.820852,-0.949634,0.014741,0.032641,0.101251,-0.003638,-0.002333,-0.011183,-0.541304,-0.634763,-0.380831,-0.398790,95.528410,-5.392890,66.820668
57605,NaN,0.988317,9.822307,-0.938119,0.033844,0.047639,0.103518,-0.002671,0.004172,-0.010913,-0.541321,-0.634753,-0.380853,-0.398762,95.528835,-5.388240,66.820133
57606,NaN,0.965761,9.821100,-0.949090,0.015135,0.031765,0.101254,-0.000480,0.010322,-0.008822,-0.541309,-0.634738,-0.380889,-0.398767,95.529807,-5.386193,66.824151
57607,NaN,0.996110,9.834479,-0.956881,0.020842,0.061038,0.118106,-0.000646,0.017148,-0.003872,-0.541281,-0.634721,-0.380928,-0.398795,95.530731,-5.386275,66.830659
57608,NaN,0.958719,9.842422,-0.938456,0.023363,0.018429,0.120702,-0.001908,0.020899,0.000034,-0.541247,-0.634706,-0.380947,-0.398848,95.530165,-5.389684,66.837584
57609,NaN,0.930839,9.862328,-0.939184,0.012636,-0.009799,0.137880,-0.000902,0.022061,0.002190,-0.541199,-0.634690,-0.380979,-0.398908,95.530709,-5.393494,66.846569
57610,NaN,0.940435,9.874304,-0.958133,-0.000645,0.003970,0.152467,0.000716,0.024019,0.001451,-0.541138,-0.634671,-0.381020,-0.398981,95.531592,-5.398088,66.857495
57611,NaN,0.921284,9.937949,-0.927569,0.023170,-0.033910,0.210799,0.000321,0.021707,0.004009,-0.541083,-0.634663,-0.381048,-0.399043,95.532864,-5.402916,66.866177
57612,NaN,0.913389,9.894143,-0.958799,-0.011233,-0.024727,0.169642,-0.001515,0.021266,0.005084,-0.541033,-0.634655,-0.381058,-0.399113,95.532689,-5.409145,66.873883
57613,NaN,0.960639,9.874059,-0.886624,0.072346,-0.007588,0.147266,0.002727,0.026344,0.005764,-0.540958,-0.634647,-0.381098,-0.399190,95.535097,-5.415231,66.885124
