// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B4381A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw
42661,NaN,-2.822369,8.668330,-3.402394,0.072732,0.221606,-0.085017,0.007855,0.051771,-0.177936,-0.575520,-0.750407,-0.322414,-0.041411,110.567571,17.996645,33.979365
42662,NaN,-2.832656,8.692005,-3.353417,0.113906,0.177383,-0.077400,0.005990,0.087725,-0.239736,-0.575376,-0.750031,-0.323600,-0.040977,110.607912,18.114449,34.079769
42663,NaN,-2.836975,8.648957,-3.396188,0.094301,0.222156,-0.100392,0.014550,0.120851,-0.282345,-0.575159,-0.749609,-0.325015,-0.040535,110.661052,18.246153,34.205486
42664,NaN,-2.815295,8.621992,-3.430931,0.109171,0.271245,-0.119887,0.028227,0.169483,-0.323436,-0.574813,-0.749141,-0.326753,-0.040130,110.734815,18.392078,34.370295
42665,NaN,-2.752498,8.561067,-3.406958,0.168554,0.295282,-0.202286,0.041934,0.233567,-0.338690,-0.574305,-0.748675,-0.328735,-0.039902,110.830385,18.532415,34.575487
42666,NaN,-2.732981,8.546650,-3.340029,0.232463,0.249470,-0.244308,0.071499,0.333898,-0.304912,-0.573519,-0.748322,-0.330881,-0.040095,110.958228,18.634291,34.829932
42667,NaN,-2.804688,8.609949,-3.328303,0.234506,0.181635,-0.169708,0.118323,0.484614,-0.290372,-0.572298,-0.748096,-0.333408,-0.040827,111.139735,18.695141,35.166936
42668,NaN,-2.935786,8.598083,-3.483705,0.082671,0.220362,-0.085068,0.134728,0.594003,-0.286492,-0.570831,-0.747889,-0.336237,-0.041940,111.350382,18.731700,35.564846
42669,NaN,-3.022013,8.633997,-3.549288,0.026206,0.195720,-0.002651,0.168562,0.637597,-0.258324,-0.569144,-0.747812,-0.339089,-0.043251,111.587095,18.741183,35.982147
42670,NaN,-2.967021,8.560010,-3.506702,0.075961,0.168283,-0.099823,0.196656,0.684739,-0.236794,-0.567267,-0.747827,-0.341996,-0.044739,111.846289,18.728948,36.420287
42671,NaN,-2.938771,8.615651,-3.552768,0.122840,0.178062,-0.043294,0.207681,0.754056,-0.212545,-0.565209,-0.747892,-0.345006,-0.046545,112.122912,18.685899,36.892284
42672,NaN,-3.003105,8.726310,-3.616872,0.114830,0.139548,0.097714,0.197225,0.802668,-0.202159,-0.563101,-0.747917,-0.348106,-0.048570,112.400321,18.625756,37.388141
42673,NaN,-2.978713,8.641488,-3.570464,0.132897,0.083595,-0.000887,0.205156,0.845163,-0.196967,-0.560878,-0.747957,-0.351283,-0.050763,112.688107,18.549036,37.904488
42674,NaN,-3.106852,8.647024,-3.621366,0.032968,0.003318,0.063372,0.207929,0.883563,-0.176707,-0.558560,-0.748007,-0.354504,-0.053142,112.982426,18.452764,38.438312
42675,NaN,-3.115941,8.616119,-3.677240,0.000448,-0.001182,0.059926,0.195194,0.845949,-0.145644,-0.556325,-0.748073,-0.357504,-0.055498,113.260727,18.345357,38.945051
42676,NaN,-2.996593,8.709006,-3.653984,0.156316,-0.005125,0.094549,0.178435,0.782896,-0.113412,-0.554258,-0.748152,-0.360187,-0.057727,113.513503,18.233823,39.406302
42677,NaN,-2.903350,8.608602,-3.858921,0.086166,0.180466,0.055877,0.205087,0.699449,-0.028150,-0.552203,-0.748475,-0.362320,-0.059840,113.759875,18.093602,39.800473
42678,NaN,-3.222460,8.826921,-3.496282,0.140566,-0.367984,0.205669,0.159704,0.585742,-0.000285,-0.550515,-0.748745,-0.364018,-0.061677,113.957252,17.964880,40.123843
42679,NaN,-3.070712,8.634230,-3.466747,0.175048,-0.309520,-0.021313,0.123995,0.450409,0.087991,-0.549173,-0.749118,-0.364997,-0.063318,114.104000,17.819946,40.350350
42680,NaN,-3.283549,8.716624,-3.438229,0.066444,-0.508977,0.102908,0.110461,0.389780,0.223202,-0.547949,-0.749712,-0.365300,-0.065125,114.221629,17.618723,40.509867
42681,NaN,-3.329705,8.602165,-3.631275,-0.135585,-0.410356,0.091019,0.088188,0.294308,0.339646,-0.546935,-0.750488,-0.364893,-0.066950,114.301688,17.376858,40.588685
42682,NaN,-3.307548,8.470888,-3.583364,-0.184567,-0.452808,-0.050668,0.094811,0.157532,0.473318,-0.546105,-0.751564,-0.363613,-0.068598,114.352828,17.099435,40.558409
42683,NaN,-3.224321,8.516500,-3.429111,-0.059731,-0.565867,-0.098688,0.115021,0.139270,0.571830,-0.545203,-0.752882,-0.361891,-0.070407,114.404234,16.773672,40.490551
42684,NaN,-3.033178,8.412651,-3.651465,-0.119245,-0.306677,-0.158805,0.146284,0.180463,0.643496,-0.544070,-0.754385,-0.360045,-0.072511,114.476607,16.402103,40.430193
42685,NaN,-3.068187,8.513833,-3.675823,-0.154882,-0.376132,-0.053339,0.143226,0.147035,0.746054,-0.542963,-0.756076,-0.357700,-0.074779,114.535173,15.983305,40.324598
42686,NaN,-2.796973,8.542572,-3.898405,-0.104291,-0.096021,-0.015975,0.164030,0.139199,0.798499,-0.541764,-0.757899,-0.355153,-0.077115,114.601891,15.540927,40.202919
