// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
30971,NaN,-0.506753,9.801489,-0.513163,-0.038809,-0.050118,0.015095,-0.009609,0.006716,0.001576,0.176041,0.225169,-0.688716,-0.666317,92.874372,3.301128,-146.930310,NaN,NaN,NaN,NaN,NaN,NaN
30972,NaN,-0.520080,9.833172,-0.509302,-0.031291,-0.039266,0.047263,-0.006439,0.007651,0.000725,0.176074,0.225149,-0.688712,-0.666319,92.872660,3.297122,-146.929382,NaN,NaN,NaN,NaN,NaN,NaN
30973,NaN,-0.517949,9.798847,-0.532908,-0.016856,-0.060844,0.014096,-0.013296,0.007138,-0.000794,0.176106,0.225129,-0.688682,-0.666349,92.866823,3.294397,-146.928741,NaN,NaN,NaN,NaN,NaN,NaN
30974,NaN,-0.520217,9.833267,-0.507311,-0.030741,-0.038139,0.047269,-0.009029,0.007682,-0.003465,0.176129,0.225125,-0.688666,-0.666360,92.864079,3.292871,-146.927219,NaN,NaN,NaN,NaN,NaN,NaN
30975,NaN,-0.518215,9.798927,-0.531175,-0.016310,-0.059723,0.014104,-0.005426,0.004276,0.000839,0.176148,0.225096,-0.688667,-0.666365,92.862655,3.289293,-146.928265,NaN,NaN,NaN,NaN,NaN,NaN
30976,NaN,-0.516037,9.813597,-0.478060,-0.047566,-0.016196,0.025961,-0.007101,0.010454,-0.004212,0.176177,0.225106,-0.688652,-0.666369,92.860826,3.288175,-146.925028,NaN,NaN,NaN,NaN,NaN,NaN
30977,NaN,-0.518677,9.798953,-0.530231,-0.015745,-0.058647,0.014111,-0.001303,0.006268,-0.003549,0.176183,0.225103,-0.688659,-0.666361,92.861837,3.287051,-146.924807,NaN,NaN,NaN,NaN,NaN,NaN
30978,NaN,-0.543846,9.827839,-0.548448,0.013116,-0.059569,0.045267,-0.001303,0.006267,-0.003549,0.176192,0.225098,-0.688669,-0.666350,92.863169,3.285534,-146.924503,NaN,NaN,NaN,NaN,NaN,NaN
30979,NaN,-0.469270,9.817672,-0.503619,-0.072977,-0.062375,0.028619,0.002737,0.005276,-0.006004,0.176182,0.225103,-0.688688,-0.666331,92.866465,3.285844,-146.924780,NaN,NaN,NaN,NaN,NaN,NaN
30980,NaN,-0.540446,9.808057,-0.520509,-0.003720,-0.037616,0.023956,-0.004533,0.009762,-0.006350,0.176199,0.225121,-0.688681,-0.666328,92.866198,3.285973,-146.921793,NaN,NaN,NaN,NaN,NaN,NaN
