// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw
45683,NaN,2.780662,-9.409409,0.437640,0.058064,-0.047664,0.008460,-0.007254,-0.000728,-0.005457,0.056771,-0.250487,0.646889,-0.718031,-87.752106,-16.634485,-154.955792
45684,NaN,2.768270,-9.388781,0.438259,0.064803,-0.046867,-0.014820,-0.007355,-0.001319,-0.015980,0.056751,-0.250544,0.646895,-0.718006,-87.756441,-16.640199,-154.951959
45685,NaN,2.789642,-9.375459,0.441725,0.045532,-0.061345,-0.021333,-0.010469,-0.000362,-0.008972,0.056749,-0.250580,0.646925,-0.717967,-87.763222,-16.642040,-154.948135
45686,NaN,2.789721,-9.401580,0.387372,0.029044,-0.008682,0.001658,-0.004666,0.000503,-0.013989,0.056757,-0.250646,0.646914,-0.717953,-87.765399,-16.646767,-154.941623
45687,NaN,2.794910,-9.371327,0.416445,0.030804,-0.041999,-0.024735,-0.008717,0.002683,-0.013845,0.056730,-0.250686,0.646933,-0.717925,-87.770623,-16.651329,-154.939732
45688,NaN,2.773036,-9.387515,0.435251,0.062838,-0.047979,-0.014812,-0.010892,0.001949,-0.012223,0.056715,-0.250727,0.646954,-0.717893,-87.776352,-16.654866,-154.936683
45689,NaN,2.790579,-9.404049,0.409116,0.041348,-0.029502,0.005065,-0.006737,-0.000106,-0.014094,0.056698,-0.250777,0.646965,-0.717867,-87.780919,-16.659632,-154.933130
45690,NaN,2.778410,-9.383360,0.409712,0.048156,-0.028710,-0.018213,-0.008912,-0.000841,-0.012473,0.056718,-0.250854,0.646970,-0.717834,-87.786332,-16.663612,-154.924211
45691,NaN,2.790174,-9.406871,0.431606,0.054179,-0.049994,0.008471,-0.007368,0.001957,-0.013890,0.056695,-0.250896,0.646984,-0.717808,-87.790907,-16.668215,-154.921885
45692,NaN,2.794241,-9.403057,0.406915,0.039900,-0.030354,0.005068,-0.007035,-0.003755,-0.010995,0.056711,-0.250956,0.646990,-0.717780,-87.795487,-16.671236,-154.914800
45693,NaN,2.782078,-9.382359,0.407729,0.046726,-0.029651,-0.018209,-0.003213,-0.000097,-0.015761,0.056693,-0.251011,0.646986,-0.717767,-87.798023,-16.676956,-154.911289
45694,NaN,2.786276,-9.378491,0.383264,0.032466,-0.009999,-0.021611,-0.007472,0.001832,-0.012161,0.056710,-0.251078,0.646985,-0.717743,-87.801884,-16.680666,-154.903670
45695,NaN,2.801909,-9.372113,0.435040,0.040743,-0.064240,-0.021331,-0.004037,-0.001558,-0.014187,0.056701,-0.251133,0.646985,-0.717724,-87.805152,-16.685516,-154.899249
45696,NaN,2.782916,-9.384823,0.430216,0.059066,-0.050292,-0.014800,-0.004963,-0.003145,-0.010887,0.056758,-0.251228,0.646969,-0.717701,-87.808341,-16.688727,-154.886017
45697,NaN,2.787011,-9.380986,0.405636,0.044840,-0.030775,-0.018204,-0.005477,-0.004231,-0.014495,0.056755,-0.251294,0.646973,-0.717674,-87.812893,-16.693811,-154.880004
45698,NaN,2.770780,-9.390236,0.376707,0.049365,0.003052,-0.015074,-0.004539,-0.005458,-0.007634,0.056822,-0.251378,0.646962,-0.717650,-87.816183,-16.695173,-154.866852
45699,NaN,2.822683,-9.387719,0.407292,0.017810,-0.046535,-0.001459,-0.007021,-0.007030,-0.013076,0.056831,-0.251450,0.646972,-0.717614,-87.822109,-16.699505,-154.859133
45700,NaN,2.767072,-9.396708,0.423256,0.075947,-0.037273,-0.008260,-0.005067,-0.003270,-0.009157,0.056860,-0.251507,0.646972,-0.717592,-87.825538,-16.701473,-154.851390
