// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
11839,NaN,-0.909225,9.776010,-0.654444,-0.005314,-0.022036,0.027274,-0.004198,0.006414,-0.004007,0.154710,0.231319,-0.692053,-0.666047,93.737261,5.393979,-148.089150,NaN,NaN,NaN,NaN,NaN,NaN
11840,NaN,-0.886055,9.769692,-0.654427,-0.024052,-0.034241,0.018818,-0.002919,0.006072,-0.005347,0.154713,0.231318,-0.692054,-0.666046,93.737271,5.393687,-148.089008,NaN,NaN,NaN,NaN,NaN,NaN
11841,NaN,-0.886596,9.769649,-0.654344,-0.023754,-0.033780,0.018821,0.000027,0.007008,-0.006610,0.154709,0.231328,-0.692061,-0.666036,93.739043,5.394306,-148.088335,NaN,NaN,NaN,NaN,NaN,NaN
11842,NaN,-0.893304,9.746071,-0.655685,-0.014678,-0.031325,-0.003884,-0.002537,0.006290,-0.002610,0.154722,0.231320,-0.692065,-0.666031,93.739231,5.392478,-148.087992,NaN,NaN,NaN,NaN,NaN,NaN
11843,NaN,-0.910686,9.777332,-0.678223,0.008428,-0.040939,0.030270,-0.002144,0.009310,-0.002517,0.154743,0.231322,-0.692069,-0.666022,93.739868,5.390671,-148.086150,NaN,NaN,NaN,NaN,NaN,NaN
11844,NaN,-0.887408,9.769597,-0.654016,-0.022786,-0.032353,0.018828,-0.001262,0.004547,-0.002627,0.154745,0.231305,-0.692080,-0.666016,93.740802,5.388783,-148.087402,NaN,NaN,NaN,NaN,NaN,NaN
11845,NaN,-0.887456,9.771025,-0.678189,-0.010011,-0.052662,0.021822,-0.003816,0.006632,-0.001272,0.154763,0.231292,-0.692082,-0.666014,93.740333,5.386364,-148.087146,NaN,NaN,NaN,NaN,NaN,NaN
11846,NaN,-0.887760,9.769580,-0.653799,-0.022163,-0.031423,0.018832,0.002076,0.008504,-0.003797,0.154774,0.231300,-0.692098,-0.665992,93.743309,5.385157,-148.085421,NaN,NaN,NaN,NaN,NaN,NaN
11847,NaN,-0.905486,9.797965,-0.627663,-0.024005,0.000508,0.046999,-0.005469,0.008159,-0.003993,0.154790,0.231300,-0.692090,-0.665997,93.741984,5.384238,-148.084185,NaN,NaN,NaN,NaN,NaN,NaN
11848,NaN,-0.882057,9.793094,-0.652057,-0.030295,-0.032443,0.041546,-0.000869,0.007569,-0.002535,0.154803,0.231297,-0.692100,-0.665985,93.743382,5.382326,-148.083357,NaN,NaN,NaN,NaN,NaN,NaN
