// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B4381A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
21686,NaN,-2.228670,-2.205928,9.426036,-0.075747,0.031256,0.120918,-0.054347,0.038644,0.006769,0.022324,-0.120093,-0.108429,0.986571,-13.030238,13.421939,175.867685,NaN,NaN,NaN,NaN,NaN,NaN
21687,NaN,-2.335836,-2.188247,9.395561,0.031198,0.009326,0.113039,-0.043617,0.044057,0.011706,0.022328,-0.120307,-0.108579,0.986528,-13.049564,13.445752,175.862115,NaN,NaN,NaN,NaN,NaN,NaN
21688,NaN,-2.436236,-2.147461,9.358435,0.132934,-0.032810,0.092280,-0.045190,0.035110,0.017554,0.022286,-0.120476,-0.108742,0.986491,-13.069374,13.464961,175.862267,NaN,NaN,NaN,NaN,NaN,NaN
21689,NaN,-2.520286,-2.170688,9.300224,0.226096,-0.007009,0.061862,-0.050704,0.019676,0.023079,0.022258,-0.120580,-0.108916,0.986460,-13.090253,13.476431,175.861634,NaN,NaN,NaN,NaN,NaN,NaN
21690,NaN,-2.472885,-2.199467,9.353015,0.166324,0.010187,0.107189,-0.044651,0.004155,0.027399,0.022151,-0.120601,-0.109073,0.986442,-13.107477,13.479644,175.871555,NaN,NaN,NaN,NaN,NaN,NaN
21691,NaN,-2.428545,-2.113352,9.341050,0.123846,-0.070423,0.066533,-0.033410,0.007411,0.021391,0.022077,-0.120637,-0.109174,0.986428,-13.118580,13.484354,175.878166,NaN,NaN,NaN,NaN,NaN,NaN
21692,NaN,-2.509236,-2.085933,9.360800,0.196645,-0.108820,0.097986,-0.032876,-0.006110,0.020797,0.022005,-0.120603,-0.109278,0.986422,-13.129620,13.480984,175.885671,NaN,NaN,NaN,NaN,NaN,NaN
21693,NaN,-2.430068,-2.133010,9.379846,0.117759,-0.063759,0.107925,-0.043286,-0.032466,0.012923,0.021978,-0.120442,-0.109431,0.986426,-13.146099,13.462255,175.889024,NaN,NaN,NaN,NaN,NaN,NaN
21694,NaN,-2.402389,-2.163535,9.312064,0.111536,-0.020248,0.043988,-0.029732,-0.043794,0.013215,0.021923,-0.120218,-0.109529,0.986443,-13.155179,13.436875,175.897231,NaN,NaN,NaN,NaN,NaN,NaN
21695,NaN,-2.354953,-2.144752,9.337421,0.063072,-0.041831,0.052781,-0.018385,-0.036824,0.008368,0.021942,-0.120028,-0.109563,0.986462,-13.157977,13.414766,175.897369,NaN,NaN,NaN,NaN,NaN,NaN
21696,NaN,-2.382596,-2.086173,9.417005,0.074553,-0.117724,0.121569,-0.000194,-0.056936,0.001716,0.021955,-0.119729,-0.109523,0.986503,-13.151260,13.380554,175.900743,NaN,NaN,NaN,NaN,NaN,NaN
21697,NaN,-2.237871,-2.105865,9.405174,-0.055781,-0.086278,0.081224,-0.019784,-0.076658,-0.007957,0.021977,-0.119332,-0.109586,0.986543,-13.156101,13.334457,175.903124,NaN,NaN,NaN,NaN,NaN,NaN
