// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
21686,NaN,-1.361846,9.712185,-0.461158,-0.018001,0.077242,0.005028,0.013598,-0.038876,0.001085,0.622011,0.685214,-0.227646,-0.302921,92.467760,7.581396,-44.018320,NaN,NaN,NaN,NaN,NaN,NaN
21687,NaN,-1.381897,9.723193,-0.453183,-0.038077,0.083632,0.018235,0.014867,-0.042989,-0.000258,0.621907,0.685184,-0.227844,-0.303053,92.473560,7.579348,-44.046908,NaN,NaN,NaN,NaN,NaN,NaN
21688,NaN,-1.344944,9.742057,-0.462305,-0.005440,0.061798,0.032434,0.021524,-0.038719,0.003570,0.621790,0.685178,-0.228052,-0.303151,92.483479,7.575013,-44.073124,NaN,NaN,NaN,NaN,NaN,NaN
21689,NaN,-1.308323,9.701405,-0.466212,0.018823,0.043360,-0.012478,0.029382,-0.041488,0.003484,0.621643,0.685192,-0.228280,-0.303250,92.497702,7.570795,-44.100940,NaN,NaN,NaN,NaN,NaN,NaN
21690,NaN,-1.338441,9.719255,-0.492127,0.014271,0.079070,0.010300,0.033887,-0.038521,0.004777,0.621486,0.685223,-0.228511,-0.303329,92.514720,7.565777,-44.127073,NaN,NaN,NaN,NaN,NaN,NaN
21691,NaN,-1.371896,9.718642,-0.502832,-0.004780,0.108167,0.014582,0.037947,-0.033146,0.002973,0.621318,0.685276,-0.228724,-0.303391,92.534490,7.561658,-44.150062,NaN,NaN,NaN,NaN,NaN,NaN
21692,NaN,-1.358081,9.730038,-0.489886,-0.006264,0.085786,0.023501,0.044097,-0.029389,0.001128,0.621130,0.685357,-0.228929,-0.303439,92.558069,7.558515,-44.170834,NaN,NaN,NaN,NaN,NaN,NaN
21693,NaN,-1.330452,9.753004,-0.461011,-0.008781,0.040705,0.041346,0.047971,-0.024361,0.003087,0.620938,0.685454,-0.229130,-0.303459,92.584251,7.554124,-44.188755,NaN,NaN,NaN,NaN,NaN,NaN
21694,NaN,-1.322966,9.787045,-0.423522,-0.030919,0.001705,0.072397,0.046384,-0.020411,-0.005007,0.620744,0.685563,-0.229290,-0.303492,92.609846,7.554279,-44.204187,NaN,NaN,NaN,NaN,NaN,NaN
21695,NaN,-1.343497,9.797868,-0.418949,-0.051002,0.008112,0.085598,0.043787,-0.004865,-0.007227,0.620573,0.685689,-0.229389,-0.303482,92.635147,7.555296,-44.210583,NaN,NaN,NaN,NaN,NaN,NaN
21696,NaN,-1.329083,9.770513,-0.489595,0.004329,0.048283,0.059837,0.044352,0.010620,-0.015126,0.620405,0.685849,-0.229414,-0.303442,92.661968,7.560436,-44.207828,NaN,NaN,NaN,NaN,NaN,NaN
21697,NaN,-1.352232,9.724119,-0.552112,0.026589,0.110618,0.019856,0.038390,0.027681,-0.021710,0.620268,0.686024,-0.229355,-0.303372,92.686701,7.568877,-44.195042,NaN,NaN,NaN,NaN,NaN,NaN
21698,NaN,-1.341089,9.675720,-0.533783,0.016753,0.091625,-0.030339,0.040989,0.042846,-0.026490,0.620132,0.686236,-0.229236,-0.303261,92.714092,7.579650,-44.173368,NaN,NaN,NaN,NaN,NaN,NaN
