// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B4381A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
60223,NaN,-6.503559,6.976967,1.895890,-0.347974,0.194251,-0.096211,-0.084962,0.146665,-0.102613,0.778362,0.391056,0.479287,0.107292,71.745402,41.468169,46.315842,NaN,NaN,NaN,NaN,NaN,NaN
60224,NaN,-6.579423,6.914374,1.965447,-0.330554,0.086377,-0.073919,-0.096099,0.175118,-0.123226,0.778191,0.390306,0.480172,0.107311,71.757375,41.572093,46.408444,NaN,NaN,NaN,NaN,NaN,NaN
60225,NaN,-6.732656,6.916991,2.057016,-0.320188,-0.029078,0.051457,-0.114832,0.167401,-0.131255,0.778074,0.389475,0.481029,0.107335,71.754804,41.678077,46.494398,NaN,NaN,NaN,NaN,NaN,NaN
60226,NaN,-6.772999,6.866956,2.156325,-0.257397,-0.120525,0.066459,-0.121796,0.132515,-0.137534,0.778061,0.388612,0.481761,0.107277,71.729592,41.782178,46.552830,NaN,NaN,NaN,NaN,NaN,NaN
60227,NaN,-6.592289,6.758828,2.167619,-0.168813,-0.086217,-0.127511,-0.123175,0.099450,-0.139885,0.778126,0.387763,0.482366,0.107155,71.688101,41.880691,46.587249,NaN,NaN,NaN,NaN,NaN,NaN
60228,NaN,-6.365854,6.704153,2.176904,-0.048758,0.009375,-0.314994,-0.112747,0.105600,-0.125819,0.778152,0.386978,0.482974,0.107068,71.657005,41.973654,46.628875,NaN,NaN,NaN,NaN,NaN,NaN
60229,NaN,-6.331063,6.655432,2.180340,-0.029635,0.006264,-0.371815,-0.093241,0.119221,-0.122205,0.778101,0.386277,0.483637,0.106981,71.645289,42.066145,46.682028,NaN,NaN,NaN,NaN,NaN,NaN
60230,NaN,-6.358804,6.635779,2.121822,-0.086848,0.018073,-0.380710,-0.076567,0.131608,-0.105598,0.777981,0.385666,0.484326,0.106935,71.651162,42.152815,46.747711,NaN,NaN,NaN,NaN,NaN,NaN
60231,NaN,-6.268118,6.615855,2.205850,0.035701,0.020009,-0.435965,-0.057918,0.138098,-0.082157,0.777794,0.385189,0.485002,0.106954,71.675765,42.226919,46.824633,NaN,NaN,NaN,NaN,NaN,NaN
60232,NaN,-6.137386,6.607455,2.232343,0.133012,0.077579,-0.523683,-0.046506,0.152054,-0.060793,0.777542,0.384792,0.485700,0.107049,71.716607,42.292850,46.916503,NaN,NaN,NaN,NaN,NaN,NaN
