// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B4381A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
24782,NaN,-5.518203,3.577528,7.268908,0.135555,0.362905,-0.017985,0.023928,0.031376,-0.260815,-0.188802,0.251679,-0.272308,-0.909318,28.897956,34.092914,165.575222,NaN,NaN,NaN,NaN,NaN,NaN
24783,NaN,-5.331831,3.347725,7.301699,0.069416,0.592249,-0.190064,-0.013756,0.000622,-0.265613,-0.190130,0.252030,-0.271963,-0.909048,28.801610,34.168684,165.397868,NaN,NaN,NaN,NaN,NaN,NaN
24784,NaN,-4.921385,3.075727,7.197932,-0.103479,0.820268,-0.603627,0.016614,-0.016013,-0.247808,-0.191364,0.252267,-0.271746,-0.908788,28.725913,34.230216,165.234831,NaN,NaN,NaN,NaN,NaN,NaN
24785,NaN,-4.666004,3.033442,7.329479,-0.343525,0.981128,-0.668618,0.074085,0.011471,-0.214336,-0.192464,0.252532,-0.271851,-0.908450,28.699129,34.296006,165.102940,NaN,NaN,NaN,NaN,NaN,NaN
24786,NaN,-4.620969,3.119116,7.461509,-0.477351,1.005233,-0.565094,0.111607,0.056728,-0.174784,-0.193386,0.252909,-0.272227,-0.908037,28.716092,34.373862,165.008251,NaN,NaN,NaN,NaN,NaN,NaN
24787,NaN,-4.606582,3.153958,7.523443,-0.537957,1.027563,-0.516186,0.155398,0.107039,-0.136602,-0.194138,0.253415,-0.272899,-0.907534,28.780207,34.466551,164.951476,NaN,NaN,NaN,NaN,NaN,NaN
24788,NaN,-4.743022,3.138338,7.438499,-0.403405,0.975910,-0.508844,0.177019,0.170728,-0.094268,-0.194621,0.254135,-0.273783,-0.906962,28.883854,34.579550,164.944062,NaN,NaN,NaN,NaN,NaN,NaN
24789,NaN,-4.896777,3.266654,7.452049,-0.362569,0.873462,-0.363453,0.212011,0.217579,-0.051631,-0.194898,0.254973,-0.274923,-0.906323,29.030796,34.704224,164.977650,NaN,NaN,NaN,NaN,NaN,NaN
24790,NaN,-5.014354,3.474742,7.328303,-0.341061,0.640345,-0.305051,0.229363,0.229851,-0.005652,-0.194965,0.255788,-0.276213,-0.905686,29.207016,34.822138,165.044962,NaN,NaN,NaN,NaN,NaN,NaN
24791,NaN,-5.040663,3.677250,7.379054,-0.450121,0.538181,-0.174816,0.228973,0.233443,0.027686,-0.194901,0.256569,-0.277547,-0.905071,29.394714,34.932771,165.130793,NaN,NaN,NaN,NaN,NaN,NaN
