// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
24782,NaN,-1.687251,10.468455,-1.281362,-0.580235,-0.805305,0.821763,-0.101197,0.116041,0.725731,0.297260,0.497307,-0.569078,-0.583500,98.435127,14.006365,-109.798578,NaN,NaN,NaN,NaN,NaN,NaN
24783,NaN,-1.803947,10.420584,-1.226268,-0.545485,-0.598214,0.802894,-0.095127,0.110222,0.749011,0.300008,0.495334,-0.570521,-0.582362,98.381724,13.568324,-109.799714,NaN,NaN,NaN,NaN,NaN,NaN
24784,NaN,-1.832432,10.357117,-1.150186,-0.555634,-0.459817,0.743348,-0.090745,0.105453,0.771601,0.302772,0.493272,-0.572036,-0.581194,98.329543,13.119400,-109.807987,NaN,NaN,NaN,NaN,NaN,NaN
24785,NaN,-1.865981,10.312855,-1.089463,-0.553205,-0.324246,0.704537,-0.102429,0.099863,0.790685,0.305621,0.491123,-0.573559,-0.580021,98.270081,12.658535,-109.817729,NaN,NaN,NaN,NaN,NaN,NaN
24786,NaN,-1.865796,10.243957,-0.993708,-0.588120,-0.203421,0.628550,-0.105749,0.077593,0.793972,0.308396,0.488878,-0.575110,-0.578912,98.205755,12.199196,-109.843083,NaN,NaN,NaN,NaN,NaN,NaN
24787,NaN,-2.085450,10.192539,-0.913352,-0.538221,0.111572,0.616522,-0.116018,0.046367,0.822579,0.311208,0.486445,-0.576734,-0.577840,98.131956,11.724549,-109.885325,NaN,NaN,NaN,NaN,NaN,NaN
24788,NaN,-1.867436,10.131410,-0.848825,-0.615864,0.019662,0.505887,-0.119718,0.020395,0.835036,0.313960,0.483878,-0.578413,-0.576827,98.053024,11.246469,-109.945889,NaN,NaN,NaN,NaN,NaN,NaN
24789,NaN,-1.790384,10.161303,-0.817408,-0.632810,0.033136,0.518019,-0.135544,-0.006993,0.847108,0.316724,0.481172,-0.580103,-0.575881,97.962783,10.762056,-110.019465,NaN,NaN,NaN,NaN,NaN,NaN
24790,NaN,-1.794119,10.140886,-0.814832,-0.583685,0.116311,0.500679,-0.163439,-0.026787,0.845967,0.319466,0.478351,-0.581736,-0.575070,97.854987,10.281303,-110.106382,NaN,NaN,NaN,NaN,NaN,NaN
24791,NaN,-1.812182,10.048407,-0.697871,-0.618757,0.261108,0.399551,-0.191734,-0.056045,0.845063,0.322204,0.475402,-0.583316,-0.574387,97.729263,9.801595,-110.205993,NaN,NaN,NaN,NaN,NaN,NaN
24792,NaN,-1.774717,9.838663,-0.659007,-0.576909,0.335880,0.184159,-0.223548,-0.086372,0.847299,0.324906,0.472291,-0.584852,-0.573869,97.583143,9.324261,-110.324916,NaN,NaN,NaN,NaN,NaN,NaN
24793,NaN,-1.827470,9.677193,-0.689532,-0.448153,0.460480,0.038691,-0.232897,-0.119088,0.855141,0.327574,0.469047,-0.586416,-0.573416,97.430084,8.843087,-110.458894,NaN,NaN,NaN,NaN,NaN,NaN
24794,NaN,-1.717869,9.484810,-0.691560,-0.396655,0.444857,-0.167216,-0.238225,-0.161258,0.850884,0.330089,0.465668,-0.588018,-0.573088,97.271469,8.368586,-110.618227,NaN,NaN,NaN,NaN,NaN,NaN
24795,NaN,-1.576366,9.368231,-0.766952,-0.302688,0.363161,-0.293613,-0.243790,-0.190325,0.862767,0.332580,0.462160,-0.589662,-0.572798,97.108971,7.887500,-110.790713,NaN,NaN,NaN,NaN,NaN,NaN
24796,NaN,-1.484739,9.351128,-0.744753,-0.298201,0.354107,-0.326499,-0.241978,-0.214689,0.875556,0.335003,0.458529,-0.591374,-0.572540,96.946951,7.401834,-110.979366,NaN,NaN,NaN,NaN,NaN,NaN
24797,NaN,-1.374102,9.214763,-0.755960,-0.250955,0.324499,-0.474454,-0.242477,-0.246923,0.890556,0.337389,0.454758,-0.593154,-0.572304,96.784254,6.907886,-111.183140,NaN,NaN,NaN,NaN,NaN,NaN
24798,NaN,-1.139006,9.178649,-0.794655,-0.239954,0.161555,-0.534103,-0.234443,-0.286876,0.906439,0.339654,0.450821,-0.595051,-0.572110,96.625106,6.408427,-111.412058,NaN,NaN,NaN,NaN,NaN,NaN
24799,NaN,-0.974955,9.184769,-0.799240,-0.242816,0.075026,-0.545319,-0.222466,-0.317728,0.910847,0.341825,0.446800,-0.597026,-0.571913,96.473287,5.906465,-111.654591,NaN,NaN,NaN,NaN,NaN,NaN
24800,NaN,-0.648882,9.194977,-0.877983,-0.239005,-0.189314,-0.558178,-0.227263,-0.338045,0.918209,0.343938,0.442671,-0.599029,-0.571764,96.319589,5.402353,-111.910406,NaN,NaN,NaN,NaN,NaN,NaN
24801,NaN,-0.370058,9.041835,-0.828441,-0.315325,-0.354251,-0.737857,-0.236117,-0.309394,0.908519,0.346140,0.438635,-0.600915,-0.571566,96.164963,4.899904,-112.144902,NaN,NaN,NaN,NaN,NaN,NaN
24802,NaN,-0.176346,9.074511,-0.757570,-0.406329,-0.441186,-0.724704,-0.239667,-0.274270,0.908201,0.348426,0.434675,-0.602720,-0.571302,96.011891,4.396257,-112.360524,NaN,NaN,NaN,NaN,NaN,NaN
24803,NaN,-0.094334,9.284564,-0.790821,-0.381828,-0.468291,-0.513670,-0.231305,-0.265106,0.919247,0.350766,0.430720,-0.604537,-0.570945,95.866208,3.883794,-112.567289,NaN,NaN,NaN,NaN,NaN,NaN
24804,NaN,0.218974,9.337704,-0.672843,-0.563806,-0.642644,-0.487353,-0.242993,-0.252670,0.932117,0.353175,0.426723,-0.606317,-0.570574,95.715950,3.364156,-112.769058,NaN,NaN,NaN,NaN,NaN,NaN
24805,NaN,0.190847,9.287944,-0.649543,-0.514847,-0.535605,-0.529820,-0.248645,-0.231848,0.951624,0.355727,0.422713,-0.608066,-0.570112,95.565242,2.830230,-112.955655,NaN,NaN,NaN,NaN,NaN,NaN
24806,NaN,0.194593,9.292251,-0.562177,-0.541507,-0.432027,-0.527255,-0.252960,-0.228033,0.978403,0.358346,0.418606,-0.609840,-0.569607,95.413673,2.281790,-113.142954,NaN,NaN,NaN,NaN,NaN,NaN
24807,NaN,0.119052,9.142461,-0.540873,-0.459199,-0.279227,-0.669289,-0.256972,-0.235871,1.019983,0.361079,0.414339,-0.611683,-0.569025,95.261749,1.708048,-113.332429,NaN,NaN,NaN,NaN,NaN,NaN
24808,NaN,0.147213,9.142332,-0.383123,-0.557116,-0.164793,-0.679651,-0.236774,-0.271229,1.053589,0.363725,0.409884,-0.613702,-0.568392,95.122557,1.117982,-113.545302,NaN,NaN,NaN,NaN,NaN,NaN
24809,NaN,0.287348,9.320145,-0.417498,-0.540443,-0.222025,-0.497122,-0.217202,-0.314478,1.077042,0.366276,0.405266,-0.615879,-0.567710,94.996744,0.514706,-113.779612,NaN,NaN,NaN,NaN,NaN,NaN
24810,NaN,0.333075,9.491129,-0.443292,-0.491642,-0.184222,-0.319932,-0.212542,-0.340075,1.102140,0.368774,0.400483,-0.618151,-0.567016,94.875776,-0.100626,-114.031477,NaN,NaN,NaN,NaN,NaN,NaN
24811,NaN,0.406859,9.567650,-0.518122,-0.399843,-0.190775,-0.232673,-0.216016,-0.361826,1.121846,0.371278,0.395567,-0.620467,-0.566304,94.755939,-0.728221,-114.292357,NaN,NaN,NaN,NaN,NaN,NaN
24812,NaN,0.537251,9.593186,-0.545368,-0.370224,-0.229625,-0.198921,-0.209590,-0.365821,1.136060,0.373761,0.390582,-0.622818,-0.565549,94.642419,-1.362752,-114.558009,NaN,NaN,NaN,NaN,NaN,NaN
24813,NaN,0.582236,9.641172,-0.487070,-0.384083,-0.152525,-0.150563,-0.210241,-0.349360,1.136430,0.376305,0.385638,-0.625110,-0.564726,94.531479,-2.000307,-114.810008,NaN,NaN,NaN,NaN,NaN,NaN
24814,NaN,0.482544,9.758563,-0.567007,-0.215224,0.004398,-0.028183,-0.194096,-0.329274,1.141282,0.378859,0.380742,-0.627400,-0.563800,94.431818,-2.640462,-115.052760,NaN,NaN,NaN,NaN,NaN,NaN
24815,NaN,0.534177,9.966156,-0.498934,-0.246798,0.096354,0.176670,-0.187650,-0.321910,1.150546,0.381458,0.375845,-0.629685,-0.562784,94.338650,-3.288175,-115.287662,NaN,NaN,NaN,NaN,NaN,NaN
24816,NaN,0.624693,9.983051,-0.532792,-0.192580,0.098803,0.201674,-0.175869,-0.306610,1.165244,0.384088,0.370944,-0.631983,-0.561671,94.254048,-3.943774,-115.516678,NaN,NaN,NaN,NaN,NaN,NaN
24817,NaN,0.780615,10.120724,-0.612883,-0.129676,0.037023,0.355630,-0.158138,-0.288501,1.175443,0.386779,0.366091,-0.634287,-0.560410,94.181761,-4.607792,-115.731967,NaN,NaN,NaN,NaN,NaN,NaN
24818,NaN,0.743023,10.250567,-0.689932,0.014591,0.152735,0.486706,-0.145723,-0.276983,1.171283,0.389435,0.361285,-0.636576,-0.559093,94.118150,-5.268654,-115.942954,NaN,NaN,NaN,NaN,NaN,NaN
24819,NaN,0.821969,10.156322,-0.712177,0.065114,0.162928,0.400137,-0.150905,-0.254488,1.162925,0.392156,0.356554,-0.638764,-0.557731,94.052965,-5.927386,-116.137133,NaN,NaN,NaN,NaN,NaN,NaN
24820,NaN,0.780178,9.998511,-0.735848,0.169073,0.269393,0.238090,-0.137313,-0.215779,1.153628,0.394915,0.351965,-0.640879,-0.556271,93.994977,-6.581079,-116.311227,NaN,NaN,NaN,NaN,NaN,NaN
24821,NaN,0.878905,9.912723,-0.791619,0.236772,0.243171,0.164535,-0.132328,-0.191328,1.144160,0.397724,0.347482,-0.642917,-0.554734,93.940343,-7.231958,-116.467488,NaN,NaN,NaN,NaN,NaN,NaN
24822,NaN,1.021359,9.762601,-0.768800,0.212819,0.200327,0.028866,-0.127549,-0.153670,1.127040,0.400564,0.343146,-0.644845,-0.553149,93.886916,-7.873214,-116.603927,NaN,NaN,NaN,NaN,NaN,NaN
24823,NaN,1.063511,9.612697,-0.787284,0.267614,0.224475,-0.115684,-0.125148,-0.132616,1.102489,0.403407,0.338951,-0.646672,-0.551535,93.834755,-8.502794,-116.723975,NaN,NaN,NaN,NaN,NaN,NaN
24824,NaN,1.119318,9.431813,-0.722532,0.238590,0.262275,-0.293892,-0.127924,-0.115943,1.062180,0.406165,0.334906,-0.648372,-0.549983,93.780225,-9.108655,-116.835318,NaN,NaN,NaN,NaN,NaN,NaN
24825,NaN,0.904240,9.183744,-0.722376,0.383416,0.492104,-0.577390,-0.119065,-0.105700,1.020074,0.408834,0.331045,-0.649985,-0.548437,93.730930,-9.692312,-116.935941,NaN,NaN,NaN,NaN,NaN,NaN
24826,NaN,0.658208,8.927205,-0.745027,0.557511,0.729563,-0.877389,-0.101427,-0.109811,0.993911,0.411358,0.327275,-0.651597,-0.546898,93.692651,-10.259551,-117.040502,NaN,NaN,NaN,NaN,NaN,NaN
