// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
27744,NaN,-3.014136,9.100847,-2.200774,0.029276,0.107496,0.023034,-0.027075,-0.016131,0.020546,0.547125,0.528024,0.577172,0.297855,103.653403,18.482889,80.513738,NaN,NaN,NaN,NaN,NaN,NaN
27745,NaN,-3.051570,9.172221,-2.208603,0.032994,0.091763,0.102460,-0.020351,-0.028959,0.023275,0.547228,0.528111,0.576975,0.297893,103.635689,18.471546,80.489285,NaN,NaN,NaN,NaN,NaN,NaN
27746,NaN,-3.041080,9.302473,-2.171595,0.103002,0.125895,0.210961,-0.019943,-0.054232,0.027275,0.547389,0.528242,0.576705,0.297889,103.613300,18.460402,80.451458,NaN,NaN,NaN,NaN,NaN,NaN
27747,NaN,-3.058510,9.355413,-2.094249,0.183694,0.104143,0.248104,-0.031166,-0.070922,0.035401,0.547623,0.528397,0.576345,0.297879,103.581060,18.447938,80.400662,NaN,NaN,NaN,NaN,NaN,NaN
27748,NaN,-3.043475,9.384081,-2.071730,0.209561,0.118976,0.264897,-0.038567,-0.067642,0.033647,0.547856,0.528508,0.576001,0.297920,103.545246,18.434747,80.355711,NaN,NaN,NaN,NaN,NaN,NaN
27749,NaN,-2.912725,9.351944,-2.146866,0.143557,0.249495,0.210735,-0.049125,-0.070585,0.032538,0.548141,0.528605,0.575622,0.297956,103.502935,18.423771,80.305542,NaN,NaN,NaN,NaN,NaN,NaN
27750,NaN,-2.974877,9.339793,-1.999540,0.262160,0.153431,0.186688,-0.042686,-0.116553,0.026902,0.548575,0.528798,0.575111,0.297803,103.455108,18.422844,80.222308,NaN,NaN,NaN,NaN,NaN,NaN
27751,NaN,-2.590752,9.198195,-2.623746,-0.313509,0.625806,0.072296,-0.009618,-0.252967,0.041300,0.549266,0.529299,0.574267,0.297266,103.401187,18.431174,80.063794,NaN,NaN,NaN,NaN,NaN,NaN
27752,NaN,-2.076990,9.497852,-3.113878,-0.610982,1.308865,0.293394,0.086285,-0.400668,0.029342,0.550153,0.530257,0.573176,0.296020,103.374564,18.465654,79.817492,NaN,NaN,NaN,NaN,NaN,NaN
27753,NaN,-1.695956,10.491177,-1.588483,1.171881,1.559286,0.754226,0.022268,-0.565798,0.062058,0.551622,0.531364,0.571460,0.294617,103.279518,18.503462,79.472119,NaN,NaN,NaN,NaN,NaN,NaN
