// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B4381A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
27744,NaN,-6.004091,4.549602,7.220073,0.448872,0.488751,0.600624,-0.126641,0.005848,-0.035485,0.905294,0.264463,0.280329,-0.178653,28.310856,37.017223,-12.674740,NaN,NaN,NaN,NaN,NaN,NaN
27745,NaN,-6.233295,4.397785,7.277966,0.227409,0.384387,0.721248,-0.115687,0.025009,-0.008404,0.905385,0.263984,0.280546,-0.178562,28.248347,37.033285,-12.679100,NaN,NaN,NaN,NaN,NaN,NaN
27746,NaN,-6.709881,4.402775,7.357068,-0.105671,0.432934,1.065491,-0.096408,0.019854,0.026753,0.905496,0.263633,0.280681,-0.178306,28.210464,37.036651,-12.657731,NaN,NaN,NaN,NaN,NaN,NaN
27747,NaN,-7.302111,4.476898,7.274021,-0.567078,0.648587,1.391445,-0.081715,-0.009999,0.052765,0.905645,0.263361,0.280628,-0.178032,28.183552,37.018470,-12.635302,NaN,NaN,NaN,NaN,NaN,NaN
27748,NaN,-8.102360,4.473366,7.311946,-1.181883,0.769394,1.897777,-0.095328,-0.053298,0.058448,0.905886,0.262993,0.280392,-0.177723,28.143629,36.976366,-12.617593,NaN,NaN,NaN,NaN,NaN,NaN
27749,NaN,-8.654510,4.467059,7.493031,-1.552436,0.769274,2.352788,-0.127298,-0.166327,0.050654,0.906312,0.262373,0.279674,-0.177599,28.058063,36.879773,-12.649266,NaN,NaN,NaN,NaN,NaN,NaN
27750,NaN,-8.365542,4.304559,7.418364,-1.456907,0.656642,2.061222,-0.169883,-0.324799,0.020569,0.906996,0.261372,0.278329,-0.177696,27.907156,36.710771,-12.744159,NaN,NaN,NaN,NaN,NaN,NaN
27751,NaN,-7.467813,4.087559,7.034269,-1.047913,0.580265,1.165575,-0.183509,-0.464695,0.020101,0.907878,0.260188,0.276346,-0.178023,27.719264,36.471017,-12.893716,NaN,NaN,NaN,NaN,NaN,NaN
27752,NaN,-6.816398,4.140383,6.517425,-0.766540,0.840046,0.423977,-0.182591,-0.577475,0.061956,0.908944,0.258971,0.273795,-0.178300,27.528347,36.162578,-13.051411,NaN,NaN,NaN,NaN,NaN,NaN
27753,NaN,-5.956433,4.104327,6.294588,-0.243489,0.820661,-0.262119,-0.196420,-0.606432,0.060073,0.910058,0.257653,0.271124,-0.178608,27.323731,35.839388,-13.218943,NaN,NaN,NaN,NaN,NaN,NaN
27754,NaN,-5.393916,4.151510,6.307510,0.185071,0.784159,-0.567978,-0.181834,-0.557436,0.037379,0.911056,0.256420,0.268691,-0.178970,27.131762,35.546824,-13.381785,NaN,NaN,NaN,NaN,NaN,NaN
27755,NaN,-5.227307,4.376053,6.445264,0.436814,0.889993,-0.483545,-0.159588,-0.539130,0.038752,0.911997,0.255296,0.266316,-0.179335,26.956651,35.262637,-13.537261,NaN,NaN,NaN,NaN,NaN,NaN
27756,NaN,-4.702145,4.437062,6.551411,0.886149,0.812597,-0.687289,-0.179664,-0.542087,0.014212,0.912936,0.254053,0.263976,-0.179783,26.763829,34.983058,-13.706181,NaN,NaN,NaN,NaN,NaN,NaN
27757,NaN,-4.260563,4.061087,6.561114,1.034213,0.452173,-1.070902,-0.205941,-0.494415,-0.011574,0.913817,0.252687,0.261906,-0.180257,26.555354,34.733861,-13.875684,NaN,NaN,NaN,NaN,NaN,NaN
27758,NaN,-3.853212,3.477070,6.462719,1.025211,-0.014897,-1.587567,-0.182154,-0.396367,-0.028031,0.914518,0.251506,0.260283,-0.180706,26.375044,34.538760,-14.022261,NaN,NaN,NaN,NaN,NaN,NaN
27759,NaN,-3.642295,3.190735,6.390301,1.015251,-0.227794,-1.862820,-0.088312,-0.255692,-0.001602,0.914940,0.250903,0.259183,-0.180985,26.281505,34.408818,-14.109430,NaN,NaN,NaN,NaN,NaN,NaN
27760,NaN,-3.497552,3.145431,6.299194,1.063257,-0.234354,-2.026738,-0.000531,-0.135239,0.005743,0.915101,0.250831,0.258546,-0.181186,26.263698,34.338773,-14.153457,NaN,NaN,NaN,NaN,NaN,NaN
27761,NaN,-3.491306,3.162365,6.624843,1.194414,-0.403599,-1.782196,0.096985,-0.015971,0.015599,0.914995,0.251316,0.258353,-0.181325,26.324230,34.327562,-14.156006,NaN,NaN,NaN,NaN,NaN,NaN
27762,NaN,-3.744408,3.180211,7.024098,1.150988,-0.571056,-1.337938,0.167510,0.079220,0.029854,0.914688,0.252238,0.258513,-0.181363,26.448383,34.361372,-14.119039,NaN,NaN,NaN,NaN,NaN,NaN
27763,NaN,-3.802381,3.119321,7.182338,1.139149,-0.716715,-1.212522,0.233164,0.147037,0.041733,0.914222,0.253526,0.258909,-0.181354,26.624639,34.427038,-14.054845,NaN,NaN,NaN,NaN,NaN,NaN
27764,NaN,-3.742304,3.017364,7.189522,1.146780,-0.843734,-1.282068,0.313539,0.204002,0.081174,0.913612,0.255293,0.259439,-0.181187,26.872746,34.511104,-13.946695,NaN,NaN,NaN,NaN,NaN,NaN
27765,NaN,-3.945386,3.273921,7.286197,1.145270,-0.690442,-1.004466,0.404375,0.279072,0.135189,0.912834,0.257603,0.260163,-0.180803,27.204278,34.619343,-13.781994,NaN,NaN,NaN,NaN,NaN,NaN
27766,NaN,-4.193658,3.638916,7.448682,1.184455,-0.489996,-0.611162,0.440712,0.323839,0.175853,0.911981,0.260178,0.260999,-0.180213,27.581468,34.738245,-13.575466,NaN,NaN,NaN,NaN,NaN,NaN
27767,NaN,-4.457586,3.785856,7.480740,1.061830,-0.395972,-0.385086,0.461721,0.379283,0.220698,0.911060,0.262947,0.262013,-0.179380,27.996415,34.872652,-13.323187,NaN,NaN,NaN,NaN,NaN,NaN
27768,NaN,-4.868025,4.156347,7.560698,0.945358,-0.132373,0.047609,0.491592,0.413985,0.263982,0.910084,0.265945,0.263093,-0.178334,28.453212,35.010559,-13.029827,NaN,NaN,NaN,NaN,NaN,NaN
27769,NaN,-5.196985,4.708333,7.596277,0.960537,0.277909,0.477123,0.465601,0.418701,0.313146,0.909168,0.268882,0.264154,-0.177029,28.913517,35.136106,-12.704166,NaN,NaN,NaN,NaN,NaN,NaN
27770,NaN,-5.451436,5.073025,7.511548,0.899021,0.593763,0.709477,0.399508,0.403963,0.352712,0.908385,0.271562,0.265145,-0.175466,29.349985,35.240316,-12.356301,NaN,NaN,NaN,NaN,NaN,NaN
27771,NaN,-5.430952,5.377040,7.283309,0.970573,0.902579,0.660969,0.300594,0.391308,0.376730,0.907765,0.273804,0.266135,-0.173687,29.735486,35.330234,-11.998172,NaN,NaN,NaN,NaN,NaN,NaN
27772,NaN,-5.469889,5.371874,7.234367,0.921278,0.880857,0.650961,0.187384,0.413218,0.377430,0.907263,0.275557,0.267313,-0.171712,30.063536,35.428072,-11.629365,NaN,NaN,NaN,NaN,NaN,NaN
27773,NaN,-5.452061,5.083897,6.940149,0.693675,0.780674,0.318743,0.106356,0.399481,0.370806,0.906878,0.276912,0.268512,-0.169687,30.339509,35.520378,-11.269860,NaN,NaN,NaN,NaN,NaN,NaN
27774,NaN,-5.149554,4.933423,6.781003,0.810639,0.671608,-0.028502,0.051012,0.412379,0.348240,0.906527,0.278004,0.269839,-0.167660,30.581270,35.623255,-10.916895,NaN,NaN,NaN,NaN,NaN,NaN
27775,NaN,-5.115038,4.764422,6.723319,0.749949,0.535860,-0.157808,-0.004065,0.457543,0.327465,0.906166,0.278844,0.271450,-0.165600,30.793044,35.754358,-10.560864,NaN,NaN,NaN,NaN,NaN,NaN
27776,NaN,-5.170848,4.631935,6.725158,0.662850,0.409468,-0.178731,-0.047191,0.506073,0.317284,0.905786,0.279523,0.273322,-0.163446,30.990069,35.910164,-10.190471,NaN,NaN,NaN,NaN,NaN,NaN
27777,NaN,-5.544536,4.548248,6.820338,0.388021,0.311464,0.071530,-0.077205,0.556072,0.308975,0.905362,0.280082,0.275461,-0.161229,31.177580,36.093079,-9.807107,NaN,NaN,NaN,NaN,NaN,NaN
27778,NaN,-5.812117,4.539450,6.908380,0.233562,0.258841,0.286389,-0.093652,0.580497,0.299411,0.904912,0.280582,0.277727,-0.158986,31.361430,36.288607,-9.417118,NaN,NaN,NaN,NaN,NaN,NaN
