// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
06832,NaN,4.183792,8.894715,-1.412526,0.046193,0.044705,0.117628,-0.012116,0.000056,-0.001192,0.629034,0.558905,-0.505591,-0.190577,98.631907,-25.026610,-62.662351,NaN,NaN,NaN,NaN,NaN,NaN
06833,NaN,4.208307,8.864364,-1.366436,0.027445,-0.007279,0.094539,-0.009903,0.002039,-0.002946,0.629045,0.558874,-0.505604,-0.190596,98.629148,-25.027756,-62.664993,NaN,NaN,NaN,NaN,NaN,NaN
06834,NaN,4.184198,8.860834,-1.368061,0.020210,0.012368,0.081397,-0.009167,0.005796,-0.001177,0.629065,0.558841,-0.505614,-0.190601,98.625963,-25.030181,-62.666085,NaN,NaN,NaN,NaN,NaN,NaN
06835,NaN,4.186472,8.838976,-1.356715,0.018985,-0.001241,0.061236,-0.011328,0.005536,-0.001724,0.629090,0.558806,-0.505618,-0.190611,98.621511,-25.032320,-62.666656,NaN,NaN,NaN,NaN,NaN,NaN
06836,NaN,4.162389,8.835425,-1.358387,0.011822,0.018468,0.048092,-0.005698,0.004700,-0.002173,0.629101,0.558787,-0.505626,-0.190609,98.620010,-25.034223,-62.667312,NaN,NaN,NaN,NaN,NaN,NaN
06837,NaN,4.210298,8.843066,-1.352321,0.024150,-0.020411,0.074385,-0.007005,0.006057,-0.000629,0.629117,0.558762,-0.505635,-0.190603,98.617941,-25.037027,-62.667662,NaN,NaN,NaN,NaN,NaN,NaN
06838,NaN,4.183930,8.861547,-1.364252,0.017490,0.013040,0.081402,-0.006955,0.007781,-0.002929,0.629135,0.558738,-0.505638,-0.190606,98.615015,-25.038740,-62.667830,NaN,NaN,NaN,NaN,NaN,NaN
06839,NaN,4.162914,8.882635,-1.430688,0.058357,0.070413,0.100413,-0.003081,0.001988,-0.005262,0.629125,0.558734,-0.505651,-0.190616,98.616086,-25.038570,-62.670284,NaN,NaN,NaN,NaN,NaN,NaN
06840,NaN,4.152895,8.890157,-1.353950,-0.013453,0.041470,0.092499,-0.006265,0.000528,-0.005921,0.629116,0.558715,-0.505671,-0.190649,98.615902,-25.037744,-62.675160,NaN,NaN,NaN,NaN,NaN,NaN
06841,NaN,4.127568,8.921119,-1.398692,0.003893,0.093745,0.115592,-0.001487,-0.001924,-0.008463,0.629089,0.558720,-0.505689,-0.190676,98.618793,-25.035425,-62.679757,NaN,NaN,NaN,NaN,NaN,NaN
06842,NaN,4.167623,8.914173,-1.306460,-0.055374,0.012021,0.113802,-0.009565,0.001208,-0.006902,0.629097,0.558710,-0.505682,-0.190699,98.616211,-25.033945,-62.680297,NaN,NaN,NaN,NaN,NaN,NaN
06843,NaN,4.177179,8.873050,-1.339437,-0.009543,0.008603,0.085483,-0.009397,0.000793,-0.008880,0.629099,0.558694,-0.505682,-0.190740,98.613834,-25.031623,-62.683156,NaN,NaN,NaN,NaN,NaN,NaN
06844,NaN,4.170228,8.905283,-1.326905,-0.033252,0.017418,0.109719,-0.007168,-0.002812,-0.005711,0.629088,0.558673,-0.505705,-0.190775,98.613753,-25.030765,-62.688566,NaN,NaN,NaN,NaN,NaN,NaN
06845,NaN,4.123931,8.876096,-1.321490,-0.047473,0.042839,0.063250,-0.009946,-0.008969,-0.007706,0.629068,0.558643,-0.505739,-0.190840,98.613690,-25.028271,-62.697639,NaN,NaN,NaN,NaN,NaN,NaN
06846,NaN,4.127059,8.866814,-1.342966,-0.024624,0.048081,0.059174,-0.011989,-0.011369,-0.007929,0.629046,0.558602,-0.505780,-0.190922,98.612948,-25.025383,-62.708627,NaN,NaN,NaN,NaN,NaN,NaN
06847,NaN,4.151820,8.883335,-1.372186,0.005211,0.047565,0.088416,-0.009473,-0.017529,-0.006418,0.629004,0.558562,-0.505845,-0.191006,98.615470,-25.022884,-62.723173,NaN,NaN,NaN,NaN,NaN,NaN
06848,NaN,4.190275,8.945179,-1.364994,-0.005055,0.031084,0.159115,-0.013677,-0.020189,-0.007186,0.628962,0.558504,-0.505920,-0.191117,98.616597,-25.019676,-62.740733,NaN,NaN,NaN,NaN,NaN,NaN
06849,NaN,4.142867,8.950535,-1.402042,0.005290,0.089112,0.148897,-0.016572,-0.024204,-0.009497,0.628919,0.558443,-0.505991,-0.191247,98.616691,-25.014858,-62.759159,NaN,NaN,NaN,NaN,NaN,NaN
06850,NaN,4.145630,8.941392,-1.423770,0.028137,0.094363,0.144831,-0.015194,-0.029423,-0.008417,0.628861,0.558376,-0.506083,-0.191388,98.618823,-25.010225,-62.781241,NaN,NaN,NaN,NaN,NaN,NaN
06851,NaN,4.140497,8.951716,-1.401498,0.003901,0.089428,0.148895,-0.017355,-0.029682,-0.008956,0.628808,0.558306,-0.506172,-0.191534,98.619935,-25.005242,-62.803142,NaN,NaN,NaN,NaN,NaN,NaN
06852,NaN,4.143402,8.942483,-1.423405,0.026716,0.094668,0.144832,-0.016191,-0.036211,-0.003596,0.628740,0.558221,-0.506296,-0.191675,98.623684,-25.002792,-62.829262,NaN,NaN,NaN,NaN,NaN,NaN
06853,NaN,4.142435,8.942938,-1.423362,0.026010,0.094818,0.144832,-0.019206,-0.038084,-0.006221,0.628673,0.558130,-0.506417,-0.191841,98.626061,-24.998635,-62.856671,NaN,NaN,NaN,NaN,NaN,NaN
