// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw
28226,NaN,-2.744102,9.445019,0.291714,0.012424,0.000933,0.027202,0.002825,0.011737,-0.021058,0.281856,0.440775,-0.538865,-0.660227,88.169342,16.156268,-118.109462
28227,NaN,-2.707646,9.452879,0.276215,0.007451,-0.040242,0.024126,0.005358,0.008628,-0.025388,0.281789,0.440847,-0.538845,-0.660224,88.174226,16.166784,-118.107637
28228,NaN,-2.748463,9.443787,0.290543,0.012953,0.002257,0.027201,0.000002,0.009762,-0.019316,0.281755,0.440898,-0.538819,-0.660225,88.176186,16.173946,-118.105214
28229,NaN,-2.753706,9.434390,0.236491,0.063239,-0.016898,0.017992,0.000182,0.009801,-0.022045,0.281713,0.440957,-0.538788,-0.660229,88.178323,16.182545,-118.102699
28230,NaN,-2.726002,9.449846,0.242738,0.042469,-0.042637,0.025299,0.003001,0.007811,-0.022598,0.281656,0.441015,-0.538767,-0.660232,88.181661,16.191551,-118.101501
28231,NaN,-2.716053,9.450512,0.274667,0.008502,-0.037588,0.024135,0.000814,0.007040,-0.022534,0.281604,0.441067,-0.538741,-0.660240,88.183698,16.200389,-118.100610
28232,NaN,-2.697106,9.413767,0.268087,0.008714,-0.048192,-0.016623,-0.000463,0.004634,-0.019177,0.281558,0.441100,-0.538720,-0.660254,88.184541,16.207378,-118.101241
28233,NaN,-2.731818,9.478091,0.259147,0.024870,-0.040472,0.054528,0.001394,0.013235,-0.016171,0.281542,0.441157,-0.538701,-0.660239,88.187968,16.212697,-118.096493
28234,NaN,-2.709366,9.420354,0.289121,-0.006551,-0.031406,-0.006246,-0.003736,0.005455,-0.019678,0.281504,0.441190,-0.538668,-0.660261,88.187070,16.219987,-118.096643
28235,NaN,-2.744044,9.454770,0.263074,0.027997,-0.023851,0.035678,0.004818,0.000577,-0.014824,0.281451,0.441206,-0.538681,-0.660262,88.190359,16.224288,-118.099463
28236,NaN,-2.775168,9.438293,0.256260,0.049304,0.003176,0.028358,-0.004262,0.009289,-0.012685,0.281447,0.441231,-0.538656,-0.660267,88.189836,16.227644,-118.097195
28237,NaN,-2.713552,9.449062,0.306220,-0.024142,-0.029227,0.022986,-0.001915,0.002184,-0.013094,0.281419,0.441238,-0.538648,-0.660281,88.189524,16.230983,-118.099011
28238,NaN,-2.747829,9.453671,0.263067,0.028794,-0.021877,0.035681,-0.002071,0.010057,-0.012751,0.281412,0.441270,-0.538629,-0.660278,88.190384,16.234390,-118.096286
28239,NaN,-2.778833,9.467122,0.273661,0.031724,0.005358,0.057579,-0.003799,0.010447,-0.011637,0.281416,0.441298,-0.538607,-0.660276,88.190388,16.237045,-118.093151
28240,NaN,-2.792140,9.495382,0.258601,0.047838,0.001810,0.087965,-0.001440,0.007300,-0.013238,0.281398,0.441322,-0.538593,-0.660278,88.191147,16.240681,-118.092079
28241,NaN,-2.760248,9.490094,0.301705,-0.004564,-0.004208,0.075277,0.000097,0.002912,-0.010431,0.281377,0.441327,-0.538596,-0.660281,88.192109,16.242517,-118.093373
28242,NaN,-2.782251,9.466120,0.273582,0.032530,0.007334,0.057575,-0.003168,0.007690,-0.012124,0.281368,0.441348,-0.538578,-0.660286,88.191950,16.245522,-118.092048
