// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
01646,NaN,-2.933497,9.288359,-1.134775,-0.013322,-0.012158,-0.006240,-0.020502,0.029765,-0.018951,0.566107,0.725222,-0.181100,-0.347533,97.072292,17.399556,-43.442074,NaN,NaN,NaN,NaN,NaN,NaN
01647,NaN,-2.974026,9.292614,-1.150076,-0.028227,0.023666,0.011712,-0.020457,0.024775,-0.027291,0.566156,0.725219,-0.180938,-0.347542,97.065176,17.410218,-43.429365,NaN,NaN,NaN,NaN,NaN,NaN
01648,NaN,-2.961916,9.310202,-1.141405,-0.021803,0.003917,0.023731,-0.014317,0.025009,-0.026134,0.566184,0.725235,-0.180790,-0.347542,97.061761,17.420258,-43.416717,NaN,NaN,NaN,NaN,NaN,NaN
01649,NaN,-2.931477,9.302198,-1.183931,0.030116,0.014923,0.012027,-0.010526,0.018864,-0.029639,0.566188,0.725252,-0.180653,-0.347570,97.059337,17.432674,-43.407359,NaN,NaN,NaN,NaN,NaN,NaN
01650,NaN,-2.913869,9.322273,-1.116141,-0.001167,-0.050827,0.017806,-0.011008,0.013150,-0.029799,0.566187,0.725259,-0.180532,-0.347621,97.055786,17.445633,-43.401508,NaN,NaN,NaN,NaN,NaN,NaN
01651,NaN,-2.916958,9.306112,-1.154952,0.023965,-0.018125,0.007973,-0.006623,0.005194,-0.026809,0.566169,0.725262,-0.180451,-0.347687,97.053096,17.457402,-43.400508,NaN,NaN,NaN,NaN,NaN,NaN
01652,NaN,-2.924338,9.333612,-1.135090,0.010361,-0.036311,0.033889,-0.008068,0.001651,-0.029763,0.566147,0.725257,-0.180367,-0.347776,97.049174,17.471150,-43.401515,NaN,NaN,NaN,NaN,NaN,NaN
01653,NaN,-2.969271,9.293703,-1.118405,-0.035761,-0.007754,0.007647,-0.007242,-0.004094,-0.026663,0.566123,0.725241,-0.180312,-0.347876,97.044464,17.483488,-43.406063,NaN,NaN,NaN,NaN,NaN,NaN
01654,NaN,-2.938456,9.301130,-1.121525,-0.009333,-0.029072,0.005786,0.000088,-0.009950,-0.026108,0.566067,0.725236,-0.180288,-0.347990,97.043054,17.495974,-43.414258,NaN,NaN,NaN,NaN,NaN,NaN
01655,NaN,-2.979833,9.304980,-1.137349,-0.024224,0.006767,0.023724,-0.006799,-0.009463,-0.029284,0.566032,0.725215,-0.180239,-0.348116,97.037689,17.510180,-43.421816,NaN,NaN,NaN,NaN,NaN,NaN
01656,NaN,-2.949287,9.312335,-1.140523,0.002202,-0.014555,0.021867,0.002898,-0.011428,-0.028236,0.565961,0.725217,-0.180217,-0.348238,97.037666,17.523978,-43.430738,NaN,NaN,NaN,NaN,NaN,NaN
01657,NaN,-2.999537,9.285102,-1.144483,-0.031674,0.027720,0.011691,0.001843,-0.015351,-0.025469,0.565897,0.725206,-0.180214,-0.348368,97.036107,17.536426,-43.442092,NaN,NaN,NaN,NaN,NaN,NaN
01658,NaN,-3.002074,9.284310,-1.144254,-0.032024,0.028114,0.011689,0.005479,-0.022570,-0.024498,0.565813,0.725193,-0.180241,-0.348518,97.035473,17.548880,-43.457936,NaN,NaN,NaN,NaN,NaN,NaN
