// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B4381A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw
34725,NaN,-2.801708,10.690419,-1.718133,0.991074,2.244392,1.099058,-0.920571,-0.135561,-0.036550,-0.173522,-0.273171,0.745133,0.583134,105.079511,3.439600,-142.369190
34726,NaN,-1.905384,10.197579,-1.924426,0.564806,1.371812,0.633495,-0.918328,-0.529806,0.168366,-0.173193,-0.270154,0.743178,0.587118,104.539235,3.428296,-142.699229
34727,NaN,-1.100429,9.847188,-2.170920,0.206579,0.562490,0.313075,-0.863092,-0.822529,0.374675,-0.172342,-0.265638,0.741866,0.591074,104.020584,3.343021,-143.209623
34728,NaN,-0.568050,9.725616,-2.311235,-0.043876,0.056953,0.199618,-0.770991,-1.017469,0.541558,-0.171089,-0.259909,0.741208,0.594799,103.547210,3.185123,-143.862065
34729,NaN,-0.340115,9.736056,-2.506388,-0.047296,-0.275744,0.242637,-0.730022,-1.066061,0.649040,-0.169956,-0.253744,0.740792,0.598294,103.098378,2.970532,-144.543058
34730,NaN,-0.499507,9.744887,-2.719864,0.272861,-0.392817,0.305644,-0.676400,-1.113956,0.704027,-0.168695,-0.247186,0.740628,0.601591,102.680220,2.724292,-145.266518
34731,NaN,-0.602839,9.815343,-2.644627,0.379176,-0.302196,0.358973,-0.685212,-1.178191,0.726353,-0.167303,-0.240409,0.740456,0.604928,102.259649,2.470222,-146.016324
34732,NaN,-0.465986,9.675658,-2.736794,0.411484,-0.517485,0.231605,-0.712621,-1.245496,0.740936,-0.165693,-0.233266,0.740246,0.608415,101.823981,2.208623,-146.812943
34733,NaN,-0.287572,9.515382,-2.734598,0.354021,-0.680282,0.062259,-0.693020,-1.268251,0.724457,-0.163950,-0.226187,0.740030,0.611813,101.403998,1.954844,-147.608951
34734,NaN,0.077539,9.272859,-2.735805,0.140973,-0.949793,-0.192178,-0.614784,-1.228726,0.710766,-0.162173,-0.219252,0.739978,0.614866,101.032369,1.696942,-148.389413
34735,NaN,0.392914,9.024685,-2.907668,0.040711,-1.319806,-0.415340,-0.441519,-1.137674,0.687157,-0.160501,-0.212891,0.740301,0.617148,100.765832,1.440097,-149.104430
34736,NaN,0.837837,8.833422,-3.156494,-0.158530,-1.791047,-0.568137,-0.198216,-0.991331,0.687877,-0.159076,-0.207099,0.741239,0.618360,100.643037,1.162968,-149.744547
34737,NaN,1.269987,8.813707,-3.238849,-0.461096,-2.060133,-0.575398,0.054049,-0.768933,0.768909,-0.158491,-0.201953,0.742826,0.618308,100.671117,0.818004,-150.259316
34738,NaN,1.457509,8.435334,-3.315230,-0.520338,-2.233316,-0.923863,0.221174,-0.538269,0.798264,-0.158648,-0.197470,0.744773,0.617373,100.799211,0.430422,-150.656526
34739,NaN,1.506225,8.036596,-3.425797,-0.445621,-2.352685,-1.277033,0.545616,-0.324116,0.858672,-0.159496,-0.193744,0.747575,0.614944,101.116828,-0.010771,-150.932586
34740,NaN,2.017232,7.625002,-3.740402,-0.682353,-2.843903,-1.587982,1.036063,-0.103761,1.033134,-0.161195,-0.190358,0.751864,0.610311,101.717281,-0.575152,-151.116584
34741,NaN,2.434444,7.337235,-4.002637,-0.876835,-3.184943,-1.758654,1.566679,0.154292,1.207255,-0.163906,-0.187586,0.757656,0.603244,102.621899,-1.263420,-151.176072
34742,NaN,1.663253,7.493373,-4.017688,-0.190328,-2.609217,-1.553721,2.166195,0.327357,1.333722,-0.167047,-0.185255,0.765151,0.593565,103.869162,-2.046510,-151.176641
34743,NaN,0.748609,8.222992,-3.829291,0.462688,-1.600133,-0.865037,2.719989,0.265517,1.410400,-0.169657,-0.182941,0.774240,0.581636,105.436082,-2.860265,-151.233724
34744,NaN,0.305513,9.201578,-3.449956,0.572379,-0.520735,-0.011805,2.939314,0.101625,1.411021,-0.171365,-0.180211,0.783934,0.568863,107.136863,-3.649141,-151.413577
34745,NaN,0.107336,10.109937,-2.967420,0.414352,0.558259,0.700907,2.819803,-0.119096,1.372591,-0.172189,-0.176932,0.793218,0.556643,108.780032,-4.369704,-151.721134
34746,NaN,0.199570,10.825475,-2.046884,-0.185781,1.811107,1.054614,2.480437,-0.303248,1.218629,-0.172087,-0.173334,0.801430,0.545941,110.240869,-4.966363,-152.128969
34747,NaN,0.666913,11.053224,-1.531468,-0.875838,2.362317,1.078186,1.998037,-0.248130,0.989581,-0.172002,-0.170446,0.807925,0.537234,111.422057,-5.439263,-152.463949
34748,NaN,0.912996,10.884700,-1.349486,-1.172489,2.546284,0.830163,1.489006,-0.091475,0.747320,-0.172295,-0.168431,0.812650,0.530609,112.302072,-5.813436,-152.680441
