// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw
26524,NaN,3.118034,9.370522,-1.143249,0.021070,0.051334,0.128779,0.012178,-0.191227,-0.000423,-0.238805,-0.473935,-0.579022,-0.618944,97.236982,-18.067172,117.346175
26525,NaN,3.124030,9.429335,-1.144341,0.038249,0.048105,0.186195,0.015620,-0.182379,-0.003419,-0.239291,-0.474550,-0.578840,-0.618455,97.281815,-18.056470,117.233694
26526,NaN,2.550328,10.247832,-0.846699,0.757935,-0.462319,0.744344,0.029290,-0.144294,-0.013054,-0.239673,-0.475029,-0.578779,-0.617996,97.327838,-18.040912,117.144731
26527,NaN,3.073987,10.418579,-1.071787,0.383746,-0.161721,1.094718,-0.006803,-0.155144,-0.004299,-0.240136,-0.475530,-0.578562,-0.617635,97.354688,-18.031492,117.048643
26528,NaN,3.122455,10.145817,-1.148251,0.230590,-0.096107,0.861740,-0.009559,-0.140032,0.003953,-0.240546,-0.475997,-0.578345,-0.617318,97.378032,-18.025820,116.960941
26529,NaN,2.834569,9.869646,-1.320880,0.138322,-0.362448,0.533274,-0.001461,-0.119002,0.006797,-0.240857,-0.476424,-0.578161,-0.617040,97.401492,-18.025244,116.885617
26530,NaN,2.741609,9.547153,-1.307770,0.110344,-0.363206,0.198842,-0.010456,-0.122903,-0.000375,-0.241233,-0.476824,-0.577972,-0.616761,97.421040,-18.018314,116.808494
26531,NaN,2.709720,9.255745,-1.286963,0.070476,-0.315380,-0.088324,-0.006393,-0.132218,0.004628,-0.241601,-0.477279,-0.577761,-0.616462,97.444070,-18.015412,116.725449
26532,NaN,2.545334,8.877670,-1.423193,-0.071263,-0.435839,-0.478760,-0.012234,-0.153695,-0.013198,-0.242109,-0.477734,-0.577560,-0.616099,97.467953,-17.998850,116.630946
26533,NaN,2.316200,8.624142,-1.395334,-0.013248,-0.558435,-0.791848,-0.035973,-0.187559,-0.025020,-0.242799,-0.478237,-0.577262,-0.615716,97.483510,-17.974867,116.517183
26534,NaN,2.395721,8.328113,-1.173207,0.068842,-0.315003,-1.073729,-0.072968,-0.224975,-0.059007,-0.243799,-0.478706,-0.576895,-0.615301,97.484506,-17.926919,116.383748
26535,NaN,2.209785,8.247403,-1.294268,0.014801,-0.507106,-1.191751,-0.134568,-0.246367,-0.095731,-0.245111,-0.479064,-0.576390,-0.614974,97.452498,-17.858338,116.240463
26536,NaN,2.193737,8.083136,-1.701577,-0.388423,-0.670016,-1.301218,-0.206756,-0.262684,-0.139570,-0.246786,-0.479250,-0.575756,-0.614753,97.381481,-17.761977,116.090830
26537,NaN,3.178166,8.066073,-2.688733,-1.685785,-0.278208,-0.897967,-0.241899,-0.271361,-0.151263,-0.248598,-0.479391,-0.575019,-0.614603,97.290856,-17.660262,115.936857
26538,NaN,3.890584,8.453729,-3.446861,-2.571951,-0.092498,-0.228352,-0.264482,-0.247656,-0.128020,-0.250331,-0.479489,-0.574195,-0.614593,97.183881,-17.571998,115.795157
26539,NaN,3.163587,8.962235,-3.909046,-2.578060,-1.028361,0.082087,-0.295514,-0.199354,-0.153895,-0.252069,-0.479331,-0.573387,-0.614761,97.049391,-17.474529,115.683952
26540,NaN,2.946488,9.208558,-3.524593,-2.124751,-1.079820,0.198375,-0.348084,-0.133128,-0.162132,-0.253777,-0.478871,-0.572526,-0.615218,96.872966,-17.375469,115.612708
26541,NaN,3.416918,9.821786,-2.219494,-1.063844,-0.201653,0.765422,-0.367340,-0.024145,-0.151633,-0.255176,-0.478088,-0.571710,-0.616007,96.666362,-17.291755,115.605143
26542,NaN,3.694984,10.784940,-0.802893,0.248335,0.475402,1.603292,-0.436078,0.073963,-0.100937,-0.256311,-0.477049,-0.570691,-0.617285,96.404142,-17.241541,115.652459
26543,NaN,3.511203,10.873082,0.401821,1.354018,0.833103,1.509245,-0.537127,0.109307,-0.039982,-0.257387,-0.475951,-0.569249,-0.619013,96.079098,-17.229816,115.716359
26544,NaN,3.259002,10.358609,0.682470,1.538102,0.831365,0.926513,-0.550423,0.060017,0.004710,-0.258505,-0.475104,-0.567600,-0.620711,95.755961,-17.238503,115.748242
26545,NaN,3.200640,9.847570,0.494436,1.239354,0.780747,0.449741,-0.498767,-0.012024,0.032599,-0.259606,-0.474631,-0.565939,-0.622128,95.475480,-17.260688,115.735359
26546,NaN,2.926023,9.352770,0.108269,0.870462,0.454521,-0.061625,-0.421671,-0.054949,0.055859,-0.260582,-0.474447,-0.564412,-0.623247,95.247311,-17.292103,115.695787
26547,NaN,2.881258,9.021394,-0.133661,0.579131,0.361052,-0.366035,-0.314136,-0.040031,0.048022,-0.261275,-0.474340,-0.563248,-0.624091,95.077671,-17.321732,115.665550
26548,NaN,3.242953,9.532761,0.224270,0.836098,0.704323,0.199576,-0.184421,-0.015762,0.033114,-0.261647,-0.474276,-0.562563,-0.624601,94.978083,-17.342353,115.650784
26549,NaN,3.248723,10.008301,0.445645,1.118226,0.689806,0.636840,-0.130059,-0.041341,0.040374,-0.261930,-0.474391,-0.561988,-0.624912,94.913927,-17.367662,115.620299
26550,NaN,2.999303,9.829326,0.101725,0.873436,0.351204,0.421353,-0.112392,-0.102515,0.052749,-0.262314,-0.474747,-0.561367,-0.625039,94.871409,-17.395285,115.552681
26551,NaN,2.860154,9.696098,-0.373132,0.479426,0.039389,0.291897,-0.091609,-0.166781,0.055753,-0.262810,-0.475346,-0.560710,-0.624965,94.851873,-17.423312,115.446439
26552,NaN,2.776867,9.512434,-1.098933,-0.170195,-0.322374,0.150854,-0.098591,-0.209002,0.054971,-0.263452,-0.476059,-0.559986,-0.624801,94.836448,-17.447106,115.314991
26553,NaN,3.073673,9.296161,-1.478095,-0.674634,-0.190254,0.064534,-0.108193,-0.192929,0.048378,-0.264084,-0.476696,-0.559259,-0.624700,94.812088,-17.469694,115.193465
26554,NaN,3.301751,9.315662,-1.336083,-0.640769,0.061675,0.139892,-0.122218,-0.123905,0.029829,-0.264622,-0.477039,-0.558632,-0.624771,94.767542,-17.483323,115.114210
26555,NaN,3.521394,9.326817,-0.930211,-0.372931,0.424118,0.184115,-0.139057,-0.040039,0.015464,-0.265002,-0.477066,-0.558089,-0.625075,94.697637,-17.494537,115.085830
26556,NaN,3.653677,9.445966,-0.422641,0.040491,0.730316,0.297665,-0.119197,0.023856,-0.003335,-0.265223,-0.476859,-0.557746,-0.625445,94.627755,-17.496277,115.096691
26557,NaN,3.604339,9.571835,-0.061799,0.396847,0.813246,0.375356,-0.104899,0.069855,-0.017126,-0.265317,-0.476496,-0.557531,-0.625873,94.557155,-17.494031,115.135705
26558,NaN,3.410890,9.543876,0.041392,0.550838,0.694833,0.283611,-0.094218,0.072623,-0.018764,-0.265391,-0.476126,-0.557368,-0.626269,94.492587,-17.489138,115.176507
26559,NaN,3.297740,9.583802,0.156585,0.698504,0.635780,0.279723,-0.066109,0.056402,-0.019063,-0.265436,-0.475850,-0.557261,-0.626554,94.446533,-17.485139,115.207571
26560,NaN,3.022419,9.662976,0.161771,0.824338,0.379927,0.272471,-0.050998,0.021457,-0.015231,-0.265538,-0.475708,-0.557156,-0.626712,94.415992,-17.479935,115.217554
26561,NaN,3.104302,9.474790,-0.191447,0.435589,0.336838,0.144310,-0.028605,-0.025673,-0.008949,-0.265691,-0.475767,-0.557033,-0.626712,94.406242,-17.478063,115.199027
