// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
20255,NaN,2.317290,9.370715,-2.013779,-0.028221,-0.021749,0.048052,-0.001441,-0.003395,-0.004650,0.246791,0.126014,-0.765565,-0.580624,102.100972,-13.387550,-150.467035,NaN,NaN,NaN,NaN,NaN,NaN
20256,NaN,2.273096,9.365742,-1.981206,-0.008404,0.024973,0.026447,-0.005630,0.002795,-0.004775,0.246784,0.125995,-0.765562,-0.580636,102.099800,-13.387812,-150.469176,NaN,NaN,NaN,NaN,NaN,NaN
20257,NaN,2.282985,9.345950,-2.006872,-0.005135,-0.006905,0.015144,-0.004446,0.001601,-0.005011,0.246769,0.125979,-0.765563,-0.580644,102.099592,-13.387595,-150.471718,NaN,NaN,NaN,NaN,NaN,NaN
20258,NaN,2.294078,9.363430,-1.969569,-0.032390,0.023690,0.026734,-0.004993,0.000187,-0.003941,0.246757,0.125957,-0.765564,-0.580653,102.099036,-13.387864,-150.474571,NaN,NaN,NaN,NaN,NaN,NaN
20259,NaN,2.260896,9.362420,-1.958238,-0.010284,0.048567,0.015781,-0.006628,-0.001092,-0.004620,0.246736,0.125929,-0.765563,-0.580670,102.097948,-13.387542,-150.478713,NaN,NaN,NaN,NaN,NaN,NaN
20260,NaN,2.282639,9.370430,-2.000771,-0.005469,0.005489,0.037106,-0.001184,0.001194,0.000236,0.246732,0.125891,-0.765578,-0.580660,102.099742,-13.390409,-150.482624,NaN,NaN,NaN,NaN,NaN,NaN
20261,NaN,2.283227,9.394443,-1.995776,-0.006137,0.016724,0.059065,-0.003906,0.000051,-0.002192,0.246720,0.125860,-0.765585,-0.580662,102.100131,-13.391584,-150.486407,NaN,NaN,NaN,NaN,NaN,NaN
20262,NaN,2.283090,9.394556,-1.995401,-0.005977,0.017323,0.059064,-0.003456,0.002523,-0.001276,0.246718,0.125831,-0.765590,-0.580662,102.100424,-13.393686,-150.489249,NaN,NaN,NaN,NaN,NaN,NaN
20263,NaN,2.283556,9.418647,-1.990172,-0.006642,0.028562,0.081021,-0.004632,0.006681,-0.004927,0.246724,0.125828,-0.765585,-0.580666,102.099435,-13.394125,-150.488876,NaN,NaN,NaN,NaN,NaN,NaN
20264,NaN,2.293499,9.388211,-1.962268,-0.032308,0.037889,0.048685,-0.004093,0.005131,-0.002108,0.246735,0.125817,-0.765584,-0.580666,102.098869,-13.395861,-150.489044,NaN,NaN,NaN,NaN,NaN,NaN
20265,NaN,2.260785,9.397721,-2.004526,0.018727,0.021513,0.058768,-0.004092,0.005131,-0.002108,0.246743,0.125800,-0.765584,-0.580667,102.098476,-13.397693,-150.489912,NaN,NaN,NaN,NaN,NaN,NaN
20266,NaN,2.304327,9.392393,-1.982773,-0.029721,0.017217,0.059353,-0.002458,0.006409,-0.001429,0.246759,0.125791,-0.765586,-0.580659,102.098718,-13.399948,-150.489480,NaN,NaN,NaN,NaN,NaN,NaN
20267,NaN,2.293909,9.412511,-1.956089,-0.032695,0.050298,0.070635,-0.004182,0.009153,-0.004010,0.246777,0.125793,-0.765580,-0.580659,102.097683,-13.401198,-150.487797,NaN,NaN,NaN,NaN,NaN,NaN
20268,NaN,2.291875,9.351520,-2.023149,-0.001226,-0.022309,0.025821,-0.007000,0.009067,-0.004452,0.246796,0.125794,-0.765564,-0.580671,102.094869,-13.402246,-150.485858,NaN,NaN,NaN,NaN,NaN,NaN
20269,NaN,2.292253,9.365025,-1.964103,-0.030799,0.030179,0.026721,-0.004279,0.010210,-0.002023,0.246824,0.125792,-0.765557,-0.580669,102.093694,-13.404736,-150.483811,NaN,NaN,NaN,NaN,NaN,NaN
20270,NaN,2.302681,9.345123,-1.989784,-0.027545,-0.001729,0.015443,-0.001010,0.012767,-0.000663,0.246864,0.125797,-0.765557,-0.580651,102.093951,-13.408295,-150.480161,NaN,NaN,NaN,NaN,NaN,NaN
