// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B4381A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw
17352,NaN,-2.840441,9.461363,2.009390,1.878685,0.265091,0.087950,0.591326,-0.143122,0.770368,0.763159,0.599049,0.223096,-0.094641,78.165770,26.994434,7.923904
17353,NaN,-2.205817,9.622420,0.933514,2.198336,1.348887,-0.237970,0.518881,0.029472,0.716953,0.761871,0.601867,0.220818,-0.092457,78.517904,26.600205,8.031281
17354,NaN,-2.795452,9.852990,0.194563,1.553529,1.983879,0.116268,0.371311,0.272997,0.555279,0.760667,0.604052,0.220021,-0.089992,78.843521,26.323868,8.268546
17355,NaN,-4.732495,9.196249,0.486381,-0.402361,1.233845,0.459579,0.258417,0.408218,0.468101,0.759610,0.605761,0.220047,-0.087323,79.134556,26.109894,8.577603
17356,NaN,-5.543681,8.626999,1.072718,-1.250737,0.365535,0.415211,0.245978,0.420499,0.497363,0.758578,0.607457,0.220037,-0.084494,79.422280,25.879683,8.896211
17357,NaN,-5.804063,8.545826,2.037081,-1.334104,-0.664432,0.610667,0.183007,0.184967,0.602724,0.758036,0.608920,0.218835,-0.081907,79.612397,25.564078,9.077739
17358,NaN,-4.772520,8.223545,2.656143,-0.450907,-1.227869,-0.027628,0.186232,0.030271,0.651907,0.757661,0.610383,0.216896,-0.079610,79.764489,25.204686,9.166950
17359,NaN,-4.351576,8.171676,2.584323,-0.169893,-1.147602,-0.270941,0.288524,-0.006055,0.707558,0.757030,0.612268,0.214604,-0.077322,79.966303,24.809753,9.238024
17360,NaN,-3.538944,8.723426,1.958060,0.561591,-0.341162,-0.219775,0.358974,0.015624,0.758141,0.756164,0.614476,0.212210,-0.074851,80.215879,24.388399,9.326314
17361,NaN,-2.624756,9.012977,0.910145,1.189329,0.822836,-0.492847,0.282203,0.092524,0.747325,0.755439,0.616396,0.210164,-0.072101,80.438207,23.979986,9.458659
17362,NaN,-2.715140,9.664577,0.405977,1.174085,1.404002,0.066117,0.189381,0.188106,0.645909,0.754849,0.617890,0.208823,-0.069343,80.626193,23.637711,9.637840
17363,NaN,-3.142146,9.731318,0.469817,0.775728,1.262397,0.316316,0.053279,0.189465,0.519594,0.754630,0.618728,0.207921,-0.066912,80.729235,23.366261,9.803554
17364,NaN,-4.321675,9.276126,0.999647,-0.373157,0.444987,0.453046,0.020408,0.159918,0.401060,0.754496,0.619310,0.207286,-0.064987,80.801416,23.159200,9.938618
