// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B4381A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw
53015,NaN,-1.018775,9.715669,0.853256,0.075789,0.028368,-0.006892,-0.008244,-0.030942,0.047867,0.107288,0.161965,-0.655870,-0.729446,84.974125,5.483369,-158.242836
53016,NaN,-1.057055,9.716129,0.813082,0.129536,0.006496,-0.006322,-0.012473,-0.030966,0.045135,0.107287,0.161739,-0.655911,-0.729460,84.972056,5.464172,-158.261023
53017,NaN,-1.086069,9.716216,0.863858,0.140580,0.065081,0.000908,-0.010072,-0.024994,0.047117,0.107320,0.161527,-0.655959,-0.729458,84.971701,5.443243,-158.275071
53018,NaN,-1.124858,9.716698,0.823732,0.194337,0.043205,0.001508,-0.011478,-0.030097,0.036450,0.107291,0.161334,-0.655996,-0.729472,84.970211,5.428971,-158.293089
53019,NaN,-1.123692,9.675863,0.799118,0.207307,0.025392,-0.041302,-0.013672,-0.028578,0.036647,0.107277,0.161141,-0.656025,-0.729490,84.967557,5.413836,-158.309719
53020,NaN,-1.107775,9.647047,0.845073,0.178984,0.065756,-0.067408,-0.008986,-0.037771,0.029993,0.107195,0.160942,-0.656071,-0.729506,84.967082,5.403002,-158.332656
53021,NaN,-1.150861,9.676150,0.850781,0.216657,0.084481,-0.034032,0.001721,-0.036352,0.025918,0.107104,0.160764,-0.656151,-0.729486,84.972784,5.393601,-158.354283
53022,NaN,-1.105322,9.676233,0.892384,0.159531,0.107411,-0.034621,0.003542,-0.041270,0.016787,0.106951,0.160599,-0.656234,-0.729470,84.979278,5.389988,-158.380212
53023,NaN,-1.102146,9.696987,0.905713,0.150703,0.117184,-0.013190,0.001389,-0.046570,0.012767,0.106779,0.160427,-0.656308,-0.729466,84.984181,5.387585,-158.408361
53024,NaN,-1.040472,9.734375,0.887034,0.098589,0.073612,0.016470,-0.002286,-0.053088,0.011625,0.106577,0.160237,-0.656371,-0.729481,84.986599,5.386407,-158.440698
53025,NaN,-0.960777,9.755047,0.893281,0.021689,0.047800,0.030037,-0.012643,-0.058776,0.009997,0.106366,0.160022,-0.656398,-0.729535,84.982794,5.384975,-158.475984
53026,NaN,-0.927014,9.734729,0.832598,0.014661,-0.018900,0.001433,-0.015101,-0.057955,0.012230,0.106166,0.159810,-0.656415,-0.729595,84.977525,5.383176,-158.510227
53027,NaN,-0.901220,9.730614,0.838492,-0.010141,-0.022789,-0.004554,-0.013416,-0.052186,0.020857,0.106017,0.159584,-0.656444,-0.729640,84.973686,5.375871,-158.541187
53028,NaN,-0.952933,9.706016,0.838935,0.040265,-0.000362,-0.024071,-0.003589,-0.047913,0.026537,0.105889,0.159365,-0.656510,-0.729647,84.975682,5.366467,-158.569387
53029,NaN,-0.976272,9.739059,0.882048,0.045698,0.045277,0.014634,-0.001492,-0.044511,0.030004,0.105789,0.159142,-0.656586,-0.729642,84.979140,5.354328,-158.595486
53030,NaN,-1.056800,9.706314,0.897986,0.117690,0.094334,-0.008964,0.000199,-0.037659,0.028764,0.105698,0.158954,-0.656663,-0.729627,84.983896,5.344199,-158.618104
53031,NaN,-1.052545,9.727131,0.911603,0.108835,0.104129,0.012447,-0.002640,-0.040210,0.022074,0.105584,0.158773,-0.656726,-0.729626,84.986897,5.336805,-158.642136
53032,NaN,-1.103386,9.723161,0.924797,0.151976,0.135756,0.014369,-0.006353,-0.038822,0.015293,0.105447,0.158621,-0.656768,-0.729641,84.987732,5.334174,-158.665755
53033,NaN,-1.092130,9.727606,0.872879,0.161027,0.082802,0.013207,-0.016762,-0.053219,0.008911,0.105254,0.158428,-0.656776,-0.729704,84.981890,5.333641,-158.697907
53034,NaN,-1.092657,9.706982,0.861724,0.166641,0.074123,-0.008163,-0.011290,-0.051626,0.000908,0.105018,0.158268,-0.656798,-0.729753,84.979291,5.338623,-158.730896
53035,NaN,-1.090704,9.727395,0.877005,0.157774,0.083926,0.013250,-0.020853,-0.063142,-0.001159,0.104759,0.158070,-0.656788,-0.729842,84.970525,5.343334,-158.769245
53036,NaN,-1.056949,9.727470,0.829928,0.143432,0.026438,0.006086,-0.017804,-0.068637,-0.001285,0.104471,0.157858,-0.656791,-0.729927,84.963160,5.348787,-158.811031
53037,NaN,-1.036971,9.731161,0.869449,0.109685,0.053941,0.011355,-0.015046,-0.066911,-0.005018,0.104180,0.157662,-0.656801,-0.730001,84.957494,5.355501,-158.851737
53038,NaN,-1.031494,9.743480,0.851264,0.109598,0.032314,0.021487,-0.013416,-0.061938,-0.006805,0.103883,0.157488,-0.656814,-0.730070,84.953057,5.364504,-158.891078
53039,NaN,-0.984160,9.734923,0.860905,0.061577,0.023978,0.009435,-0.013485,-0.063839,-0.007359,0.103593,0.157312,-0.656826,-0.730138,84.948427,5.372703,-158.930144
53040,NaN,-0.970530,9.800834,0.848506,0.048464,-0.001348,0.072447,-0.012787,-0.056801,-0.009780,0.103303,0.157169,-0.656835,-0.730201,84.944579,5.383595,-158.966380
53041,NaN,-0.899523,9.788126,0.861554,-0.022794,-0.014135,0.054334,-0.008810,-0.057517,-0.005048,0.103038,0.157010,-0.656863,-0.730248,84.942967,5.390789,-159.001706
53042,NaN,-0.913319,9.866289,0.878551,-0.021660,-0.003615,0.134633,-0.015561,-0.058580,-0.006055,0.102766,0.156853,-0.656864,-0.730319,84.937314,5.399460,-159.037715
53043,NaN,-0.882554,9.894963,0.877550,-0.052183,-0.020392,0.160083,-0.020705,-0.064469,-0.003762,0.102492,0.156658,-0.656853,-0.730410,84.928507,5.405562,-159.076964
53044,NaN,-0.880578,9.915317,0.893161,-0.061240,-0.010589,0.181451,-0.017302,-0.075326,0.000246,0.102183,0.156412,-0.656863,-0.730496,84.921119,5.409636,-159.123282
53045,NaN,-0.816658,9.993446,0.902255,-0.128083,-0.035500,0.253706,-0.024020,-0.084346,0.004870,0.101878,0.156115,-0.656856,-0.730609,84.909375,5.409790,-159.173487
53046,NaN,-0.742146,10.001244,0.929999,-0.206864,-0.039063,0.256882,-0.030865,-0.090303,0.012628,0.101574,0.155766,-0.656834,-0.730745,84.893461,5.406156,-159.227863
53047,NaN,-0.677471,10.009813,0.867093,-0.242735,-0.123049,0.253747,-0.027928,-0.079053,0.024089,0.101360,0.155423,-0.656825,-0.730856,84.879864,5.395588,-159.274047
53048,NaN,-0.597225,10.009709,0.861263,-0.312537,-0.157972,0.245647,-0.029482,-0.068498,0.034892,0.101209,0.155080,-0.656814,-0.730959,84.866065,5.380164,-159.314792
53049,NaN,-0.566583,9.977004,0.821779,-0.321043,-0.202425,0.206938,-0.030283,-0.058823,0.048911,0.101154,0.154728,-0.656806,-0.731049,84.852350,5.356448,-159.348094
53050,NaN,-0.589129,9.968816,0.841230,-0.301137,-0.175233,0.202833,-0.019699,-0.068288,0.072124,0.101137,0.154273,-0.656857,-0.731101,84.844273,5.319764,-159.386006
53051,NaN,-0.536216,9.968670,0.883662,-0.358131,-0.152105,0.201871,-0.007190,-0.080033,0.097133,0.101170,0.153697,-0.656981,-0.731107,84.842943,5.267429,-159.428959
53052,NaN,-0.546819,9.993998,0.893883,-0.343988,-0.137788,0.229260,0.002956,-0.100918,0.117003,0.101186,0.152981,-0.657168,-0.731087,84.846543,5.203389,-159.484251
53053,NaN,-0.568848,10.002500,0.977197,-0.341868,-0.047740,0.247598,0.012744,-0.127482,0.147636,0.101233,0.152075,-0.657427,-0.731037,84.854522,5.119800,-159.551780
53054,NaN,-0.587629,10.011309,1.060221,-0.339876,0.042286,0.265921,0.013063,-0.152035,0.172256,0.101275,0.150995,-0.657718,-0.730993,84.861738,5.021689,-159.633553
53055,NaN,-0.587866,10.008880,1.023066,-0.309286,0.015985,0.260742,0.010417,-0.174238,0.193875,0.101338,0.149765,-0.658024,-0.730962,84.866501,4.909331,-159.725483
53056,NaN,-0.632711,9.940557,1.050641,-0.254566,0.073421,0.199735,0.013487,-0.195326,0.215262,0.101456,0.148441,-0.658357,-0.730916,84.872414,4.784429,-159.820120
