// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw
38724,NaN,-0.005461,9.691500,-1.583092,0.124111,0.121523,0.005724,-0.014088,-0.026342,-0.025810,-0.399921,-0.457398,0.605761,0.513715,98.762336,-0.834777,-105.172611
38725,NaN,0.234700,9.722031,-1.586518,0.059434,-0.112457,0.039918,0.003220,-0.031379,-0.032216,-0.399717,-0.457406,0.605788,0.513835,98.766913,-0.815058,-105.191037
38726,NaN,0.133926,9.748487,-1.498433,-0.003033,0.005782,0.051196,-0.009556,0.015611,-0.035332,-0.399672,-0.457516,0.605685,0.513894,98.764001,-0.797689,-105.183355
38727,NaN,0.129688,9.701429,-1.572661,0.074370,-0.015315,0.015946,0.007004,-0.026713,-0.046109,-0.399438,-0.457585,0.605681,0.514020,98.770680,-0.770509,-105.197924
38728,NaN,0.296860,9.740263,-1.502632,-0.044704,-0.161192,0.045851,0.014791,-0.016467,-0.058470,-0.399182,-0.457731,0.605650,0.514125,98.781756,-0.737225,-105.206224
38729,NaN,0.204079,9.759343,-1.571044,0.039821,-0.093603,0.073882,-0.005839,0.022811,-0.065187,-0.399078,-0.457960,0.605469,0.514214,98.780686,-0.703571,-105.191072
38730,NaN,0.092228,9.707477,-1.529819,0.035352,0.016266,0.014950,0.004898,0.014330,-0.073952,-0.398901,-0.458213,0.605312,0.514311,98.785442,-0.664156,-105.180127
38731,NaN,0.102865,9.735406,-1.580318,0.073881,-0.011829,0.050401,0.009206,0.012788,-0.074661,-0.398708,-0.458475,0.605169,0.514396,98.793066,-0.624263,-105.169817
38732,NaN,-0.005558,9.782248,-1.578587,0.091017,0.089422,0.095293,0.003816,0.019404,-0.071554,-0.398553,-0.458736,0.605005,0.514477,98.797704,-0.586455,-105.156004
38733,NaN,-0.121275,9.797979,-1.548977,0.088309,0.203796,0.105230,0.004609,-0.000963,-0.061174,-0.398363,-0.458912,0.604908,0.514581,98.802797,-0.552995,-105.154655
38734,NaN,-0.078543,9.786958,-1.526778,0.054944,0.162820,0.091465,0.010950,-0.030403,-0.048297,-0.398099,-0.458986,0.604918,0.514708,98.812013,-0.524112,-105.171538
38735,NaN,-0.048386,9.847053,-1.493396,0.004421,0.141679,0.146074,0.001674,-0.017880,-0.029581,-0.397946,-0.459017,0.604919,0.514796,98.815537,-0.507054,-105.182534
38736,NaN,-0.085276,9.786841,-1.527163,0.054227,0.163457,0.091458,-0.005649,-0.025970,-0.015763,-0.397818,-0.458969,0.604952,0.514900,98.815011,-0.497064,-105.199868
38737,NaN,-0.064451,9.746897,-1.565382,0.090971,0.130859,0.058036,-0.004876,-0.020604,0.004222,-0.397758,-0.458878,0.605020,0.514947,98.814818,-0.498906,-105.215374
38738,NaN,0.060004,9.797495,-1.517004,0.004831,0.026380,0.101701,0.000020,-0.022436,0.010586,-0.397696,-0.458764,0.605123,0.514975,98.817207,-0.504474,-105.233695
38739,NaN,0.102769,9.798720,-1.525047,0.001776,-0.015402,0.104520,-0.014355,0.000224,0.021552,-0.397766,-0.458656,0.605164,0.514969,98.811495,-0.517957,-105.238930
38740,NaN,0.052017,9.787754,-1.572108,0.063859,0.023116,0.100422,-0.024764,0.020351,0.026739,-0.397934,-0.458557,0.605151,0.514942,98.799256,-0.536266,-105.233841
38741,NaN,0.030713,9.724877,-1.626218,0.132679,0.029527,0.046333,-0.016699,0.015015,0.034245,-0.398087,-0.458444,0.605187,0.514884,98.792135,-0.558234,-105.231808
38742,NaN,0.085558,9.770357,-1.581011,0.070859,-0.006116,0.084875,-0.018436,0.026217,0.033821,-0.398275,-0.458356,0.605194,0.514808,98.783819,-0.580839,-105.223633
38743,NaN,0.152413,9.778802,-1.552158,0.027115,-0.059322,0.089491,-0.021162,0.043665,0.032194,-0.398520,-0.458313,0.605156,0.514702,98.773969,-0.604150,-105.205191
