// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B4381A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw
13031,NaN,-9.173962,3.751748,1.860623,-5.433815,0.671918,-1.344541,1.085501,3.566537,0.450141,0.787381,0.544058,0.199937,-0.209897,66.999631,32.904864,-7.733896
13032,NaN,-10.752116,3.493446,0.821043,-6.930276,1.325625,-0.942486,0.743458,4.276950,0.167965,0.781034,0.551547,0.215492,-0.198357,68.947523,33.739681,-4.976727
13033,NaN,-12.287363,3.572716,1.216780,-8.034906,0.583414,0.202219,0.380017,4.386108,0.226463,0.775252,0.557547,0.231537,-0.185784,70.801390,34.483290,-2.076879
13034,NaN,-12.502813,3.734425,2.680388,-7.799247,-1.244223,0.913754,0.036517,3.606279,0.465009,0.771240,0.561517,0.244152,-0.174003,72.241733,34.890615,0.404779
13035,NaN,-10.291692,3.972955,4.779574,-5.388033,-3.503569,0.347823,0.002744,2.303318,0.794011,0.769010,0.564510,0.250771,-0.164518,73.222506,34.850329,2.101495
13036,NaN,-6.592817,4.330644,6.621918,-1.764783,-5.195878,-1.097342,0.071820,0.854312,0.902891,0.768425,0.566642,0.251450,-0.158786,73.694744,34.498947,2.846974
13037,NaN,-3.427196,4.397947,6.836597,0.889068,-5.297594,-2.814728,0.140579,-0.031830,0.918912,0.768748,0.568347,0.248604,-0.155577,73.869170,33.991607,2.999628
13038,NaN,-2.229511,4.779466,6.640147,1.982567,-4.962479,-3.228731,0.219324,-0.115645,0.894562,0.768918,0.570237,0.245452,-0.152802,74.051593,33.485908,3.089276
13039,NaN,-2.406488,5.745758,6.860259,2.334335,-4.927147,-2.319908,0.487226,0.632709,0.920989,0.767408,0.573747,0.244875,-0.148107,74.657699,33.078632,3.672779
13040,NaN,-5.172042,7.004498,8.106617,0.918957,-6.016363,0.409091,0.969673,1.920385,1.143049,0.763026,0.580278,0.248237,-0.139452,76.014197,32.728850,5.134209
