// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B4381A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw
44739,NaN,-7.681573,5.797032,-1.649280,0.037800,-0.054354,-0.049088,-0.035721,0.033910,-0.012553,0.340083,-0.272713,0.712584,0.549723,105.363663,51.675247,-178.636197
44740,NaN,-7.728941,5.796822,-1.622392,0.070948,-0.026497,-0.016459,-0.033349,0.033855,-0.013728,0.340009,-0.272916,0.712539,0.549726,105.375464,51.683409,-178.604186
44741,NaN,-7.738115,5.837175,-1.616743,0.045264,-0.009866,0.013947,-0.031337,0.027259,-0.013663,0.339954,-0.273115,0.712481,0.549736,105.383946,51.693321,-178.575625
44742,NaN,-7.766802,5.810128,-1.578180,0.089076,0.021784,0.013962,-0.031317,0.017490,-0.013551,0.339940,-0.273268,0.712415,0.549755,105.385449,51.703867,-178.558226
44743,NaN,-7.796418,5.822015,-1.605459,0.091120,-0.001458,0.048813,-0.032546,0.007863,-0.015755,0.339966,-0.273418,0.712321,0.549787,105.380409,51.718130,-178.547388
44744,NaN,-7.751391,5.819295,-1.525043,0.077638,0.074314,-0.001344,-0.029526,0.000640,-0.017538,0.340026,-0.273536,0.712225,0.549815,105.371919,51.733440,-178.544031
44745,NaN,-7.749354,5.836123,-1.539614,0.058031,0.063132,0.009526,-0.029764,-0.005192,-0.017937,0.340102,-0.273656,0.712111,0.549855,105.359446,51.750572,-178.543712
44746,NaN,-7.712599,5.781756,-1.515652,0.078414,0.071157,-0.055697,-0.029147,-0.002585,-0.018668,0.340177,-0.273769,0.712009,0.549885,105.349127,51.766997,-178.542964
44747,NaN,-7.681581,5.786031,-1.502245,0.055608,0.083709,-0.079677,-0.027279,-0.000120,-0.017082,0.340234,-0.273899,0.711911,0.549913,105.341396,51.782933,-178.537928
44748,NaN,-7.672680,5.799099,-1.483540,0.040753,0.104122,-0.081914,-0.029166,0.002775,-0.022447,0.340300,-0.274040,0.711812,0.549929,105.335550,51.800634,-178.531473
44749,NaN,-7.622878,5.776310,-1.459759,0.028643,0.120459,-0.138516,-0.027437,0.009887,-0.022998,0.340340,-0.274215,0.711724,0.549931,105.335985,51.818398,-178.516450
