// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
61442,NaN,3.466083,-9.662365,0.756459,0.829609,-0.149095,0.445810,0.151223,-0.528727,-0.062076,-0.514488,0.634344,-0.310059,0.486594,-89.823368,-17.355104,-69.505340,NaN,NaN,NaN,NaN,NaN,NaN
61443,NaN,3.824617,-9.944638,1.346798,1.468409,-0.173138,0.824566,0.182154,-0.406412,-0.067558,-0.515561,0.634965,-0.308352,0.485732,-89.791228,-17.391353,-69.258213,NaN,NaN,NaN,NaN,NaN,NaN
61444,NaN,3.498590,-9.909632,1.425221,1.425221,0.144556,0.695406,0.190009,-0.249762,-0.066765,-0.516417,0.635181,-0.307031,0.485376,-89.726513,-17.427004,-69.105164,NaN,NaN,NaN,NaN,NaN,NaN
61445,NaN,3.021812,-9.611939,1.230073,1.102425,0.423429,0.268937,0.109220,-0.133602,-0.081822,-0.516801,0.635346,-0.306159,0.485303,-89.687294,-17.471056,-69.021910,NaN,NaN,NaN,NaN,NaN,NaN
61446,NaN,3.382999,-9.571132,0.926029,0.938514,-0.011739,0.337575,0.056606,-0.061806,-0.092079,-0.516883,0.635487,-0.305566,0.485404,-89.665269,-17.520814,-68.981840,NaN,NaN,NaN,NaN,NaN,NaN
61447,NaN,3.376483,-9.320285,0.529890,0.589099,-0.210811,0.094767,0.021458,0.007542,-0.100891,-0.516726,0.635565,-0.305210,0.485694,-89.650846,-17.575382,-68.983480,NaN,NaN,NaN,NaN,NaN,NaN
61448,NaN,2.956196,-9.250203,0.108919,0.056141,-0.000075,-0.101145,-0.015509,0.059344,-0.096564,-0.516383,0.635605,-0.305091,0.486081,-89.648184,-17.627303,-69.016250,NaN,NaN,NaN,NaN,NaN,NaN
61449,NaN,2.783508,-9.313960,-0.073432,-0.182817,0.113983,-0.093801,-0.036375,0.067575,-0.090011,-0.515976,0.635669,-0.305065,0.486446,-89.655950,-17.675435,-69.053955,NaN,NaN,NaN,NaN,NaN,NaN
61450,NaN,3.093738,-9.329720,-0.276362,-0.270276,-0.221811,0.014265,-0.039558,0.075500,-0.098911,-0.515525,0.635735,-0.305038,0.486853,-89.664052,-17.728651,-69.096459,NaN,NaN,NaN,NaN,NaN,NaN
61451,NaN,3.182916,-9.353657,-0.175596,-0.151892,-0.249370,0.064935,-0.025312,0.101055,-0.101052,-0.515076,0.635706,-0.305036,0.487369,-89.659263,-17.783001,-69.154355,NaN,NaN,NaN,NaN,NaN,NaN
61452,NaN,2.913370,-9.279045,-0.100738,-0.169410,0.004082,-0.087986,-0.014943,0.112363,-0.092697,-0.514662,0.635609,-0.305064,0.487915,-89.646400,-17.832524,-69.219052,NaN,NaN,NaN,NaN,NaN,NaN
61453,NaN,2.670536,-9.201764,-0.006476,-0.158138,0.239307,-0.235528,-0.030588,0.081151,-0.088372,-0.514256,0.635621,-0.305064,0.488326,-89.648219,-17.879667,-69.264963,NaN,NaN,NaN,NaN,NaN,NaN
61454,NaN,2.757767,-9.354062,-0.176713,-0.306163,0.152771,-0.064975,-0.057882,0.058281,-0.088091,-0.513799,0.635759,-0.305072,0.488622,-89.669861,-17.926742,-69.297109,NaN,NaN,NaN,NaN,NaN,NaN
61455,NaN,3.004134,-9.367973,-0.265004,-0.307518,-0.085558,0.023576,-0.042722,0.061678,-0.079736,-0.513405,0.635837,-0.305079,0.488931,-89.682190,-17.969014,-69.331261,NaN,NaN,NaN,NaN,NaN,NaN
61456,NaN,2.950908,-9.328004,-0.191167,-0.253232,-0.016331,-0.030476,-0.033264,0.090775,-0.074430,-0.513010,0.635811,-0.305153,0.489332,-89.683653,-18.008171,-69.382931,NaN,NaN,NaN,NaN,NaN,NaN
61457,NaN,2.735386,-9.271713,-0.279394,-0.403716,0.134582,-0.151220,-0.024600,0.075253,-0.073345,-0.512669,0.635800,-0.305170,0.489695,-89.683035,-18.046741,-69.425246,NaN,NaN,NaN,NaN,NaN,NaN
61458,NaN,2.890195,-9.184455,-0.202399,-0.272032,0.005008,-0.185934,-0.021235,0.047433,-0.069771,-0.512389,0.635842,-0.305119,0.489965,-89.685638,-18.083367,-69.450802,NaN,NaN,NaN,NaN,NaN,NaN
61459,NaN,3.226856,-9.194562,-0.382171,-0.330458,-0.349121,-0.072691,-0.026346,0.035709,-0.065193,-0.512122,0.635918,-0.305065,0.490178,-89.693389,-18.117387,-69.469264,NaN,NaN,NaN,NaN,NaN,NaN
61460,NaN,3.172223,-9.169772,-0.275491,-0.248554,-0.264734,-0.112597,-0.006645,0.085395,-0.064102,-0.511844,0.635821,-0.305093,0.490576,-89.680484,-18.150647,-69.517696,NaN,NaN,NaN,NaN,NaN,NaN
61461,NaN,2.969048,-9.230845,-0.244550,-0.298272,-0.051353,-0.117743,-0.005804,0.110052,-0.048645,-0.511570,0.635638,-0.305232,0.491014,-89.662497,-18.174943,-69.580939,NaN,NaN,NaN,NaN,NaN,NaN
