// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B4381A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
43647,NaN,6.042200,7.065834,3.600599,0.017454,-0.341267,0.151334,0.096216,-0.046424,-0.060819,0.364930,-0.135692,-0.534426,-0.750202,60.852115,-36.416393,-149.988071,NaN,NaN,NaN,NaN,NaN,NaN
43648,NaN,5.872874,7.103763,3.739075,0.123453,-0.148032,0.132041,0.126094,0.070231,-0.085914,0.364843,-0.134935,-0.534887,-0.750052,60.926278,-36.349980,-149.979670,NaN,NaN,NaN,NaN,NaN,NaN
43649,NaN,5.768429,7.255865,3.826024,0.267502,-0.049761,0.211621,0.160749,0.129645,-0.113039,0.364833,-0.133815,-0.535392,-0.749897,61.004817,-36.253027,-149.944156,NaN,NaN,NaN,NaN,NaN,NaN
43650,NaN,5.739068,7.470277,3.840061,0.412646,-0.057585,0.351681,0.181016,0.133732,-0.115845,0.364840,-0.132639,-0.535962,-0.749696,61.093118,-36.154015,-149.906379,NaN,NaN,NaN,NaN,NaN,NaN
43651,NaN,5.566701,7.785044,3.805780,0.734241,-0.064730,0.460369,0.188989,0.108601,-0.130881,0.364723,-0.131498,-0.536622,-0.749481,61.199109,-36.053974,-149.889780,NaN,NaN,NaN,NaN,NaN,NaN
43652,NaN,5.371478,8.078299,3.753804,1.060003,-0.074525,0.534947,0.137669,0.079359,-0.148451,0.364433,-0.130516,-0.537148,-0.749417,61.288868,-35.953676,-149.896552,NaN,NaN,NaN,NaN,NaN,NaN
43653,NaN,5.105141,8.134207,3.846007,1.246378,0.108173,0.456411,0.035661,0.036717,-0.162054,0.363904,-0.129839,-0.537384,-0.749623,61.339345,-35.857645,-149.934895,NaN,NaN,NaN,NaN,NaN,NaN
43654,NaN,4.876555,7.906589,3.855193,1.233570,0.241249,0.166167,-0.050772,-0.025815,-0.153594,0.363188,-0.129581,-0.537398,-0.750004,61.360163,-35.783643,-150.008383,NaN,NaN,NaN,NaN,NaN,NaN
43655,NaN,4.759123,7.583341,3.878458,1.079317,0.357295,-0.122168,-0.085339,-0.113714,-0.159186,0.362186,-0.129694,-0.537451,-0.750431,61.395121,-35.730098,-150.138848,NaN,NaN,NaN,NaN,NaN,NaN
43656,NaN,4.904701,7.388358,3.715143,0.865656,0.182921,-0.238588,-0.073190,-0.194663,-0.176690,0.360915,-0.130048,-0.537701,-0.750804,61.468470,-35.690651,-150.324537,NaN,NaN,NaN,NaN,NaN,NaN
43657,NaN,5.153214,7.376678,3.577325,0.697561,-0.033957,-0.154505,-0.061027,-0.248491,-0.194461,0.359432,-0.130526,-0.538110,-0.751139,61.572712,-35.655722,-150.550151,NaN,NaN,NaN,NaN,NaN,NaN
43658,NaN,5.312518,7.455601,3.476252,0.645612,-0.195066,-0.043436,-0.099460,-0.266265,-0.211208,0.357819,-0.131102,-0.538410,-0.751594,61.663239,-35.617887,-150.791487,NaN,NaN,NaN,NaN,NaN,NaN
43659,NaN,5.321980,7.484429,3.384913,0.663161,-0.283063,-0.051649,-0.163061,-0.260698,-0.230189,0.356099,-0.131711,-0.538478,-0.752255,61.719989,-35.567609,-151.036307,NaN,NaN,NaN,NaN,NaN,NaN
43660,NaN,5.163971,7.341168,3.340704,0.675127,-0.239496,-0.262479,-0.230851,-0.258438,-0.250885,0.354269,-0.132384,-0.538292,-0.753133,61.739537,-35.507246,-151.285631,NaN,NaN,NaN,NaN,NaN,NaN
43661,NaN,4.978161,7.151254,3.249379,0.685133,-0.223443,-0.541137,-0.274284,-0.283390,-0.265492,0.352278,-0.133179,-0.538000,-0.754135,61.747005,-35.445044,-151.555924,NaN,NaN,NaN,NaN,NaN,NaN
43662,NaN,4.810353,6.982889,3.106007,0.706815,-0.265925,-0.813954,-0.299428,-0.333188,-0.293831,0.350035,-0.134139,-0.537710,-0.755215,61.761690,-35.383186,-151.865416,NaN,NaN,NaN,NaN,NaN,NaN
43663,NaN,4.811162,6.987875,3.021483,0.710896,-0.348357,-0.841606,-0.265690,-0.376364,-0.337709,0.347522,-0.135073,-0.537656,-0.756247,61.820557,-35.309424,-152.216800,NaN,NaN,NaN,NaN,NaN,NaN
43664,NaN,4.892060,7.131348,3.085167,0.720451,-0.348166,-0.665757,-0.231845,-0.413778,-0.377974,0.344785,-0.135990,-0.537809,-0.757226,61.917781,-35.226316,-152.603294,NaN,NaN,NaN,NaN,NaN,NaN
43665,NaN,5.022623,7.244477,3.194296,0.663046,-0.317508,-0.465376,-0.246408,-0.443869,-0.396080,0.341875,-0.136987,-0.537974,-0.758248,62.021571,-35.140227,-153.014760,NaN,NaN,NaN,NaN,NaN,NaN
43666,NaN,5.016436,7.229572,3.361508,0.609655,-0.158340,-0.414055,-0.253535,-0.465729,-0.430343,0.338777,-0.137994,-0.538159,-0.759324,62.133054,-35.043399,-153.449362,NaN,NaN,NaN,NaN,NaN,NaN
43667,NaN,4.830576,7.258941,4.044008,0.637092,0.529314,-0.236958,-0.247125,-0.521061,-0.491112,0.335290,-0.139025,-0.538506,-0.760437,62.279677,-34.928287,-153.938187,NaN,NaN,NaN,NaN,NaN,NaN
43668,NaN,3.324236,7.246532,5.415103,1.520861,2.319883,-0.582779,-0.531674,-0.768212,-0.700558,0.330145,-0.140916,-0.538308,-0.762477,62.386209,-34.773227,-154.645624,NaN,NaN,NaN,NaN,NaN,NaN
43669,NaN,2.714022,6.701419,5.376764,1.628401,2.601906,-1.341389,-0.728125,-1.622317,-1.098324,0.321012,-0.145294,-0.539021,-0.765048,62.752445,-34.637148,-156.007948,NaN,NaN,NaN,NaN,NaN,NaN
43670,NaN,4.831023,7.151341,4.508194,0.445734,1.046139,-0.142605,-0.276961,-2.058242,-0.752249,0.312329,-0.151544,-0.541837,-0.765440,63.467243,-34.782123,-157.529777,NaN,NaN,NaN,NaN,NaN,NaN
43671,NaN,6.874523,8.210853,4.364276,-0.396834,0.157031,1.743276,-0.238514,-2.120473,-0.388252,0.304851,-0.158924,-0.544562,-0.765024,64.171956,-35.112375,-158.985491,NaN,NaN,NaN,NaN,NaN,NaN
43672,NaN,7.608259,8.394317,4.313490,-0.809224,-0.019741,2.282767,-0.612114,-2.014474,-0.389491,0.297335,-0.166462,-0.545628,-0.765619,64.635198,-35.405688,-160.383513,NaN,NaN,NaN,NaN,NaN,NaN
