// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B43876
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.4
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U
10820,NaN,3.375188,-9.251486,-0.098913,-0.041673,-0.079259,0.035340,-0.009023,0.078094,0.060199,-0.500601,0.641016,-0.301173,0.497786,-90.195613,-19.672435,-69.938481,NaN,NaN,NaN,NaN,NaN,NaN
10821,NaN,3.425949,-9.178310,0.053584,0.126809,-0.101829,-0.017030,-0.015007,0.081841,0.059881,-0.500610,0.640758,-0.301603,0.497851,-90.186724,-19.635355,-69.985171,NaN,NaN,NaN,NaN,NaN,NaN
10822,NaN,3.324288,-9.185125,0.026199,0.068206,-0.025453,-0.044740,-0.013006,0.081317,0.055845,-0.500616,0.640501,-0.302015,0.497925,-90.176941,-19.600215,-70.031533,NaN,NaN,NaN,NaN,NaN,NaN
10823,NaN,3.185299,-9.195381,-0.041009,-0.040086,0.071805,-0.081496,-0.013461,0.071572,0.058234,-0.500640,0.640266,-0.302410,0.497963,-90.169317,-19.564039,-70.071907,NaN,NaN,NaN,NaN,NaN,NaN
10824,NaN,3.172116,-9.288087,-0.039465,-0.051910,0.107517,0.001495,-0.016659,0.057322,0.050806,-0.500659,0.640085,-0.302755,0.497967,-90.166574,-19.531735,-70.103642,NaN,NaN,NaN,NaN,NaN,NaN
10825,NaN,3.192200,-9.331988,-0.133124,-0.137630,0.066683,0.049892,-0.004146,0.056420,0.042934,-0.500698,0.639888,-0.303039,0.498008,-90.156752,-19.504289,-70.134744,NaN,NaN,NaN,NaN,NaN,NaN
10826,NaN,3.225928,-9.329730,-0.092125,-0.087889,0.045281,0.058948,-0.004086,0.053334,0.036829,-0.500727,0.639707,-0.303298,0.498054,-90.147658,-19.479980,-70.164012,NaN,NaN,NaN,NaN,NaN,NaN
10827,NaN,3.241623,-9.293159,-0.096355,-0.083164,0.014557,0.029724,0.000053,0.053212,0.025135,-0.500740,0.639534,-0.303507,0.498136,-90.136122,-19.462710,-70.193089,NaN,NaN,NaN,NaN,NaN,NaN
10828,NaN,3.316788,-9.255331,-0.111039,-0.069303,-0.072308,0.019125,-0.001722,0.044209,0.024458,-0.500760,0.639388,-0.303698,0.498186,-90.127549,-19.445466,-70.216779,NaN,NaN,NaN,NaN,NaN,NaN
10829,NaN,3.145490,-9.272586,-0.038782,-0.058578,0.106582,-0.021790,0.003763,0.045348,0.017065,-0.500777,0.639238,-0.303851,0.498269,-90.115505,-19.432800,-70.241057,NaN,NaN,NaN,NaN,NaN,NaN
